SampleID_old,StationCode,New_Lat,New_Long,COMID,E,OE,pMMI,CSCI,SampleID_old.1
308PS0156_6.19.12_1,308PS0156,36.3276744,-121.78976,8188801,16.22298867,1.217408235,1.139718571,1.178563403,308PS0156_6.19.12_1
308PS0204_5.21.13_1,308PS0204,36.26013902,-121.7941469,8188943,11.65324414,1.158475686,1.134053931,1.146264809,308PS0204_5.21.13_1
308PWCAH1_6.22.10_1,308PWCAH1,35.9355457,-121.46781,8190141,10.24848639,1.253843691,1.186753262,1.220298477,308PWCAH1_6.22.10_1
308ROCBBQ_6.21.12_1,308ROCBBQ,36.3781458,-121.88621,8188719,14.70692655,0.951932407,0.901984786,0.926958597,308ROCBBQ_6.21.12_1
308SAM_6.23.10_1,308SAM,35.8143905,-121.35896,8191147,11.11893802,1.016284108,0.983066946,0.999675527,308SAM_6.23.10_1
308SANWIL_6.12.12_1,308SANWIL,36.4905477,-121.86728,8188639,11.48706479,1.17958767,1.027951405,1.103769538,308SANWIL_6.12.12_1
308SBCAH1_6.21.10_1,308SBCAH1,36.45627,-121.92522,8189849,10.16373409,1.173289255,0.942680112,1.057984683,308SBCAH1_6.21.10_1
309ARCBRC_8.25.08_1,309ARCBRC,36.2360842,-121.48341,8203373,12.03627538,0.743585513,0.669980394,0.706782953,309ARCBRC_8.25.08_1
309ARSARC_6.23.10_1,309ARSARC,36.1198069,-121.46888,8204015,17.94998504,1.208914656,1.139068706,1.173991681,309ARSARC_6.23.10_1
309CAW126_5.21.14_1,309CAW126,36.2307198,-121.55156,8203401,16.81077887,1.092552987,0.999245358,1.045899173,309CAW126_5.21.14_1
309CLCBVC_7.15.08_1,309CLCBVC,36.4662684,-121.15444,8202351,10.25940767,0.969841566,0.930340216,0.950090891,309CLCBVC_7.15.08_1
309LAS1MI_6.13.12_1,309LAS1MI,36.2289511,-121.49513,8203439,10.38996544,0.707413325,0.78952301,0.748468167,309LAS1MI_6.13.12_1
309LOR_5.29.12_1,309LOR,36.2672139,-121.06957,8205487,9.100655248,0.659293187,0.674142051,0.666717619,309LOR_5.29.12_1
309PS0040_6.3.08_1,309PS0040,36.3490241,-121.2167,948060378,9.025750402,0.675844083,0.600692558,0.63826832,309PS0040_6.3.08_1
309PS0043_7.8.09_1,309PS0043,35.7589271,-120.8399,8212889,9.644836595,0.663567489,0.705802759,0.684685124,309PS0043_7.8.09_1
309PS0116_6.16.11_1,309PS0116,36.0640029,-121.32616,8204319,14.11405778,0.864386429,1.111998991,0.98819271,309PS0116_6.16.11_1
309PSO_5.22.12_1,309PSO,35.6278374,-120.68404,8212843,9.149639234,0.781451576,0.782468834,0.781960205,309PSO_5.22.12_1
309SAP_5.23.12_1,309SAP,35.2942387,-120.38856,8213739,8.342620891,0.89899806,0.664817593,0.781907827,309SAP_5.23.12_1
309SARANF_8.26.08_1,309SARANF,36.064477,-121.38526,8204317,10.18647601,1.236934145,1.059293866,1.148114006,309SARANF_8.26.08_1
309SAT_5.23.12_1,309SAT,35.4916639,-120.64564,8213289,9.66450924,0.734646719,0.524147977,0.629397348,309SAT_5.23.12_1
309SDCMCC_7.14.08_1,309SDCMCC,36.482772,-121.1551,8202263,10.4418547,0.569822141,0.47638817,0.523105156,309SDCMCC_7.14.08_1
309SEC_7.2.12_1,309SEC,36.280487,-121.32257,8205291,9.145758239,0.951260658,0.933076321,0.942168489,309SEC_7.2.12_1
309SED071_8.30.12_1,309SED071,36.218716,-121.51399,8203477,10.39093875,1.012901746,0.923009116,0.967955431,309SED071_8.30.12_1
309SET_5.31.12_1,309SET,36.3221175,-121.29494,8202939,9.00869285,0.806165791,0.830732734,0.818449263,309SET_5.31.12_1
309WLCATC_6.22.10_1,309WLCATC,36.2130111,-121.53507,8203489,18.11098093,1.120866952,1.112127273,1.116497113,309WLCATC_6.22.10_1
310COO_6.24.10_1,310COO,35.2549357,-120.88721,8193645,12.56648583,0.920106078,1.001851336,0.960978707,310COO_6.24.10_1
310LPCBPC_6.9.09_1,310LPCBPC,35.2653908,-120.5226,8192731,14.92489675,1.179237638,0.993473993,1.086355816,310LPCBPC_6.9.09_1
310OLD_6.15.10_1,310OLD,35.4719089,-120.86074,8193557,10.56036935,1.008487454,1.037671901,1.023079677,310OLD_6.15.10_1
310SSU_8.11.11_1,310SSU,35.6088713,-121.07764,8190679,9.667869201,0.955053605,1.009292593,0.982173099,310SSU_8.11.11_1
312DAVDAV_6.7.12_1,312DAVDAV,34.7610735,-119.95359,17626357,8.873665059,1.312873533,1.073916625,1.193395079,312DAVDAV_6.7.12_1
312MZCDBC_5.13.14_1,312MZCDBC,34.7705778,-119.93641,17626881,11.92283712,0.732487851,0.771711661,0.752099756,312MZCDBC_5.13.14_1
312PS0099_6.14.10_1,312PS0099,34.7795763,-119.95796,17626251,7.073332599,0.950754104,0.957533767,0.954143936,312PS0099_6.14.10_1
312RYCALR_6.16.10_1,312RYCALR,34.6743933,-119.29754,17637988,14.01413794,1.41642676,1.114646575,1.265536668,312RYCALR_6.16.10_1
312SIV_5.3.13_1,312SIV,34.8396342,-120.16853,17625379,7.790311635,0.987337481,0.976747398,0.98204244,312SIV_5.3.13_1
314WE1102_6.12.12_1,314WE1102,34.6956168,-119.91043,17609433,8.253607642,1.207552757,0.90319522,1.055373989,314WE1102_6.12.12_1
315ARH101_6.14.10_1,315ARH101,34.4817976,-120.14056,17594741,11.80760372,1.16873841,1.108419593,1.138579002,315ARH101_6.14.10_1
315CHCALS_6.15.10_1,315CHCALS,34.5935018,-120.53067,17593939,6.918922625,1.076757236,0.766456761,0.921606998,315CHCALS_6.15.10_1
402BA0079_5.28.08_1,402BA0079,34.4114154,-119.27442,17586810,10.15133708,0.84717904,0.769020787,0.808099913,402BA0079_5.28.08_1
402BA0095_5.29.08_1,402BA0095,34.4626023,-119.34602,17586570,11.11179491,1.331918031,1.104641891,1.218279961,402BA0095_5.29.08_1
402BA0143_5.21.08_1,402BA0143,34.365779,-119.31082,17587720,7.912525853,0.758291361,0.573146165,0.665718763,402BA0143_5.21.08_1
402BA0287_6.9.08_1,402BA0287,34.5028367,-119.36579,17585802,12.80321757,1.130575179,0.990684265,1.060629722,402BA0287_6.9.08_1
402BA0335_5.27.08_1,402BA0335,34.3798845,-119.30754,17586848,7.91122725,0.790016492,0.780005127,0.785010809,402BA0335_5.27.08_1
402M00005_6.11.15_1,402M00005,34.51364,-119.40097,17585758,11.16563227,1.218023276,0.67189893,0.944961103,402M00005_6.11.15_1
402MTCUNF_6.5.12_1,402MTCUNF,34.5175101,-119.37918,17585756,12.81525115,1.373363643,0.896007049,1.134685346,402MTCUNF_6.5.12_1
