SampleID_old,StationCode,COMID,E,OE,pMMI,CSCI,SampleID_old.1
204R00327_5.7.13_1,204R00327,2804243,10.90584278,0.366775873,0.0126,0.189665448,204R00327_5.7.13_1
204R00334_5.8.13_1,204R00334,2806531,10.7434046,0.651562541,0.427921143,0.539741842,204R00334_5.8.13_1
204R00340_6.11.12_1,204R00340,2806301,9.925832255,0.392914156,0.245332649,0.319123402,204R00340_6.11.12_1
204R00356_6.4.12_1,204R00356,2806461,12.75188856,0.427387675,0.384341935,0.405864805,204R00356_6.4.12_1
204R00367_6.12.12_1,204R00367,2804011,10.53024969,0.854680589,0.67096426,0.762822424,204R00367_6.12.12_1
204R00383_6.11.12_1,204R00383,2804015,10.67817636,0.280946849,0.0325,0.156728954,204R00383_6.11.12_1
204R00391_6.6.12_1,204R00391,2804385,15.5081051,0.444928633,0.22043779,0.332683211,204R00391_6.6.12_1
204R00436_5.20.13_1,204R00436,2804427,11.70411319,0.555360316,0.0896,0.322477455,204R00436_5.20.13_1
204R00447_4.22.13_1,204R00447,2806527,11.7450074,0.383141521,0.238458495,0.310800008,204R00447_4.22.13_1
204R00455_6.13.12_1,204R00455,2804939,9.907954293,0.963872028,0.514664514,0.739268271,204R00455_6.13.12_1
204R00473_5.9.13_1,204R00473,2808535,10.71056899,0.662896621,0.570835088,0.616865855,204R00473_5.9.13_1
204R00520_5.28.13_1,204R00520,2804731,10.38713585,0.683537801,0.425364141,0.554450971,204R00520_5.28.13_1
204R00583_6.13.12_1,204R00583,2804187,13.2920837,0.278361172,0.0448,0.161601065,204R00583_6.13.12_1
204R00590_5.8.13_1,204R00590,2806531,10.73738466,0.773000154,0.699909305,0.73645473,204R00590_5.8.13_1
204R00596_5.31.12_1,204R00596,2806309,12.4555969,0.321140772,0.121724566,0.221432669,204R00596_5.31.12_1
204R00623_6.3.13_1,204R00623,2803945,14.37636358,0.747755157,0.53335352,0.640554338,204R00623_6.3.13_1
204R00639_6.19.12_1,204R00639,2804929,12.79860973,0.351600689,0.0922,0.221904927,204R00639_6.19.12_1
204R00647_6.18.12_1,204R00647,2804235,14.28369575,0.836618212,0.587728152,0.712173182,204R00647_6.18.12_1
204R00680_5.28.13_1,204R00680,2809137,12.32052876,0.482933819,0.354308293,0.418621056,204R00680_5.28.13_1
204R00724_5.21.13_1,204R00724,2806333,11.94680758,0.924933287,0.493897009,0.709415148,204R00724_5.21.13_1
204R00751_6.5.13_1,204R00751,2803759,13.55825295,0.872162515,0.713935844,0.79304918,204R00751_6.5.13_1
204R00807_5.21.13_1,204R00807,2804039,13.51878702,0.306980204,0.0625,0.18472604,204R00807_5.21.13_1
204R00852_5.6.13_1,204R00852,2808521,12.72598271,0.443973572,0.455390754,0.449682163,204R00852_5.6.13_1
204R00884_5.20.13_1,204R00884,2804427,11.6578797,0.651919577,0.238248123,0.44508385,204R00884_5.20.13_1
204R01316_5.22.13_1,204R01316,2806395,9.589809213,0.401467841,0.340431268,0.370949554,204R01316_5.22.13_1
204R01471_5.22.13_1,204R01471,2806357,10.74532052,0.186127533,0.289733012,0.237930273,204R01471_5.22.13_1
204SIN300_5.15.12_1,204SIN300,2806659,12.45081107,0.799144726,0.73424657,0.766695648,204SIN300_5.15.12_1
204VAL400_5.19.14_1,204VAL400,2809817,11.67558294,1.0235035,0.976257883,0.999880692,204VAL400_5.19.14_1
205AAG075_6.12.13_1,205AAG075,17695621,9.468310262,0.813239088,1.0339277,0.923583394,205AAG075_6.12.13_1
205AAG375_5.14.14_1,205AAG375,17694115,11.40296946,0.767343983,0.476079508,0.621711745,205AAG375_5.14.14_1
205AAG400_6.5.12_1,205AAG400,948050186,11.1193897,0.782417042,0.503419697,0.64291837,205AAG400_6.5.12_1
205COY140_6.17.09_1,205COY140,17694083,13.20866776,1.037197714,0.907048193,0.972122953,205COY140_6.17.09_1
205COY585_5.28.13_1,205COY585,17694881,9.561278384,0.794872787,0.969199526,0.882036157,205COY585_5.28.13_1
205COY610_6.3.10_1,205COY610,17694855,9.263004242,0.869048506,0.796376972,0.832712739,205COY610_6.3.10_1
205COY615_6.3.14_1,205COY615,17694855,10.73436541,0.46579372,0.654332755,0.560063238,205COY615_6.3.14_1
205COY850_5.21.12_1,205COY850,17694631,10.07661286,0.932853145,1.037784676,0.985318911,205COY850_5.21.12_1
205COY853_5.29.14_1,205COY853,17694671,9.528180127,0.92882375,0.754954077,0.841888914,205COY853_5.29.14_1
205COY900_5.16.12_1,205COY900,17694669,10.36480733,0.574057945,0.734460234,0.65425909,205COY900_5.16.12_1
205COY930_5.7.13_1,205COY930,17694653,9.516361068,0.504394481,0.606605438,0.555499959,205COY930_5.7.13_1
205CYCAHH_6.10.08_1,205CYCAHH,17694881,9.720232992,1.131660117,1.056338838,1.093999477,205CYCAHH_6.10.08_1
205CYCBBC_6.28.10_1,205CYCBBC,17694855,9.264461047,1.0632027,0.938125872,1.000664286,205CYCBBC_6.28.10_1
205GCAxxx_7.15.10_1,205GCAxxx,17694751,15.61836619,1.104468918,1.005042968,1.054755943,205GCAxxx_7.15.10_1
205LGA700_5.23.12_1,205LGA700,17694857,16.49784845,1.253193716,1.067808012,1.160500864,205LGA700_5.23.12_1
205PS0045_6.17.09_1,205PS0045,17695691,10.00635434,0.799491975,0.396687438,0.598089707,205PS0045_6.17.09_1
205PS0074_7.14.10_1,205PS0074,17693217,12.27791914,0.325788104,0.188011837,0.256899971,205PS0074_7.14.10_1
205PS0106_6.21.11_1,205PS0106,17695611,10.09918035,0.821848874,0.498614233,0.660231553,205PS0106_6.21.11_1
205PS0109_6.21.11_1,205PS0109,17694189,10.12245762,0.765624347,0.56732201,0.666473179,205PS0109_6.21.11_1
205PS0138_6.1.11_1,205PS0138,17693219,10.64449698,0.728075739,0.423754446,0.575915092,205PS0138_6.1.11_1
205PS0157_6.19.12_1,205PS0157,948050175,10.16324425,0.688756447,0.402755637,0.545756042,205PS0157_6.19.12_1
205PS0170_6.19.12_1,205PS0170,17694117,10.12813171,0.666460527,0.311297771,0.488879149,205PS0170_6.19.12_1
205PS0173_6.20.12_1,205PS0173,17694479,10.49852358,0.76201191,0.625510272,0.693761091,205PS0173_6.20.12_1
205PS0202_7.17.13_1,205PS0202,17693229,11.00933611,1.003693583,0.603048385,0.803370983,205PS0202_7.17.13_1
205PS0221_5.20.13_1,205PS0221,948050176,10.26658201,0.550329213,0.355393955,0.452861584,205PS0221_5.20.13_1
205PS0234_5.22.13_1,205PS0234,17694083,10.11471659,1.117184046,0.916327145,1.016755595,205PS0234_5.22.13_1
205R00021_5.16.12_1,205R00021,17694311,11.17853998,0.957191191,1.005972988,0.98158209,205R00021_5.16.12_1
205R00035_5.24.12_1,205R00035,17694105,10.09538289,0.76272491,0.609358262,0.686041586,205R00035_5.24.12_1
205R00042_5.21.12_1,205R00042,17695833,12.83313359,0.494812896,0.549016577,0.521914736,205R00042_5.21.12_1
205R00058_5.15.12_1,205R00058,17693071,16.13745732,1.323008921,1.043863985,1.183436453,205R00058_5.15.12_1
205R00067_6.3.12_1,205R00067,948050174,13.04747775,0.40237662,0.286013987,0.344195303,205R00067_6.3.12_1
205R00088_6.4.12_1,205R00088,17693241,8.561979992,1.319788181,1.207392213,1.263590197,205R00088_6.4.12_1
205R00090_5.23.12_1,205R00090,17695685,10.66869908,0.239016958,0.253751689,0.246384323,205R00090_5.23.12_1
205R00099_5.17.12_1,205R00099,17693029,8.71171257,0.889606944,0.478342851,0.683974898,205R00099_5.17.12_1
205R00110_6.18.12_1,205R00110,17691111,13.62886752,0.590658027,0.482478354,0.53656819,205R00110_6.18.12_1
205R00115_6.5.12_1,205R00115,17693251,12.44548579,0.33747176,0.079,0.208221256,205R00115_6.5.12_1
205R00131_6.3.12_1,205R00131,17695609,11.5396025,0.433290488,0.14625186,0.289771174,205R00131_6.3.12_1
205R00168_6.4.12_1,205R00168,17692971,14.27926875,0.80886495,1.011458859,0.910161904,205R00168_6.4.12_1
205R00170_5.29.13_1,205R00170,17693075,9.849880259,1.147222068,1.108489357,1.127855713,205R00170_5.29.13_1
205R00174_4.23.13_1,205R00174,17692593,12.52797522,0.530812033,0.196120286,0.363466159,205R00174_4.23.13_1
205R00182_5.7.13_1,205R00182,17694641,9.711330682,1.106954377,0.773376457,0.940165417,205R00182_5.7.13_1
205R00218_5.23.12_1,205R00218,948050176,10.68149898,0.617890805,0.499457226,0.558674015,205R00218_5.23.12_1
205R00227_6.5.12_1,205R00227,17693219,15.38743225,0.519904807,0.471139973,0.49552239,205R00227_6.5.12_1
205R00234_5.15.12_1,205R00234,17695693,8.055052571,1.005580029,0.715037096,0.860308563,205R00234_5.15.12_1
205R00241_5.21.12_1,205R00241,17694229,11.85377506,0.417588488,0.251656693,0.33462259,205R00241_5.21.12_1
205R00259_6.14.12_1,205R00259,17694137,12.56835065,0.449541882,0.283444184,0.366493033,205R00259_6.14.12_1
205R00282_5.22.12_1,205R00282,17694479,10.61048282,0.923614897,0.673402953,0.798508925,205R00282_5.22.12_1
205R00291_6.13.12_1,205R00291,948050175,13.21466997,0.525930653,0.440405189,0.483167921,205R00291_6.13.12_1
205R00346_6.14.12_1,205R00346,17695687,12.74644331,0.529559488,0.441501376,0.485530432,205R00346_6.14.12_1
205R00374_6.3.13_1,205R00374,17694725,10.02047629,0.8981609,0.721807701,0.8099843,205R00374_6.3.13_1
205R00387_6.6.13_1,205R00387,17693965,15.76526909,0.301295206,0.0434,0.17235838,205R00387_6.6.13_1
205R00419_6.11.13_1,205R00419,17693255,9.980043362,1.047089639,0.710147536,0.878618588,205R00419_6.11.13_1
205R00430_6.5.12_1,205R00430,17693877,13.17983785,0.432478765,0.296169689,0.364324227,205R00430_6.5.12_1
205R00451_6.5.13_1,205R00451,17695611,12.1879787,0.479981147,0.280165113,0.38007313,205R00451_6.5.13_1
205R00474_5.9.13_1,205R00474,948050176,10.21352557,0.910557274,0.687017636,0.798787455,205R00474_5.9.13_1
205R00538_5.8.13_1,205R00538,17694547,9.69560361,0.799331358,0.509039619,0.654185489,205R00538_5.8.13_1
205R00547_6.4.13_1,205R00547,17695619,13.896223,0.3742024,0.381049714,0.377626057,205R00547_6.4.13_1
205R00554_5.29.13_1,205R00554,17695693,12.00903523,0.716127469,0.52205877999999994,0.619093124,205R00554_5.29.13_1
205R00586_6.10.13_1,205R00586,17694761,13.88143041,0.976124189,1.118020341,1.047072265,205R00586_6.10.13_1
205R00602_6.3.13_1,205R00602,17694451,9.513938591,0.704229898,0.690409684,0.697319791,205R00602_6.3.13_1
205R00627_6.4.13_1,205R00627,17695619,14.38202101,0.4867188,0.295110657,0.390914728,205R00627_6.4.13_1
205R00666_5.9.13_1,205R00666,948050176,10.70003794,0.785043946,0.696000386,0.740522166,205R00666_5.9.13_1
205R00686_4.24.13_1,205R00686,17692595,12.73994563,0.439562316,0.153234164,0.29639824,205R00686_4.24.13_1
205R00707_6.5.13_1,205R00707,17694105,12.72133606,0.703542455,0.596468159,0.650005307,205R00707_6.5.13_1
205R00714_6.10.13_1,205R00714,17694447,9.568003081,0.940635149,0.750802667,0.845718908,205R00714_6.10.13_1
205R00739_6.11.13_1,205R00739,17693219,15.91403434,0.267059874,0.1308804,0.198970137,205R00739_6.11.13_1
205R00771_6.6.13_1,205R00771,17694137,10.76563286,0.617706371,0.423112088,0.520409229,205R00771_6.6.13_1
205R00787_6.12.13_1,205R00787,17694083,14.61595275,1.041670034,1.248050041,1.144860038,205R00787_6.12.13_1
205R00872_5.27.13_1,205R00872,17693215,9.459325576,0.845726256,0.860317371,0.853021813,205R00872_5.27.13_1
205R00878_4.24.13_1,205R00878,17691075,14.00547525,0.214201942,0.0336,0.123917661,205R00878_4.24.13_1
205R00984_5.27.13_1,205R00984,17693213,14.34691984,0.989759486,0.86038569,0.925072588,205R00984_5.27.13_1
205R01134_5.20.13_1,205R01134,17691111,10.32310914,0.741055809,0.477574454,0.609315132,205R01134_5.20.13_1
205R01198_5.20.13_1,205R01198,17692585,12.92960075,0.386709543,0.199006789,0.292858166,205R01198_5.20.13_1
205R01390_5.23.13_1,205R01390,17692585,13.11745359,0.152468616,0.0852,0.118820296,205R01390_5.23.13_1
205SAR057_5.13.09_1,205SAR057,17693061,11.09221563,0.847441153,0.486554279,0.666997717,205SAR057_5.13.09_1
205SAR060_5.13.09_1,205SAR060,17693061,11.09919084,0.96403424,0.770618932,0.867326586,205SAR060_5.13.09_1
205SAR070_5.14.09_1,205SAR070,17693061,14.60380238,0.840534519,0.670609018,0.755571768,205SAR070_5.14.09_1
205SAR080_5.14.09_1,205SAR080,17693069,14.70880589,1.201094555,0.872694043,1.036894299,205SAR080_5.14.09_1
205SFC880_6.19.12_1,205SFC880,17694151,11.86726284,0.985905525,0.937419849,0.961662687,205SFC880_6.19.12_1
205STE110_7.13.09_1,205STE110,17693047,16.0149394,1.244150821,1.161921977,1.203036399,205STE110_7.13.09_1
205WUN450_6.11.12_1,205WUN450,17692887,14.51135533,0.740799171,0.638078881,0.689439026,205WUN450_6.11.12_1
205WUN550_5.6.13_1,205WUN550,17692869,9.701414597,0.824622009,0.803163709,0.813892859,205WUN550_5.6.13_1
206BRC020_6.27.12_1,206BRC020,1671541,13.27894936,0.898037915,0.744090522,0.821064219,206BRC020_6.27.12_1
206FC1339_5.29.14_1,206FC1339,1668187,16.52657887,0.547602748,0.361765131,0.454683939,206FC1339_5.29.14_1
206FCA155_7.31.13_1,206FCA155,1669885,12.81769011,0.401788463,0.199021117,0.30040479,206FCA155_7.31.13_1
206HCT020_5.29.12_1,206HCT020,1668955,20.15978479,1.175607788,1.075289779,1.125448784,206HCT020_5.29.12_1
206NAP700_6.21.12_1,206NAP700,1668167,19.7940132,0.87400164,0.938316312,0.906158976,206NAP700_6.21.12_1
206PIN610_6.3.13_1,206PIN610,1671465,10.92236501,0.901819339,0.403823418,0.652821379,206PIN610_6.3.13_1
206PIN825_5.22.13_1,206PIN825,1671479,12.49321034,0.548297821,0.446118474,0.497208147,206PIN825_5.22.13_1
206PS0054_6.15.09_1,206PS0054,1671493,10.5172991,0.665570118,0.208019899,0.436795008,206PS0054_6.15.09_1
206PS0073_7.20.10_1,206PS0073,1669863,13.34440871,0.149875505,0.0663,0.1080869,206PS0073_7.20.10_1
206PS0165_7.10.12_1,206PS0165,1668207,14.05115699,0.786412109,0.749833067,0.768122588,206PS0165_7.10.12_1
206PS0230_6.5.13_1,206PS0230,1671493,12.44523189,0.462024336,0.165463871,0.313744103,206PS0230_6.5.13_1
206R00407_4.24.14_1,206R00407,2790333,11.68194048,0.92878405,0.708238516,0.818511283,206R00407_4.24.14_1
206R00551_4.30.14_1,206R00551,1671765,10.4677906,0.530197843,0.294924078,0.412560961,206R00551_4.30.14_1
206R00919_5.15.14_1,206R00919,1671769,10.27479893,0.866196999,0.289146302,0.57767165,206R00919_5.15.14_1
206RCCBDC_7.20.10_1,206RCCBDC,1669143,17.41794227,0.884145771,0.8206763,0.852411036,206RCCBDC_7.20.10_1
206RIC100_8.2.11_1,206RIC100,1668249,18.49562095,0.858581609,0.783445374,0.821013492,206RIC100_8.2.11_1
206SON300_8.10.11_1,206SON300,1670131,17.63416333,1.003733473,0.940449726,0.972091599,206SON300_8.10.11_1
206TUL120_6.13.11_1,206TUL120,1669259,17.45360262,1.048494136,1.067648358,1.058071247,206TUL120_6.13.11_1
207MTD117_5.24.10_1,207MTD117,2790351,11.63334102,0.951288769,0.680962504,0.816125636,207MTD117_5.24.10_1
207PS0142_6.1.11_1,207PS0142,2790323,12.31098624,0.511738042,0.318349946,0.415043994,207PS0142_6.1.11_1
207PS0150_6.13.12_1,207PS0150,948050140,9.622638563,0.831372804,0.347884685,0.589628744,207PS0150_6.13.12_1
207PS0241_6.3.13_1,207PS0241,2784567,9.339572544,0.519295715,0.196984681,0.358140198,207PS0241_6.3.13_1
207R00395_5.14.13_1,207R00395,2789351,12.90649044,0.542362777,0.305138068,0.423750423,207R00395_5.14.13_1
207R00631_5.16.13_1,207R00631,2789567,10.62594959,0.682291962,0.333722933,0.508007447,207R00631_5.16.13_1
207R00843_4.22.14_1,207R00843,2789397,12.26780267,0.480933722,0.181602779,0.331268251,207R00843_4.22.14_1
207SUI290_6.4.12_1,207SUI290,2784507,10.91828279,0.943371792,0.825365306,0.884368549,207SUI290_6.4.12_1
207WAL475_6.12.12_1,207WAL475,2789411,12.59945394,1.075443433,0.764263241,0.919853337,207WAL475_6.12.12_1
304APS_7.6.11_1,304APS,17683402,14.47750762,0.663097561,0.83850404,0.750800801,304APS_7.6.11_1
304BEP_7.7.11_1,304BEP,17682316,14.69818325,0.936623692,0.854664174,0.895643933,304BEP_7.7.11_1
304BH9_7.21.11_1,304BH9,17682318,15.2847216,0.5495684,0.591967453,0.570767927,304BH9_7.21.11_1
304PS0006_6.17.08_1,304PS0006,17684370,11.36927003,0.979247859,0.57383465,0.776541255,304PS0006_6.17.08_1
304PS0018_6.4.08_1,304PS0018,17682662,17.07095118,1.033920126,0.819551838,0.926735982,304PS0018_6.4.08_1
304PS0146_7.11.12_1,304PS0146,17684382,12.53637448,0.735858682,0.47367115,0.604764916,304PS0146_7.11.12_1
304PS0194_6.18.12_1,304PS0194,17682654,16.56536959,1.134897709,0.986428279,1.060662994,304PS0194_6.18.12_1
304PS0253_6.5.14_1,304PS0253,17682178,16.28555071,1.003957453,0.820366969,0.912162211,304PS0253_6.5.14_1
304PS0274_6.4.14_1,304PS0274,17682470,13.3722677,0.994595703,0.880189632,0.937392668,304PS0274_6.4.14_1
304SCM_7.21.11_1,304SCM,17682682,13.77345453,0.907542837,0.815829417,0.861686127,304SCM_7.21.11_1
304SL9_7.21.11_1,304SL9,17682398,12.59947309,0.822455029,0.675228469,0.748841749,304SL9_7.21.11_1
304SOU_7.6.11_1,304SOU,17683352,13.27043308,0.934408088,0.921848999,0.928128544,304SOU_7.6.11_1
304SPC236_6.28.10_1,304SPC236,17682218,17.65048985,0.997139465,0.882966179,0.940052822,304SPC236_6.28.10_1
304WDCAH1_6.29.10_1,304WDCAH1,17682686,13.76238913,0.988200513,1.04880883,1.018504671,304WDCAH1_6.29.10_1
304ZAY_7.7.11_1,304ZAY,17682470,13.3722677,0.740338155,0.717220195,0.728779175,304ZAY_7.7.11_1
305BRI_7.20.11_1,305BRI,17665645,9.168932694,0.60348718,0.761167894,0.682327537,305BRI_7.20.11_1
305CLCSBR_6.11.08_1,305CLCSBR,17673639,8.667103851,0.923030361,0.774881719,0.84895604,305CLCSBR_6.11.08_1
305COR2_7.21.11_1,305COR2,17663061,13.37916535,0.629087574,0.703317331,0.666202453,305COR2_7.21.11_1
305LGCACR_7.16.08_1,305LGCACR,17671963,8.287930116,0.989390582,0.960873412,0.975131997,305LGCACR_7.16.08_1
305LGCBRC_6.30.10_1,305LGCBRC,17661007,14.70542164,1.251239199,0.952227426,1.101733313,305LGCBRC_6.30.10_1
305PS0034_6.17.08_1,305PS0034,17665507,11.66930767,0.428474434,0.410950726,0.41971258,305PS0034_6.17.08_1
305PS0061_6.17.09_1,305PS0061,17661321,9.086042675,0.660353491,0.479234592,0.569794042,305PS0061_6.17.09_1
305SSCAUC_6.29.10_1,305SSCAUC,17661281,20.97501295,0.972585812,0.95777571,0.965180761,305SSCAUC_6.29.10_1
305UVCASC_6.29.10_1,305UVCASC,17661237,19.64231107,0.954571992,0.981610054,0.968091023,305UVCASC_6.29.10_1
307CE0094_6.12.12_1,307CE0094,17601605,13.67392169,1.179252036,1.055812476,1.117532256,307CE0094_6.12.12_1
307CMRADC_5.20.14_1,307CMRADC,17601661,15.7003236,0.986444636,0.832175387,0.909310012,307CMRADC_5.20.14_1
307PS0028_6.3.08_1,307PS0028,17600701,12.41669511,0.801340446,0.667458113,0.73439928,307PS0028_6.3.08_1
307PS0044_6.8.09_1,307PS0044,17599355,10.1709885,0.95860889,0.540433581,0.749521236,307PS0044_6.8.09_1
307SCCARR_6.21.10_1,307SCCARR,17600667,11.20430723,1.236131758,0.880851103,1.058491431,307SCCARR_6.21.10_1
308BGC_5.28.14_1,308BGC,8189139,13.19390024,1.109887883,1.092086925,1.100987404,308BGC_5.28.14_1
308BSU_7.13.10_1,308BSU,8189809,12.40236612,0.878864557,1.055297654,0.967081106,308BSU_7.13.10_1
308LILPAL_6.20.12_1,308LILPAL,8188755,13.88337641,1.206478849,1.004457261,1.105468055,308LILPAL_6.20.12_1
308LSRASC_7.18.11_1,308LSRASC,8188811,15.94138497,1.09777162,1.170465681,1.13411865,308LSRASC_7.18.11_1
308MWCAH1_6.23.10_1,308MWCAH1,8189051,14.51200638,0.39622364,0.444775683,0.420499661,308MWCAH1_6.23.10_1
308PS0156_6.19.12_1,308PS0156,8188801,16.22298867,1.217408235,1.139718571,1.178563403,308PS0156_6.19.12_1
308PS0204_5.21.13_1,308PS0204,8188943,11.65324414,1.158475686,1.134053931,1.146264809,308PS0204_5.21.13_1
308PWCAH1_6.22.10_1,308PWCAH1,8190141,10.24848639,1.253843691,1.186753262,1.220298477,308PWCAH1_6.22.10_1
308ROCBBQ_6.21.12_1,308ROCBBQ,8188719,14.70692655,0.951932407,0.901984786,0.926958597,308ROCBBQ_6.21.12_1
308SAM_6.23.10_1,308SAM,8191147,11.11893802,1.016284108,0.983066946,0.999675527,308SAM_6.23.10_1
308SANWIL_6.12.12_1,308SANWIL,8188639,11.48706479,1.17958767,1.027951405,1.103769538,308SANWIL_6.12.12_1
308SBCAH1_6.21.10_1,308SBCAH1,8189849,10.16373409,1.173289255,0.942680112,1.057984683,308SBCAH1_6.21.10_1
309ARCBRC_8.25.08_1,309ARCBRC,8203373,12.03627538,0.743585513,0.669980394,0.706782953,309ARCBRC_8.25.08_1
309ARSARC_6.23.10_1,309ARSARC,8204015,17.94998504,1.208914656,1.139068706,1.173991681,309ARSARC_6.23.10_1
309CAW126_5.21.14_1,309CAW126,8203401,16.81077887,1.092552987,0.999245358,1.045899173,309CAW126_5.21.14_1
309CLCBVC_7.15.08_1,309CLCBVC,8202351,10.25940767,0.969841566,0.930340216,0.950090891,309CLCBVC_7.15.08_1
309LAS1MI_6.13.12_1,309LAS1MI,8203439,10.38996544,0.707413325,0.78952301,0.748468167,309LAS1MI_6.13.12_1
309LOR_5.29.12_1,309LOR,8205487,9.100655248,0.659293187,0.674142051,0.666717619,309LOR_5.29.12_1
309PS0040_6.3.08_1,309PS0040,948060378,9.025750402,0.675844083,0.600692558,0.63826832,309PS0040_6.3.08_1
309PS0043_7.8.09_1,309PS0043,8212889,9.644836595,0.663567489,0.705802759,0.684685124,309PS0043_7.8.09_1
309PS0116_6.16.11_1,309PS0116,8204319,14.11405778,0.864386429,1.111998991,0.98819271,309PS0116_6.16.11_1
309PSO_5.22.12_1,309PSO,8212843,9.149639234,0.781451576,0.782468834,0.781960205,309PSO_5.22.12_1
309SAP_5.23.12_1,309SAP,8213739,8.342620891,0.89899806,0.664817593,0.781907827,309SAP_5.23.12_1
309SARANF_8.26.08_1,309SARANF,8204317,10.18647601,1.236934145,1.059293866,1.148114006,309SARANF_8.26.08_1
309SAT_5.23.12_1,309SAT,8213289,9.66450924,0.734646719,0.524147977,0.629397348,309SAT_5.23.12_1
309SDCMCC_7.14.08_1,309SDCMCC,8202263,10.4418547,0.569822141,0.47638817,0.523105156,309SDCMCC_7.14.08_1
309SEC_7.2.12_1,309SEC,8205291,9.145758239,0.951260658,0.933076321,0.942168489,309SEC_7.2.12_1
309SED071_8.30.12_1,309SED071,8203477,10.39093875,1.012901746,0.923009116,0.967955431,309SED071_8.30.12_1
309SET_5.31.12_1,309SET,8202939,9.00869285,0.806165791,0.830732734,0.818449263,309SET_5.31.12_1
309WLCATC_6.22.10_1,309WLCATC,8203489,18.11098093,1.120866952,1.112127273,1.116497113,309WLCATC_6.22.10_1
310COO_6.24.10_1,310COO,8193645,12.56648583,0.920106078,1.001851336,0.960978707,310COO_6.24.10_1
310LPCBPC_6.9.09_1,310LPCBPC,8192731,14.92489675,1.179237638,0.993473993,1.086355816,310LPCBPC_6.9.09_1
310OLD_6.15.10_1,310OLD,8193557,10.56036935,1.008487454,1.037671901,1.023079677,310OLD_6.15.10_1
310SSU_8.11.11_1,310SSU,8190679,9.667869201,0.955053605,1.009292593,0.982173099,310SSU_8.11.11_1
312DAVDAV_6.7.12_1,312DAVDAV,17626357,8.873665059,1.312873533,1.073916625,1.193395079,312DAVDAV_6.7.12_1
312MZCDBC_5.13.14_1,312MZCDBC,17626881,11.92283712,0.732487851,0.771711661,0.752099756,312MZCDBC_5.13.14_1
312PS0099_6.14.10_1,312PS0099,17626251,7.0733325990000004,0.950754104,0.957533767,0.954143936,312PS0099_6.14.10_1
312RYCALR_6.16.10_1,312RYCALR,17637988,14.01413794,1.41642676,1.114646575,1.265536668,312RYCALR_6.16.10_1
312SIV_5.3.13_1,312SIV,17625379,7.790311635,0.987337481,0.976747398,0.98204244,312SIV_5.3.13_1
314WE1102_6.12.12_1,314WE1102,17609433,8.253607642,1.207552757,0.90319522,1.055373989,314WE1102_6.12.12_1
315ARH101_6.14.10_1,315ARH101,17594741,11.80760372,1.16873841,1.108419593,1.138579002,315ARH101_6.14.10_1
315CHCALS_6.15.10_1,315CHCALS,17593939,6.918922625,1.076757236,0.766456761,0.921606998,315CHCALS_6.15.10_1
402BA0079_5.28.08_1,402BA0079,17586810,10.15133708,0.84717904,0.769020787,0.808099913,402BA0079_5.28.08_1
402BA0095_5.29.08_1,402BA0095,17586570,11.11179491,1.331918031,1.104641891,1.218279961,402BA0095_5.29.08_1
402BA0143_5.21.08_1,402BA0143,17587720,7.912525853,0.758291361,0.573146165,0.665718763,402BA0143_5.21.08_1
402BA0287_6.9.08_1,402BA0287,17585802,12.80321757,1.130575179,0.990684265,1.060629722,402BA0287_6.9.08_1
402BA0335_5.27.08_1,402BA0335,17586848,7.91122725,0.790016492,0.780005127,0.785010809,402BA0335_5.27.08_1
402M00005_6.11.15_1,402M00005,17585758,11.16563227,1.218023276,0.67189893,0.944961103,402M00005_6.11.15_1
402MTCUNF_6.5.12_1,402MTCUNF,17585756,12.81525115,1.373363643,0.89600704900000006,1.134685346,402MTCUNF_6.5.12_1
402SNPMCR_7.29.14_1,402SNPMCR,17585800,12.84224462,1.189433814,0.82942266,1.009428237,402SNPMCR_7.29.14_1
403BA0015_5.19.08_1,403BA0015,17568137,7.047990106,1.042850499,0.965711736,1.004281117,403BA0015_5.19.08_1
403BA0047_5.15.08_1,403BA0047,17573691,7.684608645,0.383884221,0.191922228,0.287903224,403BA0047_5.15.08_1
403BA0064_6.18.14_1,403BA0064,17572253,7.907516288,0.929495398,0.698291322,0.81389336,403BA0064_6.18.14_1
403BA0068_5.14.08_1,403BA0068,17574729,11.84108026,0.578494516,0.744634181,0.661564349,403BA0068_5.14.08_1
403BA0136_6.17.14_1,403BA0136,17570387,9.536582568,0.901790546,0.960763734,0.93127714,403BA0136_6.17.14_1
403BA0140_5.21.08_1,403BA0140,17574991,6.946476422,0.806164113,0.514636435,0.660400274,403BA0140_5.21.08_1
403BA0171_5.19.08_1,403BA0171,17567767,8.035912721,1.007975109,1.061902242,1.034938675,403BA0171_5.19.08_1
403FCA022_5.29.13_1,403FCA022,17573659,7.872140313,0.895563306,0.732478554,0.81402093,403FCA022_5.29.13_1
403LNCASC_6.15.10_1,403LNCASC,17568111,6.516220371,1.197012924,0.953273735,1.07514333,403LNCASC_6.15.10_1
403M01505_6.29.15_1,403M01505,17574589,8.415947943,0.706991065,0.62082166,0.663906363,403M01505_6.29.15_1
403M01506_6.17.15_1,403M01506,17575737,7.878383849,0.920239498,0.600791211,0.760515355,403M01506_6.17.15_1
403M05757_6.29.15_1,403M05757,17570253,7.761552952,1.14667774,0.96846712,1.05757243,403M05757_6.29.15_1
