id,site_type,ASCI
206BRC020_6.27.12_2,Reference,0.754917464
206DW0016_5.8.14_1,NA,0.736093803
206DW0068_5.5.14_1,NA,0.842945639
206DW0100_5.6.14_1,NA,0.695146118
206DW0123_5.12.14_1,NA,0.88360802
206DW0132_5.6.14_1,NA,0.857430228
206DW0171_5.20.14_1,NA,0.919724445
206DW0180_5.8.14_1,NA,0.898226959
206DW0212_5.7.14_1,NA,0.888698681
206DW0212_5.7.14_2,NA,0.823289078
206DW0228_6.11.14_1,NA,0.832847222
206DW0235_6.4.14_1,NA,0.720834724
206DW0239_6.9.14_1,NA,0.718016301
206DW0244_6.12.14_1,NA,0.840887566
206FC1339_5.29.14_1,NA,0.954509679
206FCA155_7.31.13_1,Stressed,1.187227112
206HCT020_5.29.12_1,Reference,1.113418135
206HMC030_8.8.11_1,Stressed,0.768233442
206MIL020_8.23.11_1,Stressed,0.934471287
206NAP090_8.25.11_1,Stressed,0.895996326
206NAP140_8.24.11_1,NA,0.707516408
206NAP150_8.29.11_1,Stressed,0.786345242
206NAP200_8.31.11_1,Stressed,0.654855855
206NAP700_6.21.12_1,Intermediate,1.007514167
206PIN610_6.3.13_1,Intermediate,0.691847799
206PIN825_5.22.13_1,Intermediate,0.807079483
206PS0054_6.15.09_1,Stressed,0.896051975
206PS0073_7.20.10_1,Stressed,0.724720805
206PS0165_7.10.12_1,Stressed,0.934609235
206PS0230_6.5.13_1,Stressed,0.671321873
206R00155_5.16.12_1,Stressed,0.61134708
206R00215_5.23.12_1,Stressed,0.827824727
206R00407_4.24.14_1,Intermediate,0.624745751
206R00551_4.30.14_1,Stressed,0.665281579
206R00727_5.13.13_1,Stressed,0.584113325
206R00919_5.15.14_1,Stressed,0.796342899
206RCCBDC_7.20.10_1,Reference,0.771818371
206RED032_8.16.11_1,Stressed,0.779527444
206RIC100_5.11.09_1,Intermediate,1.119679713
206RIC100_5.2.08_1,Intermediate,0.890434252
206RIC100_6.1.10_1,Intermediate,0.991145803
206RIC100_6.17.09_1,Intermediate,1.03942735
206RIC100_6.19.08_1,Intermediate,0.923798438
206RIC100_8.12.09_1,Intermediate,1.100190404
206RIC100_8.14.08_1,Intermediate,1.036435154
206RIC100_8.2.11_1,Intermediate,0.895466464
206SAL050_8.9.11_1,Stressed,0.786806021
206SON019_9.14.11_1,Stressed,0.76991533
206SON050_9.12.11_1,Stressed,0.831503967
206SON140_9.13.11_1,NA,0.794032184
206SON160_9.6.11_1,Intermediate,0.716098877
206SON210_9.7.11_1,Stressed,0.676513522
206SON260_8.30.11_1,NA,0.714786321
206SON300_7.14.09_1,Intermediate,0.69293236
206SON300_8.10.11_1,Intermediate,0.931682722
206SON320_8.1.11_1,NA,0.915603079
206TUL030_8.15.11_1,Stressed,0.599144269
206TUL120_6.13.11_1,Reference,0.898391465
207DW0017_5.7.14_1,NA,0.943198395
207DW0167_5.13.14_1,NA,0.651638716
207DW0167_5.13.14_2,NA,0.846197304
207GVC800_5.23.13_1,Reference,0.848675264
207LPC025_5.13.14_1,Stressed,0.842682717
207MTD117_4.22.09_1,Intermediate,1.058557459
207MTD117_5.24.10_1,Intermediate,0.907213208
207MTD117_5.6.08_1,Intermediate,0.851789417
207PS0142_6.1.11_1,Stressed,0.748430042
207PS0150_6.13.12_1,Stressed,0.54272676
207PS0150_6.13.12_2,Stressed,0.489209387
207PS0241_6.3.13_1,Stressed,0.739240924
207R00011_5.22.12_1,Stressed,0.703820787
207R00139_5.17.12_1,Stressed,0.783238217
207R00139_5.17.12_2,Stressed,0.74713249
207R00247_5.22.12_1,Stressed,0.584742745
207R00271_4.29.13_1,Intermediate,0.67045417
207R00375_5.1.13_1,Stressed,0.647001488
207R00379_4.21.14_1,NA,0.682271461
207R00395_5.14.13_1,Stressed,0.504546556
207R00503_5.2.13_1,Stressed,0.709839758
207R00532_4.29.13_1,Stressed,0.683255321
207R00567_4.30.13_1,Stressed,0.645182458
207R00567_4.30.13_2,Stressed,0.724433824
207R00619_4.23.14_1,NA,0.909237474
207R00631_5.16.13_1,Stressed,0.657122921
207R00631_5.17.13_2,Stressed,0.813476214
207R00651_4.21.14_1,NA,0.782108637
207R00788_5.15.13_1,Stressed,0.61961423
207R00823_4.23.14_1,NA,0.716774731
207R00843_4.22.14_1,Stressed,0.701617313
207R00843_4.22.14_2,Stressed,0.75308493
207R00880_5.5.14_1,NA,0.812482106
207SUI070_6.13.13_1,Intermediate,1.047311986
207SUI290_6.4.12_1,Reference,0.836224623
207SUI800_5.5.14_1,Reference,0.836869467
207SUL200_5.28.14_1,Intermediate,0.948844449
207WAL475_6.12.12_1,Intermediate,0.779740264
207WHC634_5.29.13_1,Intermediate,0.958621537
207WHC634_5.29.13_2,Intermediate,0.906664156
304APS_7.6.11_1,Intermediate,1.016631631
304BEP_7.7.11_1,Stressed,0.893417133
304BH9_7.21.11_1,Stressed,0.956262761
304PS0006_6.17.08_1,Stressed,0.912652586
304PS0006_6.4.08_1,Stressed,0.831807233
304PS0006_6.4.08_2,Stressed,0.972432332
304PS0018_6.4.08_1,Intermediate,0.701894023
304PS0146_6.18.12_1,Stressed,0.362104531
304PS0146_7.11.12_1,Stressed,0.556113521
304PS0194_6.18.12_1,Intermediate,0.916769355
304PS0253_5.22.14_1,Intermediate,1.133123735
304PS0253_6.5.14_1,Intermediate,1.139547341
304PS0274_6.4.14_1,Stressed,0.88022039
304SCM_7.21.11_1,NA,1.018348153
304SL9_7.21.11_1,Stressed,0.7739995
304SL9_7.21.11_2,Stressed,0.947904932
304SOU_7.6.11_1,Stressed,0.740092342
304SPC236_6.28.10_1,Intermediate,1.004509812
304SVC_7.21.11_1,NA,0.936234704
304WDCAH1_6.29.10_1,Reference,1.164123846
304ZAY_7.7.11_1,Stressed,0.724326767
305BRI_7.20.11_1,NA,0.869016594
305CLCSBR_6.11.08_1,Intermediate,0.867153286
305COR2_7.21.11_1,Stressed,0.743223892
305LGCACR_7.16.08_1,Reference,1.082473698
305LGCBRC_6.30.10_1,Reference,1.035761601
305PS0034_6.17.08_1,Stressed,0.84898648
305PS0057_6.16.09_1,Stressed,0.698257027
305PS0061_6.17.09_1,Stressed,0.96854446
305SSCAUC_6.29.10_1,Reference,1.006049103
305UVCASC_6.29.10_1,Reference,1.253050171
307CE0094_6.12.12_1,Reference,1.007382574
307CE0094_6.12.12_2,Reference,1.110354934
307CMRADC_5.20.14_1,Reference,1.051863854
307CMRADC_5.20.14_2,Reference,1.041129013
307CMRADC_6.22.10_1,Reference,1.004478956
307PS0028_6.3.08_1,Intermediate,0.914310268
307PS0044_6.8.09_1,Intermediate,0.688057982
307SCCARR_6.21.10_1,Reference,0.968304817
308BGC_5.28.14_1,Intermediate,1.008152766
308BGC_6.14.11_1,Intermediate,1.108502298
308BGC_8.11.11_1,Intermediate,1.011387499
308BSU_7.13.10_1,Reference,0.879236548
308LILPAL_6.20.12_1,Reference,0.961087712
308LIM_6.4.14_1,Intermediate,1.27463167
308LIM_6.4.14_2,Intermediate,1.203026079
308LSRASC_6.13.11_1,Reference,0.856579737
308LSRASC_7.18.11_1,Reference,0.92084341
308MWCAH1_6.23.10_1,Reference,0.983836129
308PS0156_6.19.12_1,Reference,1.20552191
308PS0204_5.21.13_1,Intermediate,0.890066804
308PWCAH1_6.22.10_1,Reference,1.051637168
308ROCBBQ_6.21.12_1,Reference,0.911189491
308SAM_6.23.10_1,Reference,1.280749817
308SANWIL_6.12.12_1,Reference,0.831811862
308SBCAH1_6.21.10_1,Reference,0.98070754
308SBCAH1_6.21.10_2,Reference,1.007668271
309ANT_5.24.12_1,Intermediate,1.164750633
309ARCBRC_8.25.08_1,Reference,1.221778903
309ARSARC_6.23.10_1,Reference,1.053698058
309CAW126_5.21.14_1,Reference,1.078548738
309CLCBVC_7.15.08_1,Intermediate,0.781465208
309LAS1MI_6.13.12_1,Intermediate,1.116502676
309LOR_5.29.12_1,Intermediate,0.894260943
309NAF_5.24.12_1,Reference,1.140302755
309PS0040_6.3.08_1,Intermediate,0.751861246
309PS0043_6.10.09_1,Intermediate,0.883488772
309PS0043_7.8.09_1,Intermediate,0.866226042
309PS0072_6.23.10_1,Stressed,0.778730726
309PS0116_6.16.11_1,Reference,1.188046555
309PS0116_6.16.11_2,Reference,1.239715905
309PSO_5.22.12_1,Stressed,0.81583919
309SAP_5.23.12_1,Intermediate,1.153377101
309SARANF_8.26.08_1,Intermediate,1.122369917
309SAT_5.23.12_1,Stressed,0.581038566
309SDCMCC_7.14.08_1,Intermediate,0.762816247
309SEC_7.2.12_1,Intermediate,1.009341906
309SED071_4.3.12_1,Intermediate,1.056140702
309SED071_5.3.12_1,Intermediate,1.006636373
309SED071_6.13.12_1,Intermediate,0.916210167
309SED071_7.24.12_1,Intermediate,0.97193755
309SED071_8.30.12_1,Intermediate,1.014702752
309SET_5.31.12_1,Stressed,0.955734478
309SET_5.31.12_2,Stressed,0.970195068
309WLCATC_6.22.10_1,Reference,0.999105622
310AGS_5.29.14_1,Intermediate,0.814158711
310COO_6.24.10_1,Reference,0.775342387
310LPCBPC_6.9.09_1,Reference,1.117015356
310OLD_6.15.10_1,Intermediate,0.81880559
310SSU_6.15.11_1,Intermediate,1.105660759
310SSU_8.11.11_1,Intermediate,0.951834396
312CAV_4.19.13_1,Intermediate,0.861225798
312DAVDAV_6.7.12_1,Reference,1.067586362
312MZCDBC_5.13.14_1,Reference,1.025404735
312MZCDBC_6.14.10_1,Reference,1.152766026
312ORB_5.15.13_1,Stressed,0.622482701
312PS0099_6.14.10_1,Reference,0.903733917
312PS0099_6.14.10_2,Reference,0.902355629
312RYCALR_6.16.10_1,Reference,1.147869221
312SIV_5.3.13_1,Intermediate,0.784862848
313SAB_5.29.14_1,Intermediate,0.369525321
314WE1102_6.12.12_1,Intermediate,1.014139502
315ARH101_6.14.10_1,Intermediate,1.072634286
315CHCALS_6.15.10_1,Reference,0.323425869
402BA0031_5.28.08_1,Intermediate,1.126001915
402BA0079_5.28.08_1,Intermediate,0.753658227
402BA0095_5.29.08_1,Reference,0.998112858
402BA0143_5.21.08_1,Intermediate,0.977220868
402BA0287_6.9.08_1,Reference,1.11408455
402BA0287_6.9.08_2,Reference,0.767478003
402BA0335_5.27.08_1,Intermediate,0.773466717
402BA0335_5.27.08_2,Intermediate,0.729285805
402M00002_8.13.15_1,Stressed,1.009117317
402M00005_6.11.15_1,Reference,1.142922253
402M00009_6.29.15_1,Reference,1.245032439
402MTCUNF_6.5.12_1,Reference,1.047824826
402PS0048_5.21.08_1,Reference,1.088586929
402SNPMCR_5.28.14_1,NA,1.109457885
402SNPMCR_6.18.14_1,NA,1.17068407
402SNPMCR_7.29.14_1,NA,1.176344274
402SNPMCR_7.8.14_1,NA,1.098661183
403BA0015_5.19.08_1,Reference,0.929115469
403BA0027_5.20.08_1,Intermediate,1.058666526
403BA0027_6.18.14_1,Intermediate,1.095734488
403BA0047_5.15.08_1,Stressed,0.386117896
403BA0064_5.12.08_1,Reference,0.876331058
403BA0064_6.18.14_1,Reference,0.822888528
403BA0068_5.14.08_1,Stressed,0.733281833
403BA0136_5.13.08_1,Intermediate,0.679880541
403BA0136_6.17.14_1,Intermediate,0.887454589
403BA0140_5.21.08_1,Reference,0.80631955
403BA0171_5.19.08_1,Reference,1.044239285
403BA0191_5.14.08_1,Intermediate,0.788891546
403BA0960_5.21.08_1,Reference,1.050357384
403FCA022_5.29.13_1,Intermediate,0.74869472
403LNCASC_6.15.10_1,Reference,1.113557059
403M01505_6.29.15_1,Intermediate,0.846571498
403M01506_6.17.15_1,Intermediate,1.093172654
403M05757_6.29.15_1,Intermediate,1.244302818
403M05758_6.29.15_1,Stressed,0.554856793
403M05771_4.30.15_1,Intermediate,0.921849334
403PRCAGH_6.2.11_1,Intermediate,0.688575004
403S00064_6.2.10_1,Reference,1.008116315
403S00640_6.11.09_1,Intermediate,0.872575124
403S00640_6.11.09_2,Intermediate,0.793168687
403S00772_5.20.09_1,Intermediate,0.950401079
403S00831_6.10.10_1,Intermediate,1.053502892
403S00875_6.24.10_1,Reference,1.101686442
403S00960_6.2.10_1,Reference,0.993467838
403S01136_6.13.11_1,Intermediate,0.64968635
403S01163_6.8.09_1,Intermediate,0.835068314
403S01195_6.10.09_1,Intermediate,1.129053462
403S01272_6.9.09_1,Intermediate,0.803437447
403S01536_7.12.11_1,Reference,0.879761425
403S01536_7.12.11_2,Reference,1.002234482
403S01707_6.7.10_1,Intermediate,1.099870925
403S01728_7.13.11_1,Intermediate,0.836368025
403S01784_6.9.09_1,Stressed,0.775361064
403S01883_6.21.10_1,Reference,0.763651217
403S02363_6.16.11_1,Intermediate,1.20002151
403S02764_6.14.11_1,Intermediate,0.889052764
403S03320_6.8.10_1,Stressed,0.541179864
403S03643_6.24.10_1,Reference,1.127039516
403S03643_6.24.10_2,Reference,1.01783577
403S03832_6.8.09_1,Stressed,0.85478386
403S04600_6.8.10_1,Intermediate,0.734419572
403S04868_6.15.11_1,Stressed,0.944336791
403S05247_6.1.10_1,Stressed,0.748877128
403S05291_6.7.10_1,Intermediate,1.082608259
403S06139_6.27.12_1,Intermediate,1.179440294
403S06283_6.13.12_1,Intermediate,1.082108432
403S06315_6.27.12_1,Reference,1.201039663
403S06660_6.14.12_1,Intermediate,0.914922189
403S06660_6.14.12_2,Intermediate,0.933673499
403S06904_6.9.10_1,Intermediate,0.715733543
403S07024_6.13.12_1,Intermediate,0.864938751
403S07227_6.27.12_1,Intermediate,1.269821741
403S11084_6.9.10_1,Stressed,0.538340361
403S14156_6.9.09_1,Stressed,0.784804563
403S15608_6.8.10_1,Intermediate,0.750949643
403S16332_6.26.13_1,Intermediate,1.012223639
403S16493_6.24.13_1,Intermediate,1.125668015
403S16978_6.26.13_1,Intermediate,1.092441869
403S18093_6.24.13_1,Intermediate,1.132249475
403S18093_6.24.13_2,Intermediate,1.167850312
403S34646_6.25.13_1,Stressed,0.719461809
403S39062_6.25.13_1,Stressed,0.588292501
403STC064_6.8.11_1,Reference,1.073873579
403STC086_6.21.11_1,Reference,1.189397137
403STC086_6.21.11_2,Reference,1.195290168
403WE0501_5.14.13_1,Reference,0.953148741
403WE0540_5.14.14_1,Reference,0.90945982
403WE0540_5.16.13_1,Reference,0.870718129
403WE0683_5.15.13_1,Reference,1.249627988
403WE1027_5.14.14_1,Reference,0.560944935
403WE1027_5.30.13_1,Reference,0.822282283
404ARRSEQ_6.6.12_1,Intermediate,0.862236063
404BA0084_6.4.08_1,Stressed,0.867659319
404BA0104_6.18.08_1,Intermediate,0.921470108
404BA0142_6.18.08_1,Stressed,1.048160817
404BA0376_6.5.08_1,Stressed,0.778661857
404BA0376_6.5.08_2,Stressed,0.785794735
404BA0526_6.4.08_1,Intermediate,0.900101941
404BA0616_6.3.08_1,Intermediate,0.721140465
404BA0808_6.2.08_1,Stressed,0.887172169
404BA0808_6.3.14_1,Stressed,0.847578521
404BA0852_6.3.08_1,Intermediate,0.709970012
404BA0964_6.4.08_1,Intermediate,1.047985746
404BA1128_6.19.08_1,Intermediate,0.651982313
404BA1128_6.3.14_1,Intermediate,0.698174569
404BA1144_6.10.08_1,Intermediate,1.209413151
404BA1166_6.10.08_1,Intermediate,0.494320426
404BA1166_6.4.09_1,Intermediate,0.909725899
404M04532_7.14.15_1,Stressed,0.623228895
404M07346_7.1.15_1,Stressed,0.695892829
404M07349_7.15.15_1,Stressed,0.898897495
404S00808_6.22.10_1,Stressed,0.721123974
404S01128_6.23.10_1,Intermediate,0.544111204
404S02920_5.12.09_1,Stressed,0.792757971
404S03048_5.13.09_1,Stressed,0.622779486
404S05992_5.12.09_1,Stressed,0.74048154
404S06456_5.14.09_1,Intermediate,0.915480558
404S08040_5.12.09_1,Stressed,0.32995379
404S08616_5.13.09_1,Stressed,0.935094387
404S08616_5.13.09_2,Stressed,0.919601961
404S08846_6.22.10_1,Intermediate,0.802659115
404S11406_5.11.09_1,Intermediate,0.77357592
404S11880_6.7.11_1,Stressed,0.351480166
404S11880_6.7.11_2,Stressed,0.22705376
404S13160_6.21.10_1,Stressed,0.885814414
404S13416_6.8.11_1,Stressed,0.637829747
404S13672_6.8.11_1,Stressed,0.601386847
404S14952_6.15.11_1,Stressed,0.736318196
404S16168_6.23.10_1,Intermediate,0.82349515
404S16232_6.9.11_1,Stressed,0.589991539
404S16516_5.18.09_1,Stressed,0.38823388
404S17016_6.5.13_1,Stressed,0.978097739
404S17266_5.19.09_1,Intermediate,0.764242514
404S17664_5.20.09_1,Stressed,0.638738865
404S18250_6.5.13_1,Stressed,0.455219607
404S18666_6.15.11_1,Stressed,0.826418044
404S22464_5.19.09_1,Stressed,0.524703344
404S23297_6.19.13_1,Intermediate,1.056009206
404S24066_6.4.13_1,Stressed,0.477545544
404S25298_6.20.12_1,Intermediate,0.433150298
404S25668_6.23.10_1,Stressed,0.540516724
404S25668_6.23.10_2,Stressed,0.339319055
404S26670_6.18.12_1,Stressed,0.633180565
404S26868_6.26.12_1,Stressed,0.332281813
404S27470_6.19.12_1,Stressed,0.883504941
404S28068_6.20.12_1,Stressed,0.499455059
404S28270_6.18.12_1,Stressed,0.726951091
404S31468_6.19.12_1,Stressed,0.916816908
404S32468_6.26.12_1,Intermediate,0.8668829
404S33670_6.19.12_1,Stressed,0.656869002
404S34120_6.21.12_1,Stressed,0.778790684
404S34230_6.19.13_1,Intermediate,0.859514772
404S35270_6.20.12_1,Stressed,0.613248396
404S35418_6.25.12_1,Intermediate,0.581320408
404S35418_6.25.12_2,Intermediate,0.620077729
404S37670_6.6.13_1,Stressed,0.774809015
404S44210_6.20.13_1,Stressed,0.757792965
404S44532_6.4.13_1,Stressed,1.146454768
404S44642_6.4.13_1,Stressed,0.910198232
404S45622_6.3.13_1,Intermediate,0.848257208
404S45622_6.3.13_2,Intermediate,0.910557175
404S45745_6.18.13_1,Intermediate,1.134025775
404S48200_6.18.13_1,Intermediate,1.095477335
405BH2Axx_6.16.10_1,Intermediate,0.908349741
405BH2Axx_6.16.10_2,Intermediate,0.841818635
405BH2Axx_6.16.10_3,Intermediate,0.923556263
405BH2Bxx_6.16.10_1,NA,0.910510615
405BH3Axx_6.17.10_1,Intermediate,1.183281922
405BH3Axx_6.17.10_2,Intermediate,1.186404351
405BH3Axx_6.17.10_3,Intermediate,0.984732732
405BH3Bxx_6.17.10_1,NA,1.219478409
405BH3Cxx_6.17.10_1,Intermediate,1.211174642
405BRCAMS_6.7.11_1,Reference,0.799813213
405BRCASG_5.7.14_1,Reference,0.921641731
405BRCSGR_5.28.08_1,Reference,0.9859361
405CE0280_7.6.15_1,Intermediate,0.978378635
405M10598_6.30.15_1,Stressed,0.604961057
405M10599_6.30.15_1,Stressed,0.817561671
405PS0030_5.21.08_1,Intermediate,1.076403255
405PS0030_7.8.15_1,Intermediate,1.083426111
405PS0036_5.28.08_1,Intermediate,0.863257169
405PS0036_5.28.08_2,Intermediate,0.806891682
405SGRAAG_5.28.08_1,Reference,1.101300399
405WER318_3.27.09_1,Reference,0.938700112
405WER318_4.30.09_1,Reference,0.893580616
405WER318_6.2.09_1,Reference,0.948828114
405WER318_7.7.09_1,Reference,0.907661814
405WER318_8.18.09_1,Reference,0.946910964
407M01516_6.24.15_1,Stressed,0.550149229
408BA0036_5.5.08_1,Stressed,0.324127176
408BA0036_6.2.14_1,Stressed,0.820045544
408BA0036_6.2.14_2,Stressed,0.957192891
408BA0268_5.6.08_1,Intermediate,0.626574485
408BA0580_5.7.08_1,Stressed,0.355559475
408BA0660_5.6.08_1,Intermediate,0.313862213
408BA0660_6.4.14_1,Intermediate,0.596373768
408BA0836_5.7.08_1,Stressed,0.446586806
408BA0836_6.4.14_1,Stressed,0.325983803
408BA0916_5.8.08_1,Stressed,0.696387385
408BH5Axx_6.18.10_1,Stressed,0.72158657
408BH5Bxx_6.18.10_1,Stressed,0.399060432
408BH5Cxx_6.18.10_1,Stressed,0.645929291
408BH6Axx_6.21.10_1,Stressed,0.696939053
408BH6Bxx_6.21.10_1,Stressed,0.759689777
408BH6Cxx_6.21.10_1,Stressed,0.674572556
408M03005_6.15.15_1,Stressed,0.703567901
408M03015_6.15.15_1,Stressed,0.50361027
408M03019_7.14.15_1,Stressed,0.880556859
408PS0032_5.21.08_1,Stressed,0.361542506
412BH1Axx_6.15.10_1,Intermediate,0.771447272
412BH1Axx_6.15.10_2,Intermediate,0.760013849
412BH1Axx_6.15.10_3,Intermediate,0.774273958
412BH1Bxx_6.15.10_1,NA,0.838534549
412BH1Cxx_6.15.10_1,NA,0.79940425
412BH4Axx_6.18.10_1,Intermediate,0.750676106
412BH4Bxx_6.18.10_1,NA,0.778534102
412BH4Cxx_6.18.10_1,Stressed,0.803501499
412BH4Cxx_6.18.10_2,Stressed,0.729069759
412BH4Cxx_6.18.10_3,Stressed,0.61609265
412CE0232_7.16.15_1,Stressed,0.587193712
412M08597_7.16.15_1,Stressed,0.59605092
412M08599_9.30.15_1,Stressed,0.563186438
412M08602_9.30.15_1,Stressed,0.492415607
412PS0020_5.14.08_1,Stressed,0.6348192
412PS0020_5.22.08_1,Stressed,0.377021906
412PS0040_5.20.08_1,Stressed,0.493787731
412PS0052_5.20.08_1,Stressed,0.326694972
412PS0052_5.20.08_2,Stressed,0.339371487
412WE0552_8.26.15_1,Intermediate,0.871878892
481S05856_6.13.13_1,Intermediate,0.888862878
504DCFRxx_7.27.10_1,Reference,0.89602305
504FC1115_6.19.14_1,NA,1.245982533
504PS0019_6.30.08_1,Stressed,0.928511648
504PS0051_7.1.08_1,Intermediate,1.130017001
504PS0083_6.17.09_1,Intermediate,0.909678376
504PS0147_6.23.08_1,Intermediate,1.087584166
504PS0227_8.12.09_1,Reference,1.19150473
504PS0238_7.29.09_1,Stressed,1.2096248
504PS0243_6.9.09_1,Stressed,0.93040018
504PS0295_7.5.11_1,Stressed,1.026345208
504PS0295_7.5.11_2,Stressed,1.104032802
504PS0371_7.7.10_1,Stressed,0.82552942
504PS0574_6.6.13_1,Intermediate,1.077017106
504PS0595_6.4.13_1,Stressed,1.090886771
504WE0527_7.2.13_1,Reference,0.929825434
504WE0527_7.2.13_2,Reference,0.937597181
505BMCMCR_8.4.10_1,Reference,0.872265904
505BMCMCR_8.4.10_2,Reference,1.071123603
505FC1275_7.31.14_1,NA,1.09394091
505LBCAMR_8.7.13_1,Reference,0.817067054
505PS0110_8.3.10_1,Reference,1.059485036
505PS0110_9.16.10_1,Reference,0.855376349
505PS0156_8.13.08_1,Intermediate,0.959634389
505PS0156_8.13.08_2,Intermediate,1.027604542
505PS0174_9.27.11_1,Reference,0.966336706
505PS0940_9.26.11_1,Intermediate,1.010597221
505PS1180_8.21.13_1,Intermediate,0.995742274
505PS1180_8.7.13_1,Intermediate,0.883236786
506PS0003_7.2.08_1,Intermediate,0.851959759
506PS0003_7.28.09_1,Intermediate,1.111506267
506PS0003_7.29.08_1,Intermediate,0.897750079
506PS0003_9.14.10_1,Intermediate,0.921340507
506PS0062_9.15.08_1,Reference,0.904971273
507BCSFBM_8.5.08_1,Intermediate,1.267275083
507BTC269_8.12.14_1,Intermediate,0.899716387
507DCABSF_10.22.14_1,Intermediate,1.111711795
507DCBLLB_10.22.14_1,Intermediate,1.169855224
507MZCAML_7.17.12_1,Reference,0.903927452
507MZCAML_7.17.12_2,Reference,0.950045582
507PS0122_6.29.09_1,Intermediate,0.990683645
507PS0142_8.4.10_1,Intermediate,1.053724032
507PS0286_7.13.11_1,Stressed,1.053877092
507PS0314_9.8.11_1,Intermediate,0.983714598
507RCABRS_10.21.14_1,Stressed,0.99951502
507RCBLPF_10.21.14_1,Intermediate,1.027363186
508CR1011_7.16.13_1,Stressed,1.244836355
508PS0042_7.2.08_1,Intermediate,0.975003236
508PS0298_7.20.11_1,Intermediate,0.953888473
508PS0298_7.20.11_2,Intermediate,1.047873078
508PS0458_7.1.13_1,Intermediate,1.07293062
508PS0618_6.3.13_1,Stressed,0.880391558
509ACNFPP_7.30.08_1,Reference,1.12382392
509ACNFPP_9.16.08_1,Reference,1.061138152
509ACNFPP_9.25.14_1,Reference,0.874923646
509ACSFPP_7.16.08_1,Reference,0.996883504
509ATCINC_7.14.08_1,Reference,1.095051482
509BCCBPW_5.21.09_1,Intermediate,1.04057735
509BCCBPW_6.10.09_1,Intermediate,1.042406659
509BCCBPW_7.9.09_1,Intermediate,1.007951696
509BCCBPW_8.10.09_1,Intermediate,0.900080667
509BCCBPW_9.10.09_1,Intermediate,0.976712297
509BCCH32_8.13.08_1,Stressed,1.048592411
509BSCADC_8.31.11_1,Reference,1.024197894
509CBCADC_8.24.10_1,Reference,1.004858561
509CTCADC_7.10.12_1,Reference,1.029768408
509CWCPLR_7.7.08_1,Reference,1.021923221
509DCPWxx_8.21.08_1,Intermediate,1.149763333
509DRCBPC_8.29.11_1,Intermediate,0.944154331
509FCA054_8.27.13_1,Reference,1.111536081
509ICPPCX_7.30.08_1,Reference,0.928090594
509ICPPCX_9.10.08_1,Reference,1.080041858
509MLC145_8.6.13_1,Reference,0.922033855
509PCDTWR_7.15.08_1,Reference,1.03519027
509PCDTWR_9.3.08_1,Reference,0.821010348
509PMC197_7.2.14_1,Reference,0.705713623
509PS0049_8.26.10_1,Intermediate,1.146162585
509PS0049_9.13.10_1,Intermediate,1.096922907
509PS0085_9.7.11_1,Reference,1.117218358
509PS0085_9.7.11_2,Reference,1.057942816
509PS0170_7.26.10_1,Reference,0.988408699
509PS0234_7.21.11_1,Reference,1.280824375
509PS0234_8.15.11_1,Reference,1.114554256
509PS0334_9.12.12_1,Reference,1.012428266
510CR1007_6.3.13_1,Stressed,1.106855217
511CCC505_6.25.08_1,Stressed,0.806564986
511FC1357_7.28.14_1,Stressed,0.84585326
511PS0081_6.25.08_1,Stressed,0.730634646
511PS0145_6.24.08_1,Stressed,0.72478704
511PS0209_7.8.09_1,Stressed,0.808907254
511PS0401_9.23.10_1,Stressed,0.758876317
511PS0401_9.23.10_2,Stressed,0.765358025
511PS0657_5.19.14_1,Stressed,0.651869247
513BTCACC_9.10.08_1,Reference,0.89902937
513BTCACC_9.10.08_2,Reference,1.178748154
513CCNASC_7.16.14_1,Reference,0.858420224
513PS0008_6.11.09_1,Reference,1.289826503
513PS0008_6.25.08_1,Reference,1.196976684
513PS0008_8.7.08_1,Reference,0.978470005
513PS0008_9.1.10_1,Reference,0.935071579
513PS0024_6.25.08_1,Intermediate,0.49568858
513PS0088_8.17.09_1,Intermediate,0.796743842
513PS0088_8.17.09_2,Intermediate,1.094594121
513PS0200_7.30.12_1,Reference,0.803406734
513PS0248_7.27.11_1,Intermediate,1.003902972
513STCAIV_6.12.14_1,Reference,1.032698154
513STCAIV_6.27.12_1,Reference,0.96933142
513UNCAKC_5.20.09_1,Reference,1.160640144
513UNCAKC_6.4.09_1,Reference,0.928696675
513UNCAKC_7.13.09_1,Reference,1.122431102
513UNCAKC_8.13.09_1,Reference,1.189609508
513UNCAKC_9.10.08_1,Reference,1.072558571
513UNCAKC_9.10.08_2,Reference,1.031435979
513UNCAKC_9.23.09_1,Reference,1.110391244
514BMCARC_9.27.11_1,Reference,1.124958396
514BRUUPX_10.9.08_1,Reference,1.063960835
514BRUUPX_10.9.08_2,Reference,1.115730154
514DNCLDC_10.12.10_1,Intermediate,1.111355268
514DNCLDC_7.22.10_1,Reference,1.117650403
514DNCLDC_9.7.10_1,Reference,1.104619263
514FC1215_5.27.14_1,NA,0.743103178
514FC1278_5.28.14_1,NA,1.195137838
514ICEUPx_8.13.14_1,Reference,0.964954317
514LNCASC_8.18.11_1,Reference,1.087575455
514LNCASC_8.18.11_2,Reference,0.920916044
514LNCASC_8.30.11_1,Reference,0.942693827
514PCAPCR_10.29.14_1,Intermediate,1.248664458
514PCASMR_10.29.14_1,Reference,1.163691584
