id,site_type,ASCI
514PS0019_8.13.08_1,Intermediate,1.176169117
514PS0084_7.8.08_1,Stressed,0.868728059
514PS0099_7.18.12_1,Intermediate,1.078010975
514PS0131_7.28.14_1,Reference,1.101935703
514PS0351_7.16.12_1,Stressed,0.783226228
514SBCAMR_8.17.11_1,Reference,1.195261559
514SBCAMR_8.29.11_1,Reference,0.978006685
514SCCAAR_7.24.08_1,Reference,0.982740287
514SFA222_7.28.14_1,Reference,0.778662901
514SSC190_9.11.14_1,Reference,0.841258935
515CR1050_6.23.14_1,NA,1.236113676
515PS0106_9.24.08_1,Stressed,0.781901252
515PS0106_9.24.08_2,Stressed,0.854518448
515PS0410_9.7.11_1,Stressed,1.158573538
515PS0430_7.7.11_1,Intermediate,1.10923455
515PS0430_7.7.11_2,Intermediate,1.132951852
515PS0490_6.14.12_1,Stressed,1.027553806
515PS0622_6.10.13_1,Stressed,0.93740601
516PS0014_8.11.08_1,Stressed,1.084136659
516PS0287_9.21.11_1,Intermediate,1.030020573
516PS0324_6.28.12_1,Intermediate,1.116576862
516PS0324_6.28.12_2,Intermediate,1.017149954
516PS0324_7.31.12_1,Intermediate,1.092886328
516PS0516_8.6.13_1,Intermediate,1.006881154
516PS0543_8.7.13_1,Stressed,0.84386184
517FC1248_6.17.14_1,NA,1.149760993
517FCA046_7.11.13_1,Reference,1.132134565
517FCA046_8.14.13_1,Reference,1.025740418
517FCA139_6.18.14_1,Intermediate,1.310827867
517FCA222_7.10.13_1,Stressed,1.016636875
517LCCAYB_8.12.08_1,Reference,1.071503136
517PLC130_7.28.13_1,Intermediate,0.951030957
517PS0030_7.22.09_1,Intermediate,0.943285015
517PS0039_7.1.09_1,Intermediate,1.012191507
517PS0054_7.28.10_1,Reference,1.056342267
517PS0061_9.8.10_1,Intermediate,1.090541192
517PS0074_9.20.11_1,Reference,1.149661476
517PS0078_9.19.11_1,Stressed,1.050627319
517PS0132_7.1.09_1,Intermediate,1.043481932
517SMC266_8.19.14_1,Intermediate,0.992787155
518BTCASC_6.12.13_1,Reference,0.970313743
518CHCANF_7.12.12_1,Reference,0.93621281
518CPCRCR_8.14.08_1,Reference,1.075204791
518CPCRCR_8.20.14_1,Reference,0.884563377
518CPCRCR_8.20.14_2,Reference,0.867630414
518CR0909_9.16.13_1,NA,1.062700926
518FC1060_9.18.14_1,NA,1.150196535
518FC1350_7.29.14_1,NA,0.999337451
518FCA075_8.12.13_1,Reference,1.174635322
518FRE265_7.14.14_1,Intermediate,1.014438579
518FRE277_8.18.14_1,Intermediate,0.886227378
518FRM117_6.17.13_1,Intermediate,1.074249589
518FRM117_7.29.13_1,Intermediate,1.041312638
518GZCUPx_6.30.14_1,Reference,0.925254568
518GZCUPx_8.20.08_1,Reference,1.112193325
518JSC273_8.19.14_1,Intermediate,0.92390476
518KNCAWC_8.15.11_1,Reference,1.030261796
518LCC233_7.15.14_1,Intermediate,1.018412018
518MLC181_7.15.14_1,Reference,0.900436405
518PS0001_7.28.08_1,Intermediate,1.035669936
518PS0001_8.19.08_1,Intermediate,1.216375203
518PS0017_8.19.08_1,Intermediate,0.993656229
518PS0029_6.30.09_1,Intermediate,1.027885287
518PS0029_7.22.09_1,Intermediate,1.033503843
518PS0033_6.29.09_1,Reference,1.190568332
518PS0045_7.21.09_1,Intermediate,0.999169606
518PS0073_8.16.11_1,Reference,1.022824829
518PS0089_8.1.12_1,Reference,1.03136693
518PS0089_9.25.12_1,Intermediate,1.069988553
518PS0093_9.24.12_1,Reference,0.765575624
518PS0113_7.9.12_1,Reference,1.187388588
518PS0113_7.9.12_2,Reference,0.95415428
518PS0125_6.18.13_1,Intermediate,1.052467812
518RCC169_7.29.13_1,Intermediate,0.95605074
518RCNAPC_10.21.09_1,Reference,1.001834617
518RCNAPC_5.20.09_1,Reference,1.042088485
518RCNAPC_6.16.09_1,Reference,1.030222141
518RCNAPC_8.11.09_1,Reference,1.12235
518RCNAPC_8.18.14_1,Reference,0.922714979
518RCNAPC_8.6.08_1,Reference,1.161324419
518RCNAPC_9.9.09_1,Reference,1.185430474
518SDCAHR_6.12.13_1,Reference,1.141564123
518SED086_8.17.11_1,Reference,0.878308735
518SNCABC_9.26.12_1,Reference,1.001863634
518SPC134_6.18.13_1,Reference,1.056640544
518WE0521_6.19.13_1,Reference,1.139978873
518WLCBCP_9.25.12_1,Intermediate,1.047041485
518WLCBWL_8.5.13_1,Reference,0.948868636
518YLCAFR_8.17.11_1,Reference,1.048523362
519CR0904_7.22.13_1,NA,1.167502999
519CR0912_7.17.13_1,Stressed,1.155307155
519MNRASR_7.9.08_1,Stressed,1.136853328
519PS0002_6.26.08_1,Stressed,0.625528466
519PS0002_7.17.08_1,Stressed,0.905313192
519PS0002_7.22.09_1,Stressed,0.224850335
519PS0002_8.5.10_1,Stressed,0.651632393
519PS0134_7.7.08_1,Stressed,1.016115322
519PS0194_9.10.09_1,Stressed,0.796844258
519PS0198_7.15.09_1,Intermediate,0.831233025
519PS0198_7.15.09_2,Intermediate,0.849535254
519PS0253_7.23.09_1,Stressed,0.809060408
519PS0253_7.23.09_2,Stressed,0.848016151
519PS0278_7.7.10_1,Intermediate,0.842638305
519PS0278_8.5.10_1,Intermediate,0.753945306
519PS0290_7.28.10_1,Stressed,0.946802233
519PS0305_7.21.10_1,Stressed,0.748139526
519PS0322_7.8.10_1,Stressed,0.660215073
519PS0340_6.26.12_1,Stressed,0.83144276
519PS0390_7.28.10_1,Stressed,0.54706523
519PS0402_9.28.10_1,Stressed,0.878633154
519PS0402_9.28.10_2,Stressed,0.908985341
519PS0449_9.6.11_1,Stressed,0.899314408
519PS0449_9.6.11_2,Stressed,0.738641609
519PS0450_7.18.11_1,Stressed,0.780363645
519PS0514_6.26.12_1,Stressed,0.823596235
519PS0514_7.30.12_1,Stressed,0.893016439
519PS0534_6.25.12_1,Stressed,0.855703579
519PS0561_6.27.12_1,Stressed,0.656180972
519PS0561_6.27.12_2,Stressed,0.660941922
519PS0578_5.29.13_1,Stressed,0.756731136
519PS0578_5.29.13_2,Stressed,0.700427434
519PS0646_5.27.14_1,Stressed,0.714629955
519SCRAMR_7.9.08_1,Stressed,0.944768578
519SCRAMR_9.22.08_1,Stressed,1.058205926
520CR1010_7.15.13_1,Stressed,1.243673955
520FC1087_6.24.14_1,Stressed,1.210529404
520FC1108_6.24.14_1,Stressed,0.907568335
520PS0007_6.26.08_1,Stressed,1.088016235
520PS0007_7.8.08_1,Stressed,1.085600591
520PS0054_6.30.08_1,Stressed,0.874613935
520PS0071_7.31.08_1,Stressed,1.173007401
520PS0135_7.29.09_1,Intermediate,0.986872415
520PS0135_7.29.09_2,Intermediate,0.805793882
520PS0199_8.23.10_1,Intermediate,1.134085377
520PS0199_8.23.10_2,Intermediate,1.135268936
520PS0202_6.18.09_1,Stressed,0.771963493
520PS0455_6.5.13_1,Intermediate,0.968081363
520PS0455_6.5.13_2,Intermediate,0.941902851
520PS0455_7.22.13_1,Intermediate,1.011806961
521BTCLBC_8.7.08_1,Intermediate,1.024492936
521FCA170_8.13.13_1,Stressed,1.271730703
521LCCBSR_7.6.10_1,Intermediate,0.939089447
521PS0663_6.16.14_1,Intermediate,1.250870628
522CE0027_6.9.14_1,Reference,1.014058514
522GSCBSC_9.24.09_1,Reference,0.898069609
522MFSCRB_9.18.08_1,Reference,1.050958659
522MFSCRB_9.18.08_2,Reference,1.047701007
522PS0430_9.20.12_1,Intermediate,0.877508368
522PS0504_6.11.13_1,Reference,1.057805884
522PS0504_6.11.13_2,Reference,1.129511759
522PS0643_9.4.13_1,Intermediate,0.918262724
523PS0172_8.10.11_1,Reference,1.134365863
523PS0222_9.9.10_1,Intermediate,0.996036564
523PS0414_8.6.12_1,Intermediate,0.740679345
523TMCATG_10.5.09_1,Reference,1.010122409
524PS0202_9.20.12_1,Intermediate,1.023124314
524PS0202_9.20.12_2,Intermediate,1.101059788
524PS0342_7.18.12_1,Reference,1.169044326
524PS0394_7.19.12_1,Intermediate,1.195738072
524PS0650_7.1.14_1,Reference,1.058955291
524PS0650_7.1.14_2,Reference,1.006978294
524PS0650_7.17.14_1,Reference,1.054777751
526ASC237_8.20.14_1,Intermediate,0.941068634
526ESCAMC_8.19.14_1,Intermediate,0.859308076
526ESCAMC_8.20.12_1,Intermediate,0.970973498
526HTC129_6.24.13_1,Intermediate,0.865229173
526PNCAMF_6.25.13_1,Reference,0.984636842
526PS0072_8.27.08_1,Reference,0.978900272
526PS0072_8.7.14_1,Reference,0.833013487
526PS0072_9.15.10_1,Reference,0.839902697
526PS0072_9.21.09_1,Reference,1.036025944
526PS0072_9.23.08_1,Reference,1.159796625
526PS0076_8.26.08_1,Reference,1.207077552
526PS0220_8.25.08_1,Intermediate,1.157038555
526PS0220_8.25.08_2,Intermediate,0.858385585
526PS0228_8.28.08_1,Intermediate,0.970202643
526PS0344_9.2.09_1,Intermediate,1.193469404
526PS0356_8.11.09_1,Intermediate,1.075909138
526PS0396_9.1.09_1,Reference,1.193992993
526PS0440_9.2.09_1,Intermediate,0.941811388
526PS0472_9.1.09_1,Stressed,0.883856432
526PS0504_9.2.09_1,Intermediate,1.245015638
526PS0504_9.2.09_2,Intermediate,1.052788358
526PS0756_8.3.10_1,Stressed,0.990661723
526PS0764_8.25.10_1,Intermediate,0.980375235
526PS0808_8.2.10_1,Intermediate,0.890156267
526PS0948_7.12.11_1,Intermediate,1.015361121
526PS0948_7.12.11_2,Intermediate,1.057430714
526PS1036_7.13.11_1,Intermediate,0.970110082
526PS1100_8.21.12_1,Reference,1.033477241
526PS1144_8.22.12_1,Reference,1.173552089
526PS1420_6.25.13_1,Reference,0.983532345
526PS1496_8.19.14_1,Stressed,0.987637176
526PSCBBL_8.27.08_1,Intermediate,1.070383919
526PSCBBL_9.23.08_1,Intermediate,0.962694847
526PSCBLK_8.21.12_1,Reference,0.978982262
526WER123_8.21.12_1,Reference,0.946531781
526WTCACT_6.24.13_1,Reference,1.156171857
527PS0388_9.2.09_1,Intermediate,1.071423595
527PS0388_9.2.09_2,Intermediate,1.156261471
527PS1156_8.21.12_1,Reference,1.22143274
527PS1156_8.21.12_2,Reference,1.301411574
527PS1412_6.25.13_1,Intermediate,0.870809177
531CR1047_6.9.14_1,Stressed,1.061996867
531PS0169_6.11.09_1,Stressed,0.835610457
531PS0169_7.6.09_1,Stressed,0.860546902
531PS0365_9.16.10_1,Stressed,0.950871902
531PS0365_9.16.10_2,Stressed,0.919996974
531PS0381_7.12.10_1,Stressed,0.831281211
531PS0429_6.20.11_1,Stressed,0.783090175
531PS0573_6.28.12_1,Stressed,0.922132064
532CPC238_7.30.14_1,Reference,0.811858698
532CRM206_7.10.14_1,Reference,1.091488543
532FC1181_6.5.14_1,NA,1.229737904
532FC1271_7.10.14_1,NA,1.138052527
532PS0050_8.31.10_1,Intermediate,1.054538365
532PS0062_9.8.10_1,Stressed,1.059352228
532PS0062_9.8.10_2,Stressed,0.97547077
532PS0071_10.12.11_1,Intermediate,0.937419959
532PS0071_9.21.11_1,Intermediate,0.869268477
532PTCAER_8.19.13_1,Reference,0.874938919
532SFC142_6.19.13_1,Intermediate,1.03050884
532TGRUPX_10.8.08_1,Intermediate,1.195027133
533FC1043_6.4.14_1,NA,1.043698689
534ANCACF_8.31.10_1,Reference,0.980787514
534CFSAIM_7.27.09_1,Reference,1.051474328
534CYCANB_4.1.09_1,Intermediate,0.89287333
534CYCANB_5.5.09_1,Intermediate,0.701431266
534CYCANB_6.19.08_1,Intermediate,0.683903598
534CYCANB_6.2.09_1,Intermediate,0.682003096
534CYCANB_7.14.09_1,Intermediate,0.818561142
534CYCANB_8.17.09_1,Intermediate,0.83358997
534DCC167_8.14.13_1,Reference,0.91574048
534MLC108_9.14.11_1,Reference,0.986912067
534PS0043_7.29.09_1,Intermediate,0.963479711
534PS0043_7.29.09_2,Intermediate,1.002866421
534PS0070_8.30.10_1,Reference,1.028562319
534PS0114_9.12.12_1,Intermediate,1.270340329
534RSCAGG_9.19.11_1,Reference,0.99575832
534SPC227_7.9.14_1,Reference,0.991411616
534SRCFFC_8.29.12_1,Reference,1.00728984
534WER219_8.29.12_1,Reference,0.907325639
535CR0910_6.18.14_1,Stressed,0.991309164
535CR1042_6.19.14_1,Stressed,0.965787018
535CR1051_6.25.14_1,Stressed,0.925568592
535PS0191_7.14.09_1,Stressed,0.876885428
535PS0221_7.15.09_1,Stressed,0.911936008
535PS0265_8.20.09_1,Intermediate,1.01924941
535PS0431_6.22.11_1,Stressed,0.901085026
535PS0477_6.7.12_1,Stressed,0.821729328
536CLR247_7.8.14_1,Reference,0.80305723
536HLCBFM_6.18.13_1,Reference,1.09455658
536LLCACR_9.22.11_1,Reference,1.025399874
536PS0107_7.17.12_1,Reference,1.199379358
536SED006_9.20.11_1,Reference,0.914470132
536SED108_9.21.11_1,Reference,1.051013209
536SED108_9.21.11_2,Reference,0.888585584
536STR127_6.17.13_1,Reference,1.002455748
536TRC119_6.18.13_1,Reference,1.212416759
537ADCH41_9.12.11_1,Reference,1.1452253
537BLCABG_9.15.11_1,Reference,1.18380065
537BSCAWR_7.15.08_1,Reference,1.033743074
537GZCAMR_8.7.08_1,Reference,1.218276917
537MDR255_7.7.14_1,Intermediate,0.752369644
537MDR255_7.7.14_2,Intermediate,0.796046402
537PS0386_7.16.12_1,Intermediate,1.097145677
537TYCAML_7.16.08_1,Reference,0.814510994
539CCRARR_5.6.10_1,Intermediate,1.005050125
539CCRARR_6.12.08_1,Intermediate,1.124030861
539CCRARR_6.30.10_1,Intermediate,0.914632142
539CCRARR_7.21.10_1,Intermediate,0.913115083
539CCRARR_8.31.10_1,Intermediate,0.97000734
539NDCACC_10.15.09_1,Reference,1.091807288
539NDCACC_10.8.09_1,Reference,1.038041485
539NDCACC_5.5.09_1,Reference,1.106956188
539NDCACC_6.15.09_1,Reference,1.002561497
539NDCACC_9.10.09_1,Reference,1.060520929
539PS0127_5.27.13_1,Intermediate,1.173169325
539PS0146_7.27.10_1,Intermediate,0.925260794
540BCA168_6.24.14_1,Reference,1.158056113
540CDC136_7.24.13_1,Intermediate,1.18320132
540CQCBBR_9.14.11_1,Reference,0.995272557
540GNCBTC_9.13.11_1,Reference,1.104665738
540MNCANF_9.29.10_1,Reference,0.883376139
540MNCASJ_8.24.10_1,Reference,1.228216027
540MRC196_8.26.14_1,Intermediate,1.07960801
540MSJ132_7.18.13_1,Intermediate,0.98857072
540PKC272_7.1.14_1,Intermediate,0.808448696
540PS0008_8.6.08_1,Intermediate,1.209396531
540PS0258_8.31.11_1,Intermediate,0.879750392
540PS0258_8.31.11_2,Intermediate,0.95419445
540SDC212_6.16.14_1,Reference,1.046669292
540SED003_8.30.11_1,Reference,1.148301287
540SSJ200_6.24.14_1,Reference,1.00359809
541CR1006_6.17.14_1,Stressed,0.776900983
541PS0055_6.18.08_1,Intermediate,0.752016793
541PS0055_7.10.08_1,Intermediate,0.787643178
542DPCDPC_6.18.08_1,Intermediate,0.862405626
543R00137_5.15.12_1,Stressed,0.59450482
543R00219_5.21.12_1,Intermediate,0.818921508
543R00245_5.21.12_1,Intermediate,0.785615088
544CR1003_6.4.13_1,Stressed,0.709397387
544CR1040_6.10.14_1,Stressed,0.951221342
544R00025_5.15.12_1,Stressed,0.45160233
544R00281_5.14.13_1,Stressed,0.692427944
544R00281_5.15.13_1,Stressed,0.61900862
545CR1002_9.2.14_1,NA,0.932048616
545PS0335_7.26.10_1,Intermediate,0.909176282
545PS0335_7.26.10_2,Intermediate,0.953089025
551PS0308_7.27.10_1,Stressed,1.000339952
552DKC268_6.23.14_1,Reference,1.079058547
552DRCAEF_6.25.14_1,Reference,1.017519646
552FC1226_6.3.14_1,NA,1.169963433
552FCA017_7.30.13_1,Reference,1.004272147
552FCA017_7.9.13_1,Reference,1.05157681
552KRSFBC_7.14.08_1,Reference,1.147954693
552MFC120_7.22.13_1,Reference,1.026334705
552MFCAKR_6.11.08_1,Reference,1.088082435
552PS0028_6.18.08_1,Reference,0.946132815
552PS0028_6.18.08_2,Reference,0.883053557
552PS0072_8.30.11_1,Reference,1.039046729
552PS0284_8.29.11_1,Reference,1.106460914
552SCCTSR_6.11.08_1,Intermediate,0.924137957
553KRMAPC_8.22.11_1,Reference,0.974231726
553KRNAYC_10.13.11_1,Reference,0.932329543
553KRNAYC_6.17.14_1,Reference,0.808897011
553KRNAYC_6.17.14_2,Reference,0.784611865
553KRNAYC_8.24.11_1,Reference,1.164808298
553TCCAKR_8.16.10_1,Intermediate,1.053650045
553TCCAKR_8.16.10_2,Intermediate,0.887765886
554CLCALK_8.23.11_1,Reference,1.164027007
554FSC207_6.19.14_1,Reference,0.921942682
554LCCADR_6.10.08_1,Reference,0.868921435
554NYCGWD_8.25.11_1,Reference,1.062298807
554NYCGWD_8.25.11_2,Reference,0.988332712
554PMCABC_8.24.11_1,Reference,1.040638562
554PMCGWD_8.23.11_1,Reference,1.208642527
554PS0160_8.5.08_1,Intermediate,1.083841195
554PS0224_6.17.08_1,Intermediate,1.236309576
554PS0448_7.7.09_1,Intermediate,0.881427767
554PS0946_8.23.11_1,Intermediate,1.340871593
554SED027_8.24.11_1,Reference,1.087790891
555PS0064_6.17.08_1,Reference,0.924056976
601PRK002_8.2.12_1,Intermediate,0.830681501
601PS0057_9.14.11_1,Intermediate,0.980772402
601PS0065_9.1.11_1,Intermediate,1.058060384
601PS0077_8.7.12_1,Reference,1.097518263
601PS0077_8.7.12_2,Reference,1.221410455
601RSH002_8.4.10_1,Intermediate,0.985493552
601WRN001_8.3.10_1,Intermediate,1.006156511
602FC1102_7.8.14_1,NA,1.196841698
603CON001_7.3.08_1,Intermediate,0.965018059
603CON001_8.5.10_1,Intermediate,0.882344494
603CON001_9.30.08_1,Intermediate,1.133633487
603CR1048_9.16.14_1,NA,1.047424729
603DDM002_8.27.08_1,Intermediate,1.092844601
603DDM004_7.9.13_1,Reference,0.992339516
603DDM005_9.13.11_1,Reference,1.141631475
603DDM005_9.13.11_2,Reference,0.957182876
603FCA145_8.21.13_1,Reference,1.149979339
603GLS001_8.1.10_1,Reference,1.12103113
603GSCADC_8.25.10_1,Reference,1.223095696
603MAM003_8.2.10_1,Intermediate,0.994582591
603MCG001_8.6.10_1,Intermediate,0.781185405
603OHCAOR_8.24.10_1,Reference,0.989652501
603PNC001_8.7.10_1,Intermediate,0.893835657
603PS0008_7.30.08_1,Reference,0.844723887
603PS0024_8.23.10_1,Intermediate,0.904458081
603PS0040_8.31.10_1,Intermediate,0.861136527
603PS0044_8.30.11_1,Intermediate,0.852407798
603PS0044_9.14.11_1,Intermediate,0.85721192
603PS0045_8.29.11_1,Reference,1.159149936
603PS0045_8.29.11_2,Reference,1.089804805
603PS0056_8.31.11_1,Reference,1.087896565
603PS0072_9.12.11_1,Intermediate,1.190383245
603PS0073_9.13.11_1,Reference,0.984752732
603PS0075_7.31.12_1,Reference,1.273528313
603PS0075_8.15.12_1,Reference,1.064219422
603PS0076_7.23.12_1,Reference,1.090320509
603PS0079_8.1.12_1,Intermediate,1.093083468
603PS0092_7.25.12_1,Reference,1.079943349
603PS0108_7.24.12_1,Intermediate,1.180562445
603PS0108_7.24.12_2,Intermediate,1.146658255
603PS0109_7.29.08_1,Reference,0.993634979
603PS0132_7.17.13_1,Intermediate,0.855397445
603PS0136_7.17.13_1,Intermediate,1.191360956
603PS0137_8.13.13_1,Intermediate,1.071389238
603PS0557_8.18.10_1,Reference,0.987567877
603PS0720_8.19.10_1,Stressed,1.00381777
603PS1056_7.24.12_1,Reference,1.008370238
603PS1056_8.14.12_1,Reference,0.92110428
603PS1488_7.10.13_1,Reference,1.008307774
603PSx109_7.30.12_1,Intermediate,1.038071436
603RCC156_7.16.13_1,Reference,1.038682908
603RCC156_7.16.13_2,Reference,0.942153248
603RCK001_7.31.08_1,Intermediate,1.087801738
603RCK001_8.9.10_1,Intermediate,1.006010664
603RCK001_8.9.10_2,Intermediate,1.006780542
603RCK001_8.9.10_3,Intermediate,0.973124306
603SPCBWC_7.22.08_1,Reference,1.007208189
603UOW001_8.8.10_1,Intermediate,1.061026503
603UOW003_8.25.08_1,Intermediate,0.977712679
603UOW009_8.26.08_1,Intermediate,0.814389432
609PS0053_5.14.08_1,Intermediate,0.781100244
620PS0669_8.17.10_1,Intermediate,0.949094899
626PS0171_5.15.08_1,Reference,1.148686946
626PS0619_6.3.10_1,Reference,1.041576994
626PS0827_6.3.10_1,Reference,0.922328832
626PS1195_5.23.13_1,Reference,1.043055261
628MRW138_5.21.14_1,Reference,0.886066172
628PS0527_6.3.09_1,Intermediate,0.819118326
628PS0715_6.9.10_1,Stressed,0.741663265
628PS0715_6.9.10_2,Stressed,0.58986268
628PS1019_6.8.11_1,Intermediate,1.168192134
628PS1039_6.9.11_1,Intermediate,0.917172723
628PS1179_6.6.12_1,Intermediate,1.213861312
628PS1307_5.21.13_1,Intermediate,0.862176845
628PS1483_5.22.13_1,Stressed,0.809374447
630FCA097_8.22.13_1,Reference,1.080761118
630PS0005_7.31.08_1,Reference,0.91015715
630PS0005_7.31.08_2,Reference,1.076592127
630PS0005_8.25.14_1,Reference,0.83869513
630PS0005_8.25.14_2,Reference,0.835766233
630RBS005_8.12.14_1,Reference,0.86497891
630RBS005_8.7.12_1,Reference,1.061589658
630SED034_8.6.12_1,Reference,1.172116012
631DEP001_8.28.12_1,Reference,0.947342288
631FC1099_7.9.14_1,NA,1.188588571
631LWK002_8.12.14_1,Reference,0.92901932
631POR001_7.30.10_1,Intermediate,0.999381861
631PS0001_7.28.09_1,Reference,1.062712094
631PS0001_7.31.08_1,Intermediate,1.194017653
631PS0001_8.13.08_1,Intermediate,1.030627927
631PS0001_9.29.10_1,Reference,0.943725449
631PS0011_7.28.09_1,Reference,1.050357558
631PS0023_8.4.09_1,Reference,1.013178115
631PS0023_8.4.09_2,Reference,1.012886015
631PS0033_8.30.10_1,Reference,0.959129928
631PS0051_8.16.11_1,Intermediate,1.065017177
631PS0081_8.28.12_1,Intermediate,0.976025621
631PS0087_8.8.12_1,Intermediate,0.94922908
631PS0145_7.2.14_1,Reference,1.087430401
631WWK005_7.29.10_1,Reference,1.139129935
631WWK005_7.29.10_2,Reference,1.060318668
631WWK005_7.29.10_3,Reference,0.913224088
632CHV001_7.23.10_1,Reference,1.172261425
632DIX001_9.3.12_1,Reference,0.939029011
632ELD001_9.8.11_1,Reference,1.052451444
632HNCAHL_8.31.10_1,Reference,1.013224814
632HOS002_9.4.12_1,Reference,1.059419215
632MRK001_7.22.10_1,Intermediate,1.044964255
632MUR001_9.7.11_1,Reference,0.996133565
632NOB001_7.25.10_1,Reference,0.775288811
632NOB001_9.1.10_1,Reference,1.067330827
632PS0007_7.23.08_1,Reference,1.119277478
632PS0014_8.3.09_1,Reference,0.968975963
632PS0046_8.16.11_1,Intermediate,1.233119346
632PS0058_8.15.11_1,Reference,1.00626684
632PS0110_7.8.13_1,Intermediate,1.04102927
632PS0110_8.5.13_1,Intermediate,0.902642097
632SVK001_8.27.14_1,Reference,0.888166624
632SVR002_7.24.10_1,Intermediate,0.953033099
632SVR002_7.24.10_2,Intermediate,0.94395132
632SVR002_7.24.10_3,Intermediate,0.980483165
633PS0003_7.22.08_1,Reference,1.036908188
633PS0083_9.4.12_1,Reference,1.113266194
633PS0142_6.30.14_1,Intermediate,1.162661076
633WCR001_7.27.10_1,Intermediate,1.181987826
633WCR003_9.4.12_1,Reference,1.099887467
633WE0991_9.9.14_1,Reference,1.019038236
633WIL001_10.1.09_1,Intermediate,1.034371021
633WIL001_10.26.09_1,Intermediate,1.04055062
633WIL001_5.18.09_1,Intermediate,1.122128306
633WIL001_6.25.09_1,Intermediate,1.134926158
633WIL001_8.5.09_1,Intermediate,1.064947936
634CAT055_10.4.11_1,Reference,0.942920757
634CAT055_8.11.10_1,Reference,1.07081744
634CLD001_9.9.14_1,Reference,0.952737193
634EGL005_10.3.11_1,Reference,0.860029429
634GACALL_9.10.13_1,Reference,1.288701505
634GRF001_10.3.11_1,Reference,1.084226939
634HHCATC_10.4.11_1,Reference,0.927333732
634HID001_10.3.11_1,Reference,1.026154284
634MKC278_9.8.14_1,Reference,0.961235578
634PS0019_8.5.09_1,Reference,1.033426495
634PS0035_9.1.10_1,Reference,1.077996468
634PS0062_10.12.11_1,Reference,1.000750848
634PS0099_9.10.12_1,Reference,0.940863546
634PS0126_8.28.13_1,Intermediate,1.160206122
634PS0131_8.20.13_1,Stressed,1.029969239
634R10BMW_9.29.11_1,Reference,1.103228075
634R10GNL_10.3.11_1,Reference,1.12001488
634R10GNL_10.3.11_2,Reference,1.058382466
634R10UTR_9.28.11_1,Reference,1.049575424
634SAX002_7.16.10_1,Intermediate,1.123279246
634SAX002_7.16.10_2,Intermediate,1.138672034
634SAX002_7.16.10_3,Intermediate,1.176761862
634TAY001_7.19.10_1,Intermediate,1.092779835
634TRT001_8.26.13_1,Reference,1.060835689
634TRT002_7.18.10_1,NA,1.126104332
634TRT005_7.15.10_1,Intermediate,1.168040271
634TRU231_7.29.14_1,Intermediate,1.017715009
634TRU231_7.29.14_2,Intermediate,1.021556903
634UTR005_7.20.10_1,Intermediate,1.093019128
634UTR005_7.20.10_2,Intermediate,1.130289668
634UTR005_7.20.10_3,Intermediate,1.134613558
634UTRADC_8.21.13_1,Reference,1.200348905
634WRD001_9.9.13_1,Intermediate,1.14201804
634WSN001_10.4.11_1,Reference,1.038715492
635BER001_7.8.10_1,Intermediate,1.023154458
635CLS001_7.9.10_1,Reference,1.05756351
635PRN001_9.2.14_1,Reference,0.833274341
635PS0018_7.20.09_1,Intermediate,1.117834463
635PS0034_9.8.10_1,Intermediate,1.03511817
635PS0038_8.9.10_1,Reference,1.008493406
635PS0038_8.9.10_2,Reference,1.021635169
635PS0118_9.3.13_1,Stressed,1.059260707
635PS0146_9.3.14_1,Stressed,1.065932259
636LTR003_7.13.10_1,NA,0.822973354
636PS0006_7.21.08_1,Intermediate,1.05163816
636PS0010_7.21.09_1,Intermediate,1.260574625
636PS0070_9.21.11_1,Reference,1.166505907
636PS0086_9.26.12_1,Intermediate,1.13893913
636SAG001_7.12.10_1,Reference,1.145294351
636SHCWES_7.30.13_1,Reference,1.077530156
636SHCWES_7.30.13_2,Reference,0.972446847
637PS0018_8.4.08_1,Intermediate,0.99852628
637PS0130_8.27.14_1,Intermediate,1.10180566
639PS1279_6.11.13_1,Reference,0.852957311
641OWC157_7.24.13_1,Reference,0.97155676
705PCCPCP_5.21.13_1,Reference,0.87767407
719BMCPRE_4.7.14_1,Intermediate,0.760463526
719BMCPRE_5.22.13_1,Intermediate,0.868180754
719HOTCPF_4.15.14_1,Reference,0.871096812
719HOTCPF_5.14.13_1,Reference,1.189826386
719MISSCK_5.21.13_1,Reference,1.065727284
719NP7AZC_4.9.14_1,Reference,0.886349181
719NP7BNC_4.9.14_1,Reference,1.01057225
719NP7DPC_4.8.14_1,Reference,0.83341061
719NP7LBC_4.14.14_1,Intermediate,0.737646037
719NP7TWP_4.9.14_1,Reference,0.753198958
719TPPSQH_4.10.14_1,Intermediate,0.914364281
719TPPSQH_4.10.14_2,Intermediate,0.90633522
719TPPSQH_5.15.13_1,Intermediate,1.081433721
719TRMDSS_4.8.14_1,Reference,0.64451694
719TRMDSS_5.15.13_1,Reference,0.893866694
719WWRAEF_6.9.10_1,Reference,1.312856388
719WWRAEF_6.9.10_2,Reference,1.098286697
719WWRPUS_5.13.13_1,Reference,0.935964928
719WWRPUS_5.13.13_2,Reference,0.888374057
722ABSPPC_4.21.14_1,Reference,0.747140717
722ABSPPC_5.20.13_1,Reference,0.758170858
722NP7CGC_4.16.14_1,Intermediate,1.036519711
722NP7IDC_4.16.14_1,Reference,0.738862716
