SITE_CODE,MSMT_DATE,WSE
384931N1212618W001,2004-03-01T00:00:00Z,-8.6
384931N1212618W001,2003-10-01T00:00:00Z,-3.3
384931N1212618W001,2003-03-15T00:00:00Z,-1.1
384931N1212618W001,2002-10-01T00:00:00Z,-10.5
384931N1212618W001,2001-10-01T00:00:00Z,-13
384931N1212618W001,2001-03-15T00:00:00Z,1.9
384931N1212618W001,2000-03-15T00:00:00Z,-0.2
384931N1212618W001,1999-03-15T00:00:00Z,0.5
384931N1212618W001,1998-10-15T00:00:00Z,-10
384931N1212618W001,1997-10-15T00:00:00Z,-13.1
384931N1212618W001,1997-03-15T00:00:00Z,-3.5
384931N1212618W001,1996-10-15T00:00:00Z,-21.2
384931N1212618W001,1996-03-15T00:00:00Z,-4.5
384931N1212618W001,1995-10-15T00:00:00Z,-11.3
384931N1212618W001,1995-03-15T00:00:00Z,-6.6
384931N1212618W001,1994-10-15T00:00:00Z,-10
384931N1212618W001,1994-03-15T00:00:00Z,-3.2
384931N1212618W001,1993-10-15T00:00:00Z,-10.8
384931N1212618W001,1993-03-15T00:00:00Z,-2.1
384931N1212618W001,1992-10-15T00:00:00Z,-5.4
384931N1212618W001,1992-03-15T00:00:00Z,0.9
384931N1212618W001,1991-10-15T00:00:00Z,-11.5
384931N1212618W001,1991-03-15T00:00:00Z,4
384931N1212618W001,1990-10-15T00:00:00Z,-6
384931N1212618W001,1990-03-15T00:00:00Z,4.9
384742N1213146W001,2004-03-01T00:00:00Z,-9.1
384742N1213146W001,2003-10-01T00:00:00Z,-8.6
384742N1213146W001,2003-03-15T00:00:00Z,-6.1
384742N1213146W001,2002-10-01T00:00:00Z,-6.5
384742N1213146W001,2001-10-01T00:00:00Z,-18.8
384742N1213146W001,2001-03-15T00:00:00Z,-10.1
384742N1213146W001,2000-03-15T00:00:00Z,-9.1
384742N1213146W001,1999-03-15T00:00:00Z,-8.1
384742N1213146W001,1998-10-15T00:00:00Z,-9
384742N1213146W001,1997-10-15T00:00:00Z,-20.4
384742N1213146W001,1997-03-15T00:00:00Z,-13.5
384742N1213146W001,1996-10-15T00:00:00Z,-19.9
384742N1213146W001,1996-03-15T00:00:00Z,-9
384742N1213146W001,1995-10-15T00:00:00Z,-18.8
384742N1213146W001,1995-03-15T00:00:00Z,-17.1
384742N1213146W001,1994-10-15T00:00:00Z,-20
384742N1213146W001,1994-03-15T00:00:00Z,-15.4
384742N1213146W001,1993-10-15T00:00:00Z,-20.1
384742N1213146W001,1993-03-15T00:00:00Z,-16.1
384742N1213146W001,1992-10-15T00:00:00Z,-17.6
384742N1213146W001,1992-03-15T00:00:00Z,-15.9
384742N1213146W001,1991-10-15T00:00:00Z,-18.6
384742N1213146W001,1991-03-15T00:00:00Z,-12.9
384742N1213146W001,1990-10-15T00:00:00Z,-16.9
384742N1213146W001,1990-03-15T00:00:00Z,-11.3
384798N1212614W001,2020-04-15T00:00:00Z,NA
384798N1212614W001,2019-10-08T00:00:00Z,-21.9
384798N1212614W001,2019-04-11T00:00:00Z,-14.6
384798N1212614W001,2018-10-10T00:00:00Z,-38.7
384798N1212614W001,2018-04-17T00:00:00Z,-15.1
384798N1212614W001,2017-10-12T00:00:00Z,-28.8
384798N1212614W001,2017-04-26T00:00:00Z,-19.8
384798N1212614W001,2016-10-20T00:00:00Z,-42.3
384798N1212614W001,2016-05-09T00:00:00Z,-21.8
384798N1212614W001,2015-10-19T00:00:00Z,-29.7
384798N1212614W001,2015-04-15T00:00:00Z,-22.9
384798N1212614W001,2014-10-20T00:00:00Z,-29.4
384798N1212614W001,2014-04-17T00:00:00Z,-19.4
384798N1212614W001,2013-10-22T00:00:00Z,-25
384798N1212614W001,2013-04-17T00:00:00Z,-16.6
384798N1212614W001,2012-10-30T00:00:00Z,-23.8
384798N1212614W001,2012-04-19T00:00:00Z,-18.9
384798N1212614W001,2011-10-19T00:00:00Z,-26.1
384798N1212614W001,2011-04-12T00:00:00Z,-22.5
384798N1212614W001,2010-04-22T00:00:00Z,-22.4
384798N1212614W001,2009-10-22T00:00:00Z,-23.8
384798N1212614W001,2009-04-28T00:00:00Z,-22.4
384798N1212614W001,2008-10-15T00:00:00Z,-22.8
384798N1212614W001,2008-04-24T00:00:00Z,NA
384798N1212614W001,2007-10-29T00:00:00Z,-17.4
384798N1212614W001,2007-04-26T00:00:00Z,-7.7
384798N1212614W001,2006-10-13T00:00:00Z,-18.7
384798N1212614W001,2006-04-26T00:00:00Z,-4.8
384798N1212614W001,2005-10-25T00:00:00Z,-15.1
384798N1212614W001,2005-04-22T00:00:00Z,-5.1
384798N1212614W001,2004-10-22T00:00:00Z,-15
384798N1212614W001,2004-04-15T00:00:00Z,-9.2
384798N1212614W001,2003-10-24T00:00:00Z,-16.5
384798N1212614W001,2003-04-30T00:00:00Z,-9.3
384798N1212614W001,2002-11-04T00:00:00Z,-9.7
384798N1212614W001,2002-05-23T00:00:00Z,-12.4
384798N1212614W001,2001-09-26T00:00:00Z,-9.6
384798N1212614W001,2001-04-20T00:00:00Z,-0.5
384798N1212614W001,2000-09-28T00:00:00Z,-5.9
384798N1212614W001,2000-04-26T00:00:00Z,3.4
384798N1212614W001,1999-10-12T00:00:00Z,-46.8
384798N1212614W001,1999-04-12T00:00:00Z,5
384798N1212614W001,1998-10-06T00:00:00Z,-5.3
384798N1212614W001,1998-04-06T00:00:00Z,2
384798N1212614W001,1997-10-22T00:00:00Z,-9.8
384798N1212614W001,1997-04-11T00:00:00Z,-2.7
384798N1212614W001,1996-10-25T00:00:00Z,-9
384798N1212614W001,1996-04-02T00:00:00Z,-2.1
384798N1212614W001,1995-10-04T00:00:00Z,-14.7
384798N1212614W001,1995-04-10T00:00:00Z,-1.7
384798N1212614W001,1994-10-27T00:00:00Z,-10.3
384798N1212614W001,1994-03-30T00:00:00Z,-4.2
384798N1212614W001,1993-10-04T00:00:00Z,-14.7
384798N1212614W001,1993-03-15T00:00:00Z,-1.1
384798N1212614W001,1992-10-08T00:00:00Z,1
384798N1212614W001,1992-04-02T00:00:00Z,1.1
384798N1212614W001,1991-10-10T00:00:00Z,-8.9
384798N1212614W001,1991-02-21T00:00:00Z,-9.1
384798N1212614W001,1990-10-04T00:00:00Z,-22.1
384798N1212614W001,1990-05-03T00:00:00Z,NA
384798N1212614W001,1988-03-21T00:00:00Z,NA
384798N1212614W001,1987-10-07T00:00:00Z,-15.6
384798N1212614W001,1987-03-17T00:00:00Z,10.3
384798N1212614W001,1986-10-07T00:00:00Z,-3.2
384798N1212614W001,1986-03-18T00:00:00Z,10.9
384798N1212614W001,1985-10-16T00:00:00Z,-8.6
384798N1212614W001,1985-03-21T00:00:00Z,-0.1
384798N1212614W001,1984-10-16T00:00:00Z,-2.1
384798N1212614W001,1984-03-08T00:00:00Z,14.6
384798N1212614W001,1983-10-06T00:00:00Z,1.9
384798N1212614W001,1983-03-21T00:00:00Z,1
384798N1212614W001,1982-10-28T00:00:00Z,-7
384798N1212614W001,1981-10-19T00:00:00Z,-6.1
384798N1212614W001,1981-03-10T00:00:00Z,4.9
384798N1212614W001,1980-10-02T00:00:00Z,-5.1
384798N1212614W001,1980-03-11T00:00:00Z,8.9
384798N1212614W001,1979-10-02T00:00:00Z,NA
384798N1212614W001,1979-03-13T00:00:00Z,9.9
384798N1212614W001,1978-10-18T00:00:00Z,-0.1
384798N1212614W001,1978-03-14T00:00:00Z,7.3
384798N1212614W001,1977-10-06T00:00:00Z,NA
384798N1212614W001,1977-03-09T00:00:00Z,-0.7
384798N1212614W001,1976-10-08T00:00:00Z,4.1
384798N1212614W001,1976-03-04T00:00:00Z,4.4
384798N1212614W001,1975-10-08T00:00:00Z,6.2
384798N1212614W001,1975-03-03T00:00:00Z,20.2
384798N1212614W001,1974-10-07T00:00:00Z,NA
384798N1212614W001,1974-03-06T00:00:00Z,15.9
384798N1212614W001,1973-10-04T00:00:00Z,NA
384798N1212614W001,1973-03-09T00:00:00Z,20.4
384798N1212614W001,1972-10-13T00:00:00Z,6.7
384798N1212614W001,1972-03-08T00:00:00Z,9.1
384798N1212614W001,1971-10-06T00:00:00Z,9.8
384798N1212614W001,1971-03-26T00:00:00Z,13.9
384798N1212614W001,1970-10-16T00:00:00Z,8.9
384798N1212614W001,1970-04-09T00:00:00Z,18.6
384798N1212614W001,1969-03-26T00:00:00Z,27.7
384798N1212614W001,1968-10-11T00:00:00Z,15.7
384798N1212614W001,1968-03-06T00:00:00Z,28.6
384798N1212614W001,1967-11-03T00:00:00Z,NA
384798N1212614W001,1967-10-11T00:00:00Z,NA
384798N1212614W001,1967-03-07T00:00:00Z,28.3
384798N1212614W001,1966-10-05T00:00:00Z,NA
384798N1212614W001,1966-03-10T00:00:00Z,30.9
384798N1212614W001,1965-10-05T00:00:00Z,19.5
384798N1212614W001,1965-03-17T00:00:00Z,31.7
384798N1212614W001,1964-10-07T00:00:00Z,17.5
384798N1212614W001,1964-04-02T00:00:00Z,32
384798N1212614W001,1963-10-15T00:00:00Z,27
384798N1212614W001,1963-03-19T00:00:00Z,32.6
384798N1212614W001,1962-10-09T00:00:00Z,NA
384798N1212614W001,1962-03-05T00:00:00Z,33.3
384798N1212614W001,1961-10-03T00:00:00Z,24.4
384798N1212614W001,1961-04-11T00:00:00Z,31.7
384798N1212614W001,1960-02-18T00:00:00Z,35.2
384798N1212614W001,1959-11-10T00:00:00Z,34.7
384798N1212614W001,1959-03-31T00:00:00Z,41.7
384798N1212614W001,1958-04-25T00:00:00Z,38.6
384798N1212614W001,1957-10-22T00:00:00Z,40.1
384798N1212614W001,1957-03-29T00:00:00Z,44.6
384798N1212614W001,1956-10-19T00:00:00Z,36
384798N1212614W001,1956-03-28T00:00:00Z,45.4
384798N1212614W001,1955-10-31T00:00:00Z,32.2
384798N1212614W001,1955-03-25T00:00:00Z,44.4
384798N1212614W001,1954-11-04T00:00:00Z,NA
384798N1212614W001,1954-04-06T00:00:00Z,49.2
384798N1212614W001,1953-11-04T00:00:00Z,NA
384798N1212614W001,1953-03-04T00:00:00Z,50.1
384798N1212614W001,1952-10-29T00:00:00Z,47.7
384798N1212614W001,1952-04-03T00:00:00Z,52.4
384798N1212614W001,1951-11-07T00:00:00Z,48.2
384798N1212614W001,1951-10-04T00:00:00Z,31.4
384798N1212614W001,1951-04-05T00:00:00Z,51
384798N1212614W001,1951-03-06T00:00:00Z,52.1
384798N1212614W001,1951-02-09T00:00:00Z,48.3
384798N1212614W001,1951-01-15T00:00:00Z,50.1
384798N1212614W001,1950-12-07T00:00:00Z,50
384798N1212614W001,1950-11-09T00:00:00Z,49.4
384798N1212614W001,1950-10-05T00:00:00Z,45.8
384798N1212614W001,1950-09-14T00:00:00Z,44.2
384798N1212614W001,1950-08-08T00:00:00Z,30.8
384798N1212614W001,1950-07-17T00:00:00Z,31
384798N1212614W001,1950-06-15T00:00:00Z,37.5
384798N1212614W001,1950-05-09T00:00:00Z,51.1
384798N1212614W001,1950-04-06T00:00:00Z,49.2
384532N1212856W001,2020-04-15T00:00:00Z,NA
384532N1212856W001,2019-10-08T00:00:00Z,-28.12
384532N1212856W001,2019-04-11T00:00:00Z,-23.62
384532N1212856W001,2018-10-10T00:00:00Z,-30.42
384532N1212856W001,2018-04-17T00:00:00Z,-26.22
384532N1212856W001,2017-10-12T00:00:00Z,-34.42
384532N1212856W001,2017-04-26T00:00:00Z,-30.72
384532N1212856W001,2016-10-24T00:00:00Z,-37.92
384532N1212856W001,2016-05-09T00:00:00Z,-33.72
384532N1212856W001,2015-10-19T00:00:00Z,-38.62
384532N1212856W001,2015-04-15T00:00:00Z,-34.42
384532N1212856W001,2014-10-20T00:00:00Z,-38.62
384532N1212856W001,2014-04-14T00:00:00Z,-31.32
384532N1212856W001,2013-10-22T00:00:00Z,-36.02
384532N1212856W001,2013-04-25T00:00:00Z,-31.12
384532N1212856W001,2012-10-30T00:00:00Z,-33.82
384532N1212856W001,2012-04-24T00:00:00Z,-27.92
384532N1212856W001,2011-10-19T00:00:00Z,-34.62
384532N1212856W001,2011-04-12T00:00:00Z,-30.42
384525N1213093W001,1997-10-15T00:00:00Z,-37.71
384525N1213093W001,1997-03-15T00:00:00Z,-35.11
384525N1213093W001,1996-10-15T00:00:00Z,-44.61
384525N1213093W001,1995-10-15T00:00:00Z,-45.41
384525N1213093W001,1995-03-15T00:00:00Z,-37.41
384525N1213093W001,1994-10-15T00:00:00Z,-42.11
384525N1213093W001,1994-03-15T00:00:00Z,-36.11
384525N1213093W001,1993-10-15T00:00:00Z,-40.81
384525N1213093W001,1993-03-15T00:00:00Z,-36.41
384525N1213093W001,1992-10-15T00:00:00Z,-40.01
384525N1213093W001,1992-03-15T00:00:00Z,-35.51
384525N1213093W001,1991-10-15T00:00:00Z,-37.51
384525N1213093W001,1991-03-15T00:00:00Z,-33.41
384525N1213093W001,1990-10-15T00:00:00Z,-36.61
384525N1213093W001,1990-03-15T00:00:00Z,-29.71
384425N1213031W001,2020-04-15T00:00:00Z,NA
384425N1213031W001,2019-10-08T00:00:00Z,-23.52
384425N1213031W001,2019-04-11T00:00:00Z,-19.82
384425N1213031W001,2018-10-10T00:00:00Z,-26.42
384425N1213031W001,2018-04-17T00:00:00Z,-22.82
384425N1213031W001,2017-10-16T00:00:00Z,-30.62
384425N1213031W001,2017-04-28T00:00:00Z,-27.42
384425N1213031W001,2016-10-20T00:00:00Z,-34.42
384425N1213031W001,2016-05-09T00:00:00Z,-31.32
384425N1213031W001,2015-10-19T00:00:00Z,-35.22
384425N1213031W001,2015-04-15T00:00:00Z,-31.52
384425N1213031W001,2014-10-20T00:00:00Z,-35.62
384425N1213031W001,2014-04-18T00:00:00Z,NA
384425N1213031W001,2013-10-24T00:00:00Z,-33.42
384425N1213031W001,2013-04-17T00:00:00Z,-27.52
384425N1213031W001,2012-10-30T00:00:00Z,-30.82
384425N1213031W001,2012-04-24T00:00:00Z,-26.32
384425N1213031W001,2011-10-21T00:00:00Z,-32.32
384425N1213031W001,2011-04-12T00:00:00Z,-29.72
384425N1213031W001,2010-04-23T00:00:00Z,-29.62
384425N1213031W001,2009-10-23T00:00:00Z,-34.62
384425N1213031W001,2009-04-27T00:00:00Z,-29.82
384425N1213031W001,2008-10-15T00:00:00Z,-34.92
384425N1213031W001,2008-04-21T00:00:00Z,-26.42
384425N1213031W001,2007-10-29T00:00:00Z,-29.12
384425N1213031W001,2007-04-26T00:00:00Z,-21.62
384425N1213031W001,2006-10-13T00:00:00Z,-29.72
384425N1213031W001,2006-04-26T00:00:00Z,-21.42
384425N1213031W001,2005-10-25T00:00:00Z,-29.22
384425N1213031W001,2005-04-21T00:00:00Z,-24.22
384425N1213031W001,2004-10-21T00:00:00Z,-29.22
384425N1213031W001,2004-03-31T00:00:00Z,-22.82
384425N1213031W001,2003-10-24T00:00:00Z,-27.82
384425N1213031W001,2003-04-30T00:00:00Z,-20.02
384425N1213031W001,2002-11-01T00:00:00Z,-25.22
384425N1213031W001,2002-05-24T00:00:00Z,-20.12
384425N1213031W001,2001-09-27T00:00:00Z,-23.12
384425N1213031W001,2001-04-18T00:00:00Z,-16.62
384425N1213031W001,2000-09-25T00:00:00Z,-22.42
384425N1213031W001,2000-04-26T00:00:00Z,-17.12
384425N1213031W001,1999-10-12T00:00:00Z,-21.72
384425N1213031W001,1999-04-12T00:00:00Z,-15.82
384425N1213031W001,1998-10-06T00:00:00Z,-22.82
384425N1213031W001,1998-04-06T00:00:00Z,-20.42
384425N1213031W001,1997-10-22T00:00:00Z,-27.52
384425N1213031W001,1997-03-31T00:00:00Z,-23.72
384425N1213031W001,1996-10-09T00:00:00Z,-30.02
384425N1213031W001,1996-04-02T00:00:00Z,-25.12
384425N1213031W001,1995-10-03T00:00:00Z,-31.92
384425N1213031W001,1995-04-10T00:00:00Z,-27.22
384425N1213031W001,1994-10-27T00:00:00Z,-32.82
384425N1213031W001,1994-03-30T00:00:00Z,-30.42
384425N1213031W001,1993-10-01T00:00:00Z,-32.92
384425N1213031W001,1993-03-15T00:00:00Z,-31.62
384425N1213031W001,1992-10-08T00:00:00Z,-35.62
384425N1213031W001,1992-04-02T00:00:00Z,-28.32
384425N1213031W001,1991-10-10T00:00:00Z,-29.52
384425N1213031W001,1991-02-21T00:00:00Z,-29.12
384425N1213031W001,1990-10-03T00:00:00Z,-33.12
384425N1213031W001,1990-05-03T00:00:00Z,-29.72
384425N1213031W001,1988-03-17T00:00:00Z,-24.42
384425N1213031W001,1987-10-07T00:00:00Z,-29.12
384425N1213031W001,1987-03-17T00:00:00Z,-12.12
384425N1213031W001,1986-10-07T00:00:00Z,-17.22
384425N1213031W001,1986-03-18T00:00:00Z,-14.72
384425N1213031W001,1985-10-16T00:00:00Z,-19.62
384425N1213031W001,1985-03-21T00:00:00Z,-13.12
384425N1213031W001,1984-10-16T00:00:00Z,-22.42
384425N1213031W001,1984-03-08T00:00:00Z,-11.62
384425N1213031W001,1983-10-06T00:00:00Z,-18.62
384425N1213031W001,1983-03-21T00:00:00Z,-17.12
384425N1213031W001,1982-10-28T00:00:00Z,-23.92
384425N1213031W001,1981-10-19T00:00:00Z,-27.12
384425N1213031W001,1981-03-10T00:00:00Z,-21.12
384425N1213031W001,1980-10-02T00:00:00Z,-35.12
384425N1213031W001,1980-03-11T00:00:00Z,-23.12
384425N1213031W001,1979-10-01T00:00:00Z,-31.12
384425N1213031W001,1979-03-13T00:00:00Z,-22.12
384425N1213031W001,1978-10-18T00:00:00Z,-28.12
384425N1213031W001,1978-03-14T00:00:00Z,-23.12
384425N1213031W001,1977-10-06T00:00:00Z,-27.62
384425N1213031W001,1977-03-09T00:00:00Z,-21.32
384425N1213031W001,1976-10-08T00:00:00Z,-24.32
384425N1213031W001,1976-03-04T00:00:00Z,-21.62
384425N1213031W001,1975-10-08T00:00:00Z,-20.52
384425N1213031W001,1975-03-07T00:00:00Z,-10.92
384425N1213031W001,1974-10-07T00:00:00Z,-23.12
384425N1213031W001,1974-03-06T00:00:00Z,-10.42
384425N1213031W001,1973-10-04T00:00:00Z,-19.42
384425N1213031W001,1973-03-09T00:00:00Z,-9.62
384425N1213031W001,1972-10-13T00:00:00Z,-16.42
384425N1213031W001,1972-03-08T00:00:00Z,-7.42
384425N1213031W001,1971-10-06T00:00:00Z,-15.22
384425N1213031W001,1971-03-18T00:00:00Z,-4.62
384425N1213031W001,1970-10-16T00:00:00Z,-12.62
384425N1213031W001,1970-04-09T00:00:00Z,-5.32
384425N1213031W001,1969-03-26T00:00:00Z,-2.32
384425N1213031W001,1968-10-10T00:00:00Z,-10.82
384425N1213031W001,1968-03-05T00:00:00Z,-1.62
384425N1213031W001,1967-10-11T00:00:00Z,-7.12
384425N1213031W001,1967-03-07T00:00:00Z,-3.12
384425N1213031W001,1966-10-05T00:00:00Z,NA
384425N1213031W001,1966-03-10T00:00:00Z,-0.22
384425N1213031W001,1965-10-05T00:00:00Z,-9.72
384425N1213031W001,1965-03-17T00:00:00Z,-1.12
384425N1213031W001,1964-10-07T00:00:00Z,-9.72
384425N1213031W001,1964-04-01T00:00:00Z,-4.62
384425N1213031W001,1963-10-15T00:00:00Z,-4.62
384425N1213031W001,1963-03-19T00:00:00Z,0.88
384425N1213031W001,1962-10-09T00:00:00Z,-8.12
384425N1213031W001,1962-03-06T00:00:00Z,1.88
384425N1213031W001,1961-10-03T00:00:00Z,-7.22
384425N1213031W001,1961-04-11T00:00:00Z,3.58
384260N1212853W001,2009-10-23T00:00:00Z,NA
384260N1212853W001,2009-04-27T00:00:00Z,-6.72
384260N1212853W001,2008-10-15T00:00:00Z,-7.72
384260N1212853W001,2008-04-21T00:00:00Z,-0.82
384260N1212853W001,2007-10-29T00:00:00Z,-2.52
384260N1212853W001,2007-04-26T00:00:00Z,4.58
384260N1212853W001,2006-10-12T00:00:00Z,3.88
384260N1212853W001,2006-04-26T00:00:00Z,8.08
384260N1212853W001,2005-10-25T00:00:00Z,-3.62
384260N1212853W001,2005-04-21T00:00:00Z,0.48
384260N1212853W001,2004-10-21T00:00:00Z,-7.02
384260N1212853W001,2004-04-15T00:00:00Z,0.18
384260N1212853W001,2003-10-24T00:00:00Z,-2.92
384260N1212853W001,2003-04-30T00:00:00Z,3.38
384260N1212853W001,2002-11-01T00:00:00Z,-1.12
384260N1212853W001,2002-05-24T00:00:00Z,5.68
384260N1212853W001,2001-09-27T00:00:00Z,2.28
384260N1212853W001,2001-04-18T00:00:00Z,8.98
384260N1212853W001,2000-09-25T00:00:00Z,7.18
384260N1212853W001,2000-04-26T00:00:00Z,14.18
384260N1212853W001,1999-10-12T00:00:00Z,6.78
384260N1212853W001,1999-04-13T00:00:00Z,15.98
384260N1212853W001,1998-10-06T00:00:00Z,10.28
384260N1212853W001,1998-04-06T00:00:00Z,15.78
384260N1212853W001,1997-10-22T00:00:00Z,3.38
384260N1212853W001,1997-03-31T00:00:00Z,12.38
384260N1212853W001,1996-10-09T00:00:00Z,-0.02
384260N1212853W001,1996-04-04T00:00:00Z,3.48
384260N1212853W001,1995-10-03T00:00:00Z,-3.32
384260N1212853W001,1995-04-10T00:00:00Z,-3.92
384260N1212853W001,1994-10-27T00:00:00Z,-15.62
384260N1212853W001,1994-03-30T00:00:00Z,-9.52
384260N1212853W001,1993-10-01T00:00:00Z,-11.12
384260N1212853W001,1993-03-15T00:00:00Z,-11.62
384260N1212853W001,1992-10-08T00:00:00Z,-14.22
384260N1212853W001,1992-04-02T00:00:00Z,-11.32
384260N1212853W001,1991-10-10T00:00:00Z,-20.02
384260N1212853W001,1991-02-21T00:00:00Z,-18.12
384260N1212853W001,1990-10-03T00:00:00Z,-12.12
384260N1212853W001,1990-05-03T00:00:00Z,-7.72
384260N1212853W001,1988-03-17T00:00:00Z,2.88
384260N1212853W001,1987-10-07T00:00:00Z,3.38
384260N1212853W001,1987-03-17T00:00:00Z,5.98
384260N1212853W001,1986-10-07T00:00:00Z,3.08
384260N1212853W001,1986-03-19T00:00:00Z,10.28
384260N1212853W001,1985-10-16T00:00:00Z,2.38
384260N1212853W001,1985-03-21T00:00:00Z,12.88
384260N1212853W001,1984-03-08T00:00:00Z,23.38
384260N1212853W001,1983-10-06T00:00:00Z,15.88
384260N1212853W001,1983-03-21T00:00:00Z,25.18
384260N1212853W001,1982-10-28T00:00:00Z,11.88
384260N1212853W001,1981-10-19T00:00:00Z,-2.12
384260N1212853W001,1981-03-10T00:00:00Z,1.88
384260N1212853W001,1980-10-02T00:00:00Z,-6.12
384260N1212853W001,1980-03-10T00:00:00Z,1.88
384260N1212853W001,1979-10-02T00:00:00Z,-3.12
384260N1212853W001,1979-03-13T00:00:00Z,NA
384260N1212853W001,1978-10-18T00:00:00Z,-3.72
384260N1212853W001,1978-03-14T00:00:00Z,-6.12
384260N1212853W001,1977-10-06T00:00:00Z,-7.92
384260N1212853W001,1977-03-09T00:00:00Z,0.88
384260N1212853W001,1976-10-08T00:00:00Z,NA
384260N1212853W001,1976-03-04T00:00:00Z,3.88
384260N1212853W001,1975-10-08T00:00:00Z,5.68
384260N1212853W001,1975-03-07T00:00:00Z,11.68
384260N1212853W001,1974-10-07T00:00:00Z,9.68
384260N1212853W001,1974-03-06T00:00:00Z,16.88
384260N1212853W001,1973-10-04T00:00:00Z,4.88
384260N1212853W001,1973-03-09T00:00:00Z,15.28
384260N1212853W001,1972-10-13T00:00:00Z,4.58
384260N1212853W001,1972-03-09T00:00:00Z,12.58
384251N1213346W001,2004-03-01T00:00:00Z,-32.62
384251N1213346W001,2003-10-01T00:00:00Z,-34.32
384251N1213346W001,2003-03-15T00:00:00Z,-29.92
384251N1213346W001,2002-10-01T00:00:00Z,-29.92
384251N1213346W001,2001-10-01T00:00:00Z,-34.02
384251N1213346W001,2001-03-15T00:00:00Z,-28.32
384251N1213346W001,2000-03-15T00:00:00Z,-34.72
384251N1213346W001,1999-03-15T00:00:00Z,-35.82
384251N1213346W001,1998-10-15T00:00:00Z,-42.92
384251N1213346W001,1997-10-15T00:00:00Z,-45.32
384251N1213346W001,1997-03-15T00:00:00Z,-37.62
384251N1213346W001,1996-10-15T00:00:00Z,-46.82
384251N1213346W001,1996-03-15T00:00:00Z,-45.72
384251N1213346W001,1995-10-15T00:00:00Z,-48.42
384251N1213346W001,1995-03-15T00:00:00Z,-47.82
384251N1213346W001,1994-10-15T00:00:00Z,-45.52
384251N1213346W001,1994-03-15T00:00:00Z,-46.42
384251N1213346W001,1993-10-15T00:00:00Z,-46.22
384251N1213346W001,1993-03-15T00:00:00Z,-47.52
384251N1213346W001,1992-10-15T00:00:00Z,-50.12
384251N1213346W001,1992-03-15T00:00:00Z,-47.12
384251N1213346W001,1991-10-15T00:00:00Z,-47.22
384251N1213346W001,1991-03-15T00:00:00Z,-44.12
384251N1213346W001,1990-10-15T00:00:00Z,-45.72
384251N1213346W001,1990-03-15T00:00:00Z,-40.02
384130N1213183W001,1994-11-29T00:00:00Z,NA
384130N1213183W001,1994-03-17T00:00:00Z,NA
384130N1213183W001,1993-12-13T00:00:00Z,NA
384130N1213183W001,1993-05-06T00:00:00Z,NA
384130N1213183W001,1992-12-03T00:00:00Z,NA
384130N1213183W001,1992-04-15T00:00:00Z,NA
384130N1213183W001,1991-03-15T00:00:00Z,-29.62
384130N1213183W001,1990-10-10T00:00:00Z,-33.92
384130N1213183W001,1990-03-22T00:00:00Z,-24.22
384130N1213183W001,1989-10-07T00:00:00Z,-27.82
384130N1213183W001,1989-03-07T00:00:00Z,-24.02
384130N1213183W001,1988-10-14T00:00:00Z,-27.42
384130N1213183W001,1988-03-14T00:00:00Z,-17.82
384130N1213183W001,1987-10-19T00:00:00Z,-23.72
384130N1213183W001,1987-03-17T00:00:00Z,-11.62
384130N1213183W001,1986-10-20T00:00:00Z,-14.22
384130N1213183W001,1986-03-18T00:00:00Z,-10.42
384130N1213183W001,1985-10-15T00:00:00Z,-22.82
384130N1213183W001,1985-03-22T00:00:00Z,-9.22
384130N1213183W001,1984-04-05T00:00:00Z,-2.02
384130N1213183W001,1983-04-25T00:00:00Z,-2.92
384130N1213183W001,1982-11-05T00:00:00Z,-19.92
384130N1213183W001,1982-04-26T00:00:00Z,-13.82
384130N1213183W001,1981-10-21T00:00:00Z,-30.12
384130N1213183W001,1981-03-30T00:00:00Z,-19.72
384130N1213183W001,1980-11-06T00:00:00Z,-24.22
384130N1213183W001,1980-04-10T00:00:00Z,-15.92
384130N1213183W001,1979-10-31T00:00:00Z,-29.92
384130N1213183W001,1979-03-23T00:00:00Z,-24.42
384130N1213183W001,1978-10-16T00:00:00Z,-32.42
384130N1213183W001,1978-03-21T00:00:00Z,-28.92
384130N1213183W001,1977-10-12T00:00:00Z,-34.22
384130N1213183W001,1977-03-07T00:00:00Z,-23.92
384130N1213183W001,1976-10-20T00:00:00Z,-28.72
384130N1213183W001,1976-03-22T00:00:00Z,-19.02
384130N1213183W001,1975-10-29T00:00:00Z,-17.12
384130N1213183W001,1975-04-10T00:00:00Z,-8.12
384130N1213183W001,1974-10-17T00:00:00Z,-18.72
384130N1213183W001,1974-05-07T00:00:00Z,-3.92
384130N1213183W001,1973-10-17T00:00:00Z,-18.12
384130N1213183W001,1973-03-23T00:00:00Z,-6.32
384130N1213183W001,1972-10-30T00:00:00Z,-19.22
384130N1213183W001,1972-03-10T00:00:00Z,-7.92
384130N1213183W001,1971-10-18T00:00:00Z,-12.92
384130N1213183W001,1971-03-19T00:00:00Z,-2.12
384130N1213183W001,1970-03-31T00:00:00Z,0.38
384130N1213183W001,1969-04-03T00:00:00Z,2.38
384130N1213183W001,1968-10-11T00:00:00Z,-12.02
384130N1213183W001,1968-03-13T00:00:00Z,-1.82
384130N1213183W001,1967-10-10T00:00:00Z,-8.32
384130N1213183W001,1967-03-09T00:00:00Z,-3.22
