STN_ID,SITE_CODE,SWN,WELL_NAME,LATITUDE,LONGITUDE,WLM_METHOD,WLM_ACC,BASIN_CODE,BASIN_NAME,COUNTY_NAME,WELL_DEPTH,WELL_USE,WELL_TYPE,WCR_NO,OBJECTID,COUNTY_NAM,COUNTY_ABB,COUNTY_NUM,COUNTY_COD,COUNTY_FIP,Shape,Shape.STAr,Shape.STLe
7459,382920N1214194W001,05N05E10Q001M,NA,38.292,-121.419,Unknown,Unknown,5-021.65,South American,Sacramento,NA,Irrigation,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
7461,382934N1213896W001,05N05E12N002M,NA,38.2934,-121.39,Unknown,Unknown,5-021.65,South American,Sacramento,97,Unknown,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
28811,382934N1213904W001,05N05E12N001M,NA,38.2934,-121.39,Unknown,Unknown,5-021.65,South American,Sacramento,NA,Unknown,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
6953,382935N1211328W001,05N08E08N001M,NA,38.2935,-121.133,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,191,Stockwatering,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
6248,382936N1211747W001,05N07E11R002M,05N07E11R002M,38.2936,-121.175,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,228,Residential,Single Well,47909,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
7462,382939N1213904W001,05N05E12N003M,05N05E12N003M,38.2939,-121.39,Unknown,Unknown,5-021.65,South American,Sacramento,334,Irrigation,Single Well,47536,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
4822,382940N1213379W001,05N06E08R001M,05N06E08R001M,38.294,-121.338,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,NA,Irrigation,Single Well,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
27984,382943N1212644W001,05N06E12R001M,05N06E12R001M,38.2943,-121.264,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,850,Irrigation,Single Well,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
27983,382969N1213373W001,05N06E09M002M,NA,38.2969,-121.337,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,70,Unknown,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
6249,383000N1211712W001,05N07E12E002M,NA,38.3,-121.171,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,290,Irrigation,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
27982,383003N1213482W001,05N06E08F001M,NA,38.3003,-121.348,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,NA,Unknown,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
7458,383009N1214224W001,05N05E10C003M,05N05E10C003M,38.3009,-121.422,Unknown,Unknown,5-021.65,South American,Sacramento,165,Irrigation,Single Well,1067,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
28610,383033N1212075W001,05N07E10D001M,NA,38.3033,-121.208,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,260,Residential,Unknown,8024,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
28810,383040N1214005W001,05N05E11B002M,NA,38.304,-121.401,Unknown,Unknown,5-021.65,South American,Sacramento,225,Irrigation,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
4823,383041N1213016W001,05N06E10A001M,NA,38.3041,-121.302,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,NA,Irrigation,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
4820,383089N1213210W001,05N06E04R002M,NA,38.3089,-121.321,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,NA,Irrigation,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
28609,383116N1212452W001,05N07E06A001M,NA,38.3116,-121.245,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,NA,Irrigation,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
27981,383174N1212951W001,05N06E02C001M,NA,38.3174,-121.295,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,NA,Irrigation,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
7457,383195N1214726W001,05N05E06B001M,NA,38.3195,-121.473,Unknown,Unknown,5-021.65,South American,Sacramento,51,Unknown,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
7456,383204N1214430W001,05N05E04C001M,NA,38.3204,-121.443,Unknown,Unknown,5-021.65,South American,Sacramento,163,Irrigation,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
5549,383210N1213919W001,05N05E01D002M,05N05E01D002M,38.321,-121.392,Unknown,Unknown,5-021.65,South American,Sacramento,150,Residential,Single Well,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
29052,383213N1212330W001,06N07E32P001M,NA,38.3213,-121.233,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,545,Irrigation,Unknown,878,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
27448,383217N1213072W001,06N06E34P001M,06N06E34P001M,38.3217,-121.307,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,375,Irrigation,Single Well,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
5743,383237N1213272W001,06N06E33L001M,SCGA #26,38.3237,-121.327,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,226,Irrigation,Single Well,64502,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
5744,383254N1213250W001,06N06E33Q002M,NA,38.3254,-121.325,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,NA,Unknown,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
27447,383264N1213191W001,06N06E33J002M,06N06E33J002M,38.3264,-121.319,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,167,Irrigation,Single Well,51740,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
7159,383270N1214736W001,06N05E31L003M,06N05E31L003M,38.327,-121.474,Unknown,Unknown,5-021.65,South American,Sacramento,125,Residential,Single Well,9668,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
6457,383294N1211895W001,06N07E34H001M,06N07E34H001M,38.3294,-121.19,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,210,Unknown,Single Well,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
7212,383305N1211486W001,06N08E31E002M,NA,38.3305,-121.149,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,325,Residential,Unknown,20522,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
28209,383314N1214643W001,06N05E31A002M,NA,38.3314,-121.464,Unknown,Unknown,5-021.65,South American,Sacramento,100,Residential,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
7213,383322N1210943W001,06N08E34E001M,NA,38.3322,-121.094,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,520,Irrigation,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
7160,383354N1214177W001,06N05E34C002M,NA,38.3354,-121.418,Unknown,Unknown,5-021.65,South American,Sacramento,NA,Irrigation,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
27153,383385N1212663W001,06N06E25Q001M,NA,38.3385,-121.266,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,90,Residential,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
5610,383422N1213404W001,06N06E29K001M,NA,38.3422,-121.34,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,600,Irrigation,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
7158,383434N1214367W001,06N05E28F001M,NA,38.3434,-121.437,Unknown,Unknown,5-021.65,South American,Sacramento,160,Irrigation,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
28756,383440N1212229W001,06N07E28E001M,NA,38.344,-121.223,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,225,Residential,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
28353,383468N1211390W001,06N08E30B001M,NA,38.3468,-121.139,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,NA,Irrigation,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
27154,383483N1213280W001,06N06E28C002M,06N06E28C002M,38.3483,-121.328,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,NA,Irrigation,Single Well,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
5609,383504N1212971W001,06N06E26D002M,NA,38.3504,-121.297,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,139,Unknown,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
28208,383510N1213741W001,06N05E24R001M,06N05E24R001M,38.351,-121.374,Unknown,Unknown,5-021.65,South American,Sacramento,NA,Irrigation,Single Well,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
7210,383527N1211077W001,06N08E21P002M,NA,38.3527,-121.108,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,140,Unknown,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
7211,383527N1211081W001,06N08E21P003M,06N08E21P003M,38.3527,-121.108,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,305,Irrigation,Single Well,43096,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
5563,383610N1214825W001,06N04E24A001M,06N04E24A001M,38.361,-121.483,Unknown,Unknown,5-021.65,South American,Sacramento,200,Irrigation,Single Well,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
7157,383619N1214178W001,06N05E22C002M,NA,38.3619,-121.418,Unknown,Unknown,5-021.65,South American,Sacramento,NA,Irrigation,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
7156,383632N1214513W001,06N05E20B001M,NA,38.3632,-121.451,Unknown,Unknown,5-021.65,South American,Sacramento,NA,Irrigation,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
5608,383636N1212922W001,06N06E23C001M,06N06E23C001M,38.3636,-121.292,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,275,Irrigation,Single Well,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
6322,383639N1212444W001,06N07E19A001M,NA,38.3639,-121.244,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,NA,Irrigation,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
5607,383642N1213113W001,06N06E22C001M,NA,38.3642,-121.311,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,141,Irrigation,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
6321,383696N1211927W001,06N07E15K001M,NA,38.3696,-121.193,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,NA,Irrigation,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
28352,383720N1210784W001,06N08E15J001M,06N08E15J001M,38.372,-121.078,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,150,Residential,Single Well,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
28207,383728N1214548W001,06N05E17F001M,06N05E17F001M,38.3728,-121.455,Unknown,Unknown,5-021.65,South American,Sacramento,200,Unknown,Single Well,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
5606,383729N1213638W001,06N06E18F001M,06N06E18F001M,38.3729,-121.364,Unknown,Unknown,5-021.65,South American,Sacramento,314,Irrigation,Single Well,24,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
5605,383735N1213338W001,06N06E16E001M,06N06E16E001M,38.3735,-121.334,Unknown,Unknown,5-021.65,South American,Sacramento,90,Residential,Single Well,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
27152,383754N1213632W001,06N06E18G001M,NA,38.3754,-121.363,Unknown,Unknown,5-021.65,South American,Sacramento,513,Irrigation,Unknown,64503,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
7155,383764N1214303W001,06N05E16A001M,NA,38.3764,-121.43,Unknown,Unknown,5-021.65,South American,Sacramento,NA,Irrigation,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
28755,383791N1211689W001,06N07E14A001M,NA,38.3791,-121.169,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,635,Irrigation,Unknown,877,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
28754,383822N1212242W001,06N07E08R001M,NA,38.3822,-121.224,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,332,Residential,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
27151,383865N1212812W001,06N06E11J003M,06N06E11J003M,38.3865,-121.281,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,215,Residential,Single Well,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
5604,383866N1213700W001,06N06E07M001M,NA,38.3866,-121.37,Unknown,Unknown,5-021.65,South American,Sacramento,210,Irrigation,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
7154,383884N1214167W001,06N05E10G001M,NA,38.3884,-121.417,Unknown,Unknown,5-021.65,South American,Sacramento,228,Irrigation,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
55004,383904N1214153W001,NA,W-078,38.3904,-121.415,Other,Unknown,5-021.65,South American,Sacramento,1337,Other,Single Well,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
28206,383913N1214142W001,06N05E10B001M,NA,38.3913,-121.414,Unknown,Unknown,5-021.65,South American,Sacramento,250,Irrigation,Unknown,786,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
6320,383927N1211686W001,06N07E11A002M,NA,38.3927,-121.169,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,466,Irrigation,Unknown,760,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
5603,383941N1213575W001,06N06E07A002M,NA,38.3941,-121.358,Unknown,Unknown,5-021.65,South American,Sacramento,364,Residential,Unknown,9651,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
7153,383945N1214450W001,06N05E04N002M,NA,38.3945,-121.445,Unknown,Unknown,5-021.65,South American,Sacramento,223,Residential,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
55006,383966N1214241W001,NA,W-110,38.3966,-121.424,Other,Unknown,5-021.65,South American,Sacramento,1350,Other,Single Well,750314,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
55005,383976N1214193W001,NA,W-109,38.3976,-121.419,Other,Unknown,5-021.65,South American,Sacramento,1368,Other,Single Well,750313,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
5602,383995N1213354W001,06N06E05J002M,NA,38.3995,-121.335,Unknown,Unknown,5-021.65,South American,Sacramento,160,Residential,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
6319,384007N1212095W001,06N07E04J001M,NA,38.4007,-121.21,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,NA,Residential,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
5601,384026N1212641W001,06N06E01G001M,06N06E01G001M,38.4026,-121.264,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,330,Irrigation,Single Well,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
55008,384036N1214030W001,NA,W-129,38.4036,-121.403,Other,Unknown,5-021.65,South American,Sacramento,1456,Other,Single Well,28850,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
55003,384047N1214810W001,NA,W-075,38.4047,-121.481,Other,Unknown,5-021.65,South American,Sacramento,270,Other,Single Well,471123,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
55000,384054N1214761W001,NA,W-056,38.4054,-121.476,Other,Unknown,5-021.65,South American,Sacramento,265,Other,Single Well,742006,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
55007,384055N1214003W001,NA,W-126,38.4055,-121.4,Other,Unknown,5-021.65,South American,Sacramento,1440,Other,Single Well,28849,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
55009,384055N1214115W001,NA,W-130,38.4055,-121.412,Other,Unknown,5-021.65,South American,Sacramento,1493,Other,Single Well,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
28205,384073N1213854W001,06N05E01D001M,NA,38.4073,-121.385,Unknown,Unknown,5-021.65,South American,Sacramento,520,Irrigation,Unknown,61395,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
7152,384082N1213845W001,06N05E01C001M,NA,38.4082,-121.385,Unknown,Unknown,5-021.65,South American,Sacramento,248,Unknown,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
27854,384092N1213447W001,07N06E32P001M,NA,38.4092,-121.345,Unknown,Unknown,5-021.65,South American,Sacramento,NA,Residential,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
27855,384117N1212735W001,07N06E36P002M,NA,38.4117,-121.274,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,NA,Residential,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
51651,384121N1212102W001,07N07E33Q001M,07N07E33Q001M,38.4121,-121.21,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,290,Unknown,Single Well,358559,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
50579,384125N1214946W001,NA,COSAC1,38.4125,-121.495,Digital Elevation Model,0.1 ft.,5-021.65,South American,Sacramento,175,Stockwatering,Single Well,1099162,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
4783,384130N1213183W001,07N06E33J001M,NA,38.413,-121.318,Unknown,Unknown,5-021.65,South American,Sacramento,110,Residential,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
55100,384134N1214488W001,10N05E36A951M,W-032,38.4134,-121.449,Other,Unknown,5-021.65,South American,Sacramento,400,Other,Single Well,43355,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
6723,384147N1214507W001,07N05E32K001M,NA,38.4147,-121.451,Unknown,Unknown,5-021.65,South American,Sacramento,142,Unknown,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
48985,384150N1213239W001,07N06E33K001M,07N06E33K001M,38.415,-121.324,Unknown,Unknown,5-021.65,South American,Sacramento,250,Residential,Single Well,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
4804,384163N1211768W001,07N07E35G001M,NA,38.4163,-121.177,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,184,Residential,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
4784,384170N1213002W001,07N06E34H003M,NA,38.417,-121.3,Unknown,Unknown,5-021.65,South American,Sacramento,223,Residential,Unknown,237770,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
4802,384183N1212123W001,07N07E33G001M,07N07E33G001M,38.4183,-121.212,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,180,Residential,Single Well,9487,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
4800,384184N1212536W001,07N07E31F001M,NA,38.4184,-121.254,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,365,Irrigation,Unknown,301,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
54998,384187N1214377W001,NA,W-043,38.4187,-121.438,Other,Unknown,5-021.65,South American,Sacramento,252,Other,Single Well,166975,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
54996,384192N1214186W001,NA,W-041,38.4192,-121.419,Other,Unknown,5-021.65,South American,Sacramento,256,Other,Single Well,181545,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
6722,384196N1214733W001,07N05E31C001M,NA,38.4196,-121.473,Unknown,Unknown,5-021.65,South American,Sacramento,252,Irrigation,Unknown,37177,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
54997,384197N1214437W001,NA,W-042,38.4197,-121.444,Other,Unknown,5-021.65,South American,Sacramento,245,Other,Single Well,97970,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
27318,384199N1214636W001,07N05E32D001M,NA,38.4199,-121.464,Unknown,Unknown,5-021.65,South American,Sacramento,610,Irrigation,Unknown,37174,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
27499,384202N1213738W001,07N05E36A001M,SCGA #4,38.4202,-121.374,Unknown,Unknown,5-021.65,South American,Sacramento,508,Other,Single Well,54,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
29338,384205N1210459W001,07N08E36B001M,07N08E36B001M,38.4205,-121.046,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,15,Observation,Single Well,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
4801,384218N1212247W001,07N07E32A002M,NA,38.4218,-121.225,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,NA,Irrigation,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
4803,384223N1212015W001,07N07E34D001M,NA,38.4223,-121.202,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,333,Irrigation,Unknown,743,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
6721,384244N1214371W001,07N05E28P001M,NA,38.4244,-121.437,Unknown,Unknown,5-021.65,South American,Sacramento,NA,Irrigation,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
4782,384251N1213346W001,07N06E28N001M,NA,38.4251,-121.335,Unknown,Unknown,5-021.65,South American,Sacramento,NA,Irrigation,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
4798,384252N1211997W001,07N07E27P001M,NA,38.4252,-121.2,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,180,Residential,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
54999,384254N1214299W001,NA,W-047,38.4254,-121.43,Other,Unknown,5-021.65,South American,Sacramento,250,Other,Single Well,166976,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
4781,384260N1212853W001,07N06E26Q001M,NA,38.426,-121.285,Unknown,Unknown,5-021.65,South American,Sacramento,340,Residential,Unknown,9673,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
27204,384272N1214018W001,07N05E26P002M,SCGA #2,38.4272,-121.402,Unknown,Unknown,5-021.65,South American,Sacramento,NA,Residential,Single Well,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
55002,384275N1213980W001,NA,W-074,38.4275,-121.398,Other,Unknown,5-021.65,South American,Sacramento,225,Other,Single Well,771132,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
6720,384325N1214427W001,07N05E28E001M,NA,38.4325,-121.443,Unknown,Unknown,5-021.65,South American,Sacramento,178,Unknown,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
55001,384332N1214615W001,NA,W-070,38.4332,-121.462,Other,Unknown,5-021.65,South American,Sacramento,740,Other,Single Well,701003,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
27853,384341N1212687W001,07N06E25B001M,NA,38.4341,-121.269,Unknown,Unknown,5-021.65,South American,Sacramento,485,Irrigation,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
27205,384343N1214615W001,07N05E29D001M,SCGA #3,38.4343,-121.462,Unknown,Unknown,5-021.65,South American,Sacramento,170,Irrigation,Single Well,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
4797,384354N1211927W001,07N07E27B001M,NA,38.4354,-121.193,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,310,Irrigation,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
4799,384358N1212277W001,07N07E29A001M,NA,38.4358,-121.228,Unknown,Unknown,5-022.16,Cosumnes,Sacramento,NA,Irrigation,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
6719,384374N1214022W001,07N05E26C001M,NA,38.4374,-121.402,Unknown,Unknown,5-021.65,South American,Sacramento,519,Irrigation,Unknown,61393,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
55012,384383N1213873W001,NA,W-065,38.4383,-121.387,Other,Unknown,5-021.65,South American,Sacramento,250,Other,Single Well,319662,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
27852,384403N1212921W001,07N06E23P001M,NA,38.4403,-121.292,Unknown,Unknown,5-021.65,South American,Sacramento,185,Residential,Unknown,9669,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
40043,384403N1212921W002,07N06E23P002M,NA,38.4403,-121.292,Unknown,Unknown,5-021.65,South American,Sacramento,NA,Unknown,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
27851,384417N1213354W001,07N06E20J001M,SCGA #8,38.4417,-121.335,Unknown,Unknown,5-021.65,South American,Sacramento,NA,Irrigation,Single Well,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
4780,384425N1213031W001,07N06E22R002M,SCGA #9,38.4425,-121.303,Unknown,Unknown,5-021.65,South American,Sacramento,210,Residential,Single Well,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
6718,384453N1213728W001,07N05E24H001M,NA,38.4453,-121.373,Unknown,Unknown,5-021.65,South American,Sacramento,NA,Irrigation,Unknown,NA,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
6717,384453N1214628W001,07N05E20E001M,NA,38.4453,-121.463,Unknown,Unknown,5-021.65,South American,Sacramento,203,Residential,Unknown,35204,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
55015,384455N1213533W001,NA,W-069,38.4455,-121.353,Other,Unknown,5-021.65,South American,Sacramento,880,Other,Single Well,706550,34,Sacramento County,SAC,34,34,067,Polygon,4203503574.269531,406962.476293
