STN_ID,SITE_CODE,TOP_PRF,BOT_PRF
16845,366394N1205110W001,905,1220
32625,366397N1205110W001,230,740
16172,366397N1206093W001,730,950
46912,366399N1204783W001,802,1202
15042,366400N1203788W001,280,520
46774,366401N1205337W001,907,1209
50434,366403N1204873W001,840,1220
17536,366406N1204966W001,780,1138
46986,366414N1206254W001,555,565
25845,366420N1206250W001,278,288
25844,366420N1206260W001,335,345
34239,366422N1204604W001,320,590
34239,366422N1204604W001,620,650
34239,366422N1204604W001,800,1000
53680,366430N1202404W001,630,670
16838,366436N1205679W001,842,1426
20437,366456N1202977W001,676,1076
46913,366457N1204252W002,69,79
46752,366466N1218079W001,620,640
46753,366466N1218079W002,1380,1410
24700,366467N1203518W001,472,482
46988,366467N1203518W003,55,65
46989,366467N1203518W004,252,262
46990,366467N1203518W005,19.9,24.9
17543,366467N1204243W001,150,582
25728,366468N1203505W001,115,125
38769,366470N1203520W001,472,482
38473,366470N1205230W002,35,45
37791,366470N1205230W003,635,645
25847,366470N1205230W004,263,273
25848,366470N1205230W005,370,380
38766,366470N1205230W006,184,194
46924,366471N1203606W001,250,470
51477,366474N1217847W001,1090,1120
51478,366474N1217847W002,700,730
51080,366477N1205321W001,914,1190
46911,366480N1204781W001,900,1300
17533,366481N1204871W001,620,1400
16167,366483N1206082W001,640,1100
46910,366484N1204381W001,550,565
16181,366494N1205321W001,880,1959
46770,366495N1204965W001,842,1142
46773,366496N1205241W001,884,1244
48454,366500N1194600W001,200,340
48448,366500N1201000W001,111,214
50442,366500N1202500W001,295,535
15760,366502N1201782W001,280,495
50615,366517N1215669W001,190,270
50615,366517N1215669W001,345,390
50615,366517N1215669W001,430,776
47429,366521N1218236W001,130,140
16704,366533N1205863W001,727,1399
51083,366542N1202571W001,635,995
51304,366542N1203163W001,670,970
17526,366544N1204516W001,210,630
17531,366544N1204960W001,808,1505
46772,366546N1205276W001,882,1202
46771,366548N1205146W001,884,1244
17530,366556N1204788W001,591,691
17530,366556N1204788W001,806,1507
38765,366560N1205790W001,623,633
25846,366560N1205790W002,199,209
46987,366564N1205788W001,285,295
16703,366567N1205954W001,760,1160
16179,366603N1205138W001,825,1920
46923,366607N1203339W001,600,1000
50266,366609N1203185W001,620,1100
34235,366611N1204238W001,240,600
34235,366611N1204238W001,680,880
17519,366614N1203968W001,330,540
15806,366617N1206349W001,300,1200
51395,366620N1205319W001,857,1217
32332,366622N1205860W001,800,1200
16165,366625N1206118W001,635,1210
51529,366635N1202389W001,240,270
32118,366644N1205318W001,832,1945
32855,366647N1203691W001,544,986
50611,366661N1215694W001,250,390
50611,366661N1215694W001,400,550
50611,366661N1215694W001,580,640
50611,366661N1215694W001,690,710
51070,366667N1205316W001,802,1202
13521,366667N1206227W001,654,1035
38503,366670N1205500W001,95,114
13522,366672N1206310W001,553,837
52498,366687N1205319W002,862,1262
14236,366689N1205588W001,210,730
50292,366691N1205047W001,850,1414
48447,366700N1200800W001,116,172
32444,366719N1204599W001,707,1292
39116,366719N1205316W001,876,1592
32443,366728N1204868W001,802,1406
53679,366758N1202678W001,650,690
51081,366760N1204779W001,597,678
51081,366760N1204779W001,753,1140
25650,366760N1205280W001,51,70.5
50289,366762N1203608W001,567,1070
46769,366764N1204946W001,805,1165
15091,366767N1204324W001,360,600
15091,366767N1204324W001,690,870
31823,366767N1205232W001,795,1632
46755,366770N1205591W001,760,1120
31821,366825N1205316W001,830,1508
14230,366825N1205316W002,857,1408
14231,366833N1205316W001,300,620
14231,366833N1205316W001,668,948
46768,366834N1204778W001,740,1410
46757,366836N1205863W001,822,1222
46754,366841N1205500W001,842,1042
14226,366842N1205141W001,799,1487
31826,366842N1205768W001,210,1240
32114,366844N1205863W001,800,1200
14371,366844N1206032W001,255,585
14371,366844N1206032W001,615,1045
38940,366858N1205318W001,809,1526
39093,366869N1204960W001,797,1503
50272,366869N1216785W001,240,290
14233,366886N1205452W001,1,48
46263,366887N1212828W001,270,300
50255,366889N1217079W001,287,337
15797,366906N1203604W001,115,205
50610,366906N1216242W001,60,335
50840,366909N1205232W001,803,1245
50093,366909N1221638W001,30,90
50093,366909N1221638W001,110,130
38500,366910N1205130W001,490,500
25647,366910N1205130W002,99,109
38501,366910N1205130W003,198,208
39724,366910N1205130W004,72.1,77.1
25648,366910N1205130W005,260,270
38502,366910N1205130W006,863,873
15795,366911N1203872W001,581,1033
33566,366911N1204407W001,640,960
15080,366911N1204410W001,684,1004
46767,366911N1204466W001,674,1034
46985,366911N1205132W001,82.5,87.5
39955,366911N1206196W001,649,1001
46223,366911N1212720W001,270,300
46756,366912N1205808W001,506,1208
14221,366914N1205410W001,756,1609
46744,366915N1205591W001,840,1040
14215,366917N1205860W001,790,1373
47882,366919N1181107W001,240,270
46740,366920N1206394W001,520,720
50582,366925N1204775W001,560,640
50582,366925N1204775W001,720,1160
46741,366926N1206209W001,642,962
50269,366927N1215940W001,175,195
50269,366927N1215940W001,240,260
50269,366927N1215940W001,300,360
50270,366928N1215941W001,570,670
50271,366933N1217294W001,240,290
46766,366934N1204686W001,722,1162
15078,366944N1204504W001,464,1240
51599,366978N1205052W001,740,1200
33564,366983N1204685W001,768,988
14223,367000N1205316W001,326,716
15077,367011N1204504W001,460,1246
47880,367032N1181293W001,15,20
14219,367050N1205324W001,800,1400
51391,367056N1205226W001,857,1217
33092,367056N1205232W001,770,970
15072,367058N1204643W001,560,599
15072,367058N1204643W001,718,1028
46764,367062N1204505W001,632,992
13683,367064N1205916W001,819,1840
33095,367072N1205668W002,783,1263
15074,367075N1204954W001,712,1483
46763,367082N1204234W001,600,880
48443,367100N1202400W001,180,300
54080,367100N1202400W002,180,300
50842,367128N1204643W001,642,1182
46765,367130N1204956W001,680,1080
33559,367131N1204413W001,429,550
33559,367131N1204413W001,590,1150
51426,367133N1205946W001,817,1220
33209,367133N1206035W001,809,1838
38926,367142N1205132W001,703,1405
47881,367143N1180706W001,20,30
15847,367144N1194477W001,60,100
49476,367158N1205135W001,682,1042
32812,367161N1205046W001,700,1352
13515,367169N1206310W001,603,1220
50609,367174N1216222W001,200,775
13677,367175N1205854W001,980,1300
38067,367199N1204959W001,1,20
32811,367200N1205091W001,700,1400
25396,367200N1205317W001,4,30
25395,367201N1205137W001,4,20
50300,367201N1206131W001,722,1242
25394,367202N1205180W001,4,30
33268,367203N1204227W001,210,510
32810,367203N1205179W001,695,1458
14931,367206N1204232W001,200,420
14929,367206N1204502W001,612,1249
32799,367206N1206382W001,606,1768
50259,367207N1216805W001,270,320
50259,367207N1216805W001,365,385
50256,367207N1216806W001,165,215
14932,367214N1204143W001,207,507
46761,367216N1204592W001,640,920
46266,367216N1212625W001,152,164
46266,367216N1212625W001,302,304
14930,367217N1204327W001,142,433
33267,367219N1204413W001,602,1073
50608,367221N1216965W001,273,280
50608,367221N1216965W001,288,292
46762,367225N1204233W001,560,880
13535,367225N1206032W001,869,2180
46265,367240N1212578W001,100,240
46265,367240N1212578W001,360,600
33265,367275N1204554W001,601,1103
38863,367275N1206043W001,60,280
50607,367275N1217803W001,314,325
50607,367275N1217803W001,367,399
50607,367275N1217803W001,426,456
13534,367278N1205943W001,265,565
46743,367279N1206034W001,500,1440
54082,367292N1203545W001,25,80
13533,367292N1206021W001,743,1250
13532,367292N1206032W001,512,1343
13541,367328N1205310W001,858,1070
54090,367331N1203441W001,60,110
54077,367334N1203792W001,140,200
25652,367340N1204240W001,332,342
38505,367340N1204240W002,178,188
50273,367343N1216958W001,210,260
50274,367343N1216959W001,350,380
24344,367344N1204234W001,11,18
24345,367344N1204234W002,81,86
38065,367344N1205135W001,4,30
25393,367344N1205160W001,2,30
38066,367344N1205315W001,4,30
38071,367346N1204412W001,1,30
14922,367347N1204943W001,491,1133
52957,367347N1205851W002,740,1160
51405,367348N1204596W001,600,1000
46760,367348N1204597W001,602,920
13527,367350N1205671W001,264,642
53672,367351N1206224W002,640,960
53671,367352N1206260W002,840,1060
13529,367353N1205854W001,266,656
13530,367353N1205946W001,702,1214
15593,367353N1206221W001,700,1150
32420,367353N1206254W001,750,960
47879,367356N1181505W001,40,290
46739,367356N1206260W001,632,992
54083,367360N1203404W001,38,78
46758,367380N1204272W001,600,880
39956,367383N1205946W001,761,1153
47878,367395N1181150W001,30,40
14921,367414N1204954W001,492,574
14921,367414N1204954W001,647,1136
46736,367414N1206216W001,642,1042
46742,367416N1205318W001,660,1140
50841,367418N1204590W001,580,910
50437,367418N1204821W001,620,1110
32120,367419N1204127W001,175,445
50856,367421N1205659W001,728,1210
46737,367422N1206249W001,642,1002
54085,367437N1203147W001,35,65
13525,367450N1205043W001,482,966
50263,367454N1217393W001,154,204
50265,367455N1217395W001,420.4,450
51390,367488N1205498W001,700,1260
50880,367490N1205879W001,682,1202
50881,367490N1205971W001,678,1200
54084,367491N1203320W001,120,150
38064,367492N1204276W001,1,12
47877,367493N1181543W001,30,40
50304,367495N1206308W001,740,950
54079,367496N1203198W001,110,150
14753,367497N1205071W002,471,1024
25390,367498N1204413W001,1,10
25391,367506N1204413W001,2,20
25389,367515N1204776W001,4,17
38063,367522N1204412W001,2,15
54086,367527N1203001W001,37,67
54092,367533N1203530W001,40,130
15597,367550N1204671W001,600,850
53699,367552N1203732W002,480,490
54078,367552N1203732W002,480,490
54088,367557N1203305W001,110,220
54089,367561N1203114W001,160,300
54087,367561N1203150W001,150,190
15599,367561N1204593W001,240,480
53702,367600N1203099W001,100,276
17852,367606N1194707W001,23,62
14211,367611N1205832W001,678,1196
25388,367625N1204774W001,1,20
25641,367630N1204770W001,1,10
51571,367633N1204864W001,600,840
50264,367633N1204949W001,582,1002
14207,367633N1205241W001,378,530
14207,367633N1205241W001,578,778
39552,367634N1204322W001,1,10
53703,367635N1203145W001,230,445
53701,367635N1203236W001,107,303
31813,367636N1205207W001,454,1194
14206,367636N1205293W001,708,1450
34830,367644N1195963W001,60,76
25094,367648N1205492W001,4,30
50603,367653N1217636W001,300,600
31811,367658N1205304W002,603,1215
14203,367703N1205307W001,455,1230
15462,367706N1204502W001,340,450
15463,367708N1204591W001,240,480
52796,367710N1204948W002,600,880
31814,367714N1205663W001,670,690
31814,367714N1205663W001,880,920
53698,367726N1203145W001,120,440
54081,367730N1203623W001,120,410
14268,367755N1202599W001,190,380
51404,367776N1204594W001,520,760
51404,367776N1204594W001,802,1042
24801,367778N1205490W001,420,430
25092,367779N1205490W001,193,203
25093,367779N1205490W002,88,98
54094,367786N1203631W001,150,275
14065,367786N1205832W001,602,1323
48606,367807N1203722W001,530,550
48607,367807N1203722W002,330,350
48608,367807N1203722W003,58,78
50601,367808N1217847W001,1220,1550
48588,367813N1203736W001,140,260
50275,367816N1217514W001,105,155
46735,367818N1205487W001,600,740
46735,367818N1205487W001,770,790
46735,367818N1205487W001,800,860
46735,367818N1205487W001,980,1050
13580,367827N1202666W001,190,350
48587,367827N1203832W001,1,20
50602,367847N1217618W001,369,550
51278,367854N1205126W001,560,780
51389,367858N1205486W001,580,700
51389,367858N1205486W001,740,1060
51389,367858N1205486W001,1100,1188
51160,367868N1203770W001,100,260
46221,367874N1213335W001,34,96
24377,367885N1206510W001,542,982
46222,367891N1213456W001,128,169
50606,367906N1216267W001,260,270
50606,367906N1216267W001,280,290
50606,367906N1216267W001,310,320
14917,367907N1203904W001,100,225
14121,367922N1196279W001,75,115
47468,367926N1205297W001,497,1432
46277,367929N1213499W001,102,112
46277,367929N1213499W001,120,130
46277,367929N1213499W001,174,194
46278,367929N1213499W002,27,30
46278,367929N1213499W002,54,101
46278,367929N1213499W002,110,150
46278,367929N1213499W002,165,180
50604,367953N1216300W001,300,430
46219,367955N1213701W001,44,185
46276,367966N1213579W001,179,184
46276,367966N1213579W001,211,223
47874,367977N1181632W001,15,20
15608,367985N1203102W001,180,304
33948,367999N1205629W002,585,1211
50605,368011N1216412W001,104,244
51091,368041N1203414W001,150,330
14906,368041N1203941W001,70,135
14906,368041N1203941W001,200,360
50932,368045N1203410W001,150,330
15412,368047N1213654W001,112,191
15412,368047N1213654W001,204,240
24796,368075N1205843W001,80,96
24797,368075N1205843W002,22,32
46215,368093N1213943W001,200,400
15411,368100N1213804W001,301,340
14905,368107N1203993W001,80,190
50927,368112N1201458W001,160,320
46214,368121N1213914W001,60,70
46214,368121N1213914W001,121,140
46214,368121N1213914W001,174,178
46274,368141N1214501W001,200,290
50966,368150N1202053W001,245,340
51719,368150N1202053W002,245,340
14903,368157N1204038W001,100,180
46246,368162N1214577W001,300,380
46198,368171N1213704W001,102,282
50968,368185N1201420W001,202,300
51721,368185N1201420W002,202,300
14901,368185N1204079W001,60,170
33255,368207N1203910W001,126,285
46213,368217N1213995W001,82,92
46213,368217N1213995W001,100,161
14754,368221N1204135W001,80,180
15409,368222N1214024W001,52,252
46200,368227N1213804W001,200,480
46201,368227N1213808W001,250,270
46201,368227N1213808W001,300,450
46201,368227N1213808W001,510,530
54232,368235N1200565W001,26,46
46197,368241N1213625W001,200,368
46212,368246N1214046W001,120,146
46212,368246N1214046W001,240,255
46212,368246N1214046W001,379,384
54223,368257N1202054W001,135,145
54223,368257N1202054W001,160,170
54223,368257N1202054W001,260,280
54223,368257N1202054W001,320,340
54224,368257N1202054W002,425,435
54224,368257N1202054W002,465,480
54224,368257N1202054W002,495,510
54225,368257N1202054W003,630,650
54225,368257N1202054W003,665,675
54225,368257N1202054W003,685,705
46175,368258N1215119W001,168,240
46175,368258N1215119W001,252,300
32958,368263N1204204W001,90,180
46169,368278N1213935W001,305,340
46169,368278N1213935W001,420,440
15413,368322N1213632W001,443,468
46272,368326N1214376W001,220,300
46209,368335N1214031W001,68,189
31991,368344N1214221W001,160,320
46273,368344N1214468W001,50,110
46273,368344N1214468W001,145,195
49035,368378N1205360W001,300,800
50925,368379N1201238W001,230,580
47875,368396N1181624W001,60,70
46210,368396N1214104W001,153,195
46257,368399N1214260W001,173,300
50967,368405N1200603W001,200,226
50967,368405N1200603W001,270,293
51720,368405N1200603W002,200,226
51720,368405N1200603W002,270,293
46208,368407N1213968W001,288,612
46180,368413N1214873W001,153,555
15492,368438N1202621W001,210,510
46846,368456N1217953W001,80,110
46847,368456N1217953W002,130,160
18378,368468N1196593W001,60,80
14036,368481N1215089W001,120,168
14036,368481N1215089W001,243,315
14036,368481N1215089W001,339,387
54074,368482N1203167W001,228,498
46182,368490N1214582W001,130,150
46182,368490N1214582W001,168,208
46182,368490N1214582W001,228,248
46182,368490N1214582W001,268,278
46182,368490N1214582W001,298,318
46182,368490N1214582W001,338,350
33273,368491N1203504W001,162,328
46179,368513N1214893W001,144,180
46179,368513N1214893W001,204,228
46179,368513N1214893W001,252,300
46179,368513N1214893W001,372,444
46177,368523N1214918W001,100,325
46199,368538N1213703W001,397,414
50986,368541N1200561W001,160,200
50919,368550N1201649W001,220,580
51713,368550N1201649W002,220,580
32549,368561N1214557W001,87,94
32549,368561N1214557W001,117,161
46206,368563N1214351W001,168,216
46206,368563N1214351W001,288,408
48903,368580N1214288W001,114,252
33391,368596N1201832W001,228,284
46176,368608N1214957W001,240,288
46176,368608N1214957W001,308,322
46176,368608N1214957W001,352,376
46176,368608N1214957W001,396,420
46176,368608N1214957W001,440,464
46176,368608N1214957W001,484,508
46176,368608N1214957W001,528,552
46176,368608N1214957W001,572,596
46176,368608N1214957W001,616,640
46176,368608N1214957W001,660,684
14775,368660N1204560W001,86,236
50987,368671N1200102W001,280,360
46196,368682N1213454W001,260,380
46843,368683N1218167W001,140,150
46843,368683N1218167W001,160,170
46844,368683N1218167W002,250,270
46845,368683N1218167W003,384,404
46845,368683N1218167W003,464,486
46845,368683N1218167W003,567,606
46202,368688N1213789W001,182,200
46202,368688N1213789W001,220,224
46202,368688N1213789W001,242,250
46837,368695N1216599W001,320,342
46192,368699N1213622W001,160,200
46255,368711N1214153W001,250,280
46255,368711N1214153W001,302,355
51011,368725N1198656W001,240,492
14774,368727N1204593W001,93,243
51012,368730N1198523W001,240,414
51014,368735N1198255W001,160,228
14577,368736N1214010W001,120,125
14577,368736N1214010W001,160,180
14577,368736N1214010W001,326,338
53675,368774N1205788W001,220,240
53675,368774N1205788W001,280,340
50924,368777N1200697W001,240,510
25255,368777N1207820W001,50,80
25255,368777N1207820W001,100,140
54213,368780N1197899W001,17,37
46190,368785N1213628W001,116,156
50981,368800N1201125W001,320,392
50980,368801N1201173W001,297,393
48580,368804N1205923W001,220,240
48580,368804N1205923W001,280,300
48580,368804N1205923W001,310,370
48579,368805N1205994W001,240,260
48579,368805N1205994W001,280,380
54233,368813N1201103W001,200,220
54233,368813N1201103W001,270,280
54233,368813N1201103W001,290,310
54234,368813N1201103W002,520,530
54234,368813N1201103W002,570,580
54234,368813N1201103W002,655,675
54234,368813N1201103W002,705,715
54235,368813N1201103W003,880,890
54235,368813N1201103W003,910,920
54235,368813N1201103W003,935,945
46171,368820N1215547W001,60,140
46171,368820N1215547W001,280,340
14576,368822N1214124W001,102,124
14576,368822N1214124W001,129,141
14576,368822N1214124W001,150,156
14576,368822N1214124W001,168,192
48558,368831N1206087W001,270,390
46848,368831N1217967W001,110,120
46848,368831N1217967W001,160,180
46849,368831N1217967W002,260,280
46850,368831N1217967W003,526,556
46850,368831N1217967W003,607.6,663
46851,368831N1217967W004,730,750
48556,368835N1206270W001,300,390
50926,368839N1199606W001,240,510
51007,368839N1199618W001,320,600
47871,368855N1182377W001,15,20
51027,368868N1200099W001,240,260
51027,368868N1200099W001,280,340
51718,368868N1200099W002,240,260
51718,368868N1200099W002,280,340
14245,368868N1204654W001,100,240
48555,368871N1206355W001,300,390
46203,368881N1213988W001,206,216
46855,368881N1218136W001,56,116
46170,368882N1215559W001,64,80
46172,368889N1215649W001,88,108
48602,368896N1206702W001,530,550
48604,368896N1206702W002,375,395
48605,368896N1206702W003,195,215
51013,368901N1198216W001,224,244
46838,368903N1218193W001,220,240
48590,368904N1206554W001,670,712
48592,368904N1206558W001,470,500
53695,368910N1206609W002,270,390
51010,368913N1198664W001,232,628
14580,368922N1213510W001,70,80
14580,368922N1213510W001,130,150
14580,368922N1213510W001,180,185
47873,368925N1182425W001,102,198
51028,368928N1200327W001,280,600
46204,368938N1213641W001,60,130
54214,368949N1203434W001,74,84
54214,368949N1203434W001,94,104
54214,368949N1203434W001,114,134
54215,368949N1203434W002,215,235
54215,368949N1203434W002,245,255
54215,368949N1203434W002,265,285
54216,368949N1203434W003,355,375
54216,368949N1203434W003,385,395
54216,368949N1203434W003,400,420
14575,368953N1214524W001,314,410
14575,368953N1214524W001,470,518
14575,368953N1214524W001,590,638
14575,368953N1214524W001,758,950
46840,368975N1218364W001,70,90
46841,368975N1218364W002,132.4,171.6
46841,368975N1218364W002,193.6,230
46842,368975N1218364W003,250,270
32979,368980N1202918W001,205,212
14572,368981N1214635W001,360,390
14572,368981N1214635W001,420,570
14572,368981N1214635W001,600,635
51005,368984N1200836W001,300,660
46852,368986N1218194W001,136.1,145.2
46852,368986N1218194W001,188.2,198.4
46853,368986N1218194W002,413,432
46853,368986N1218194W002,463.7,532
46854,368986N1218194W003,570,590
14573,368989N1213638W001,150,170
14573,368989N1213638W001,200,230
14573,368989N1213638W001,300,330
50918,368996N1201742W001,315,615
51712,368996N1201742W002,315,615
46856,368998N1218303W001,80,100
51026,369003N1199879W001,228,548
51026,369003N1199879W001,549,552
51716,369003N1199879W002,228,548
51716,369003N1199879W002,549,552
31827,369010N1204813W001,80,230
51163,369022N1204850W001,100,240
51166,369034N1204650W001,130,280
48552,369044N1207092W001,440,600
48552,369044N1207092W001,600,720
48552,369044N1207092W001,720,760
48548,369057N1207373W001,360,400
48548,369057N1207373W001,401,440
48548,369057N1207373W001,441,520
48548,369057N1207373W001,521,560
50079,369073N1198180W001,212,476
51009,369073N1198180W002,212,476
46256,369075N1214377W001,105,195
51006,369081N1200462W001,300,600
50985,369087N1198012W001,370,470
50985,369087N1198012W001,650,820
50917,369091N1201655W001,300,600
51711,369091N1201655W002,300,600
50929,369092N1201334W001,220,540
50929,369092N1201334W001,544,548
50923,369094N1201384W001,300,680
50922,369094N1201424W001,200,535
50922,369094N1201424W001,538,546
48544,369094N1207520W001,360,440
48544,369094N1207520W001,441,600
48542,369097N1207554W001,365,425
48542,369097N1207554W001,425,495
48542,369097N1207554W001,495,615
13404,369099N1205091W001,100,200
14106,369102N1204527W001,100,280
48653,369107N1198121W001,290,300
48653,369107N1198121W001,308,314
48653,369107N1198121W001,336,340
48653,369107N1198121W001,380,400
48541,369112N1207584W001,400,480
48541,369112N1207584W001,481,560
48541,369112N1207584W001,561,680
13401,369113N1204935W002,90,120
13401,369113N1204935W002,124,244
51024,369131N1200044W001,272,556
32550,369158N1213549W001,50,60
32550,369158N1213549W001,132,152
32550,369158N1213549W001,225,230
14571,369172N1214654W001,240,375
14571,369172N1214654W001,420,480
46186,369173N1213509W001,16,25
46186,369173N1213509W001,35,50
46186,369173N1213509W001,80,115
46186,369173N1213509W001,211,255
51025,369186N1200285W001,240,570
46253,369199N1214528W001,200,240
50975,369203N1198858W001,275,660
13402,369205N1205093W001,70,115
13402,369205N1205093W001,125,200
50976,369214N1198722W001,405,525
46183,369220N1213825W001,34,42
46183,369220N1213825W001,44,69
46183,369220N1213825W001,103,105
46183,369220N1213825W001,111,114
46183,369220N1213825W001,115,120
46823,369223N1218495W001,520,540
46824,369223N1218495W002,480,500
46825,369223N1218495W003,290,310
46825,369223N1218495W003,390,410
46826,369223N1218495W004,220,240
50921,369235N1201333W001,430,467
50921,369235N1201333W001,480,530
50921,369235N1201333W001,588,625
50921,369235N1201333W001,650,715
50920,369236N1201060W001,308,596
51008,369237N1197977W001,309,517
50912,369239N1201240W001,280,285
50912,369239N1201240W001,326,353
50912,369239N1201240W001,367,413
50912,369239N1201240W001,446,545
50912,369239N1201240W001,564,593
51710,369239N1201240W002,280,285
51710,369239N1201240W002,326,353
51710,369239N1201240W002,367,413
51710,369239N1201240W002,446,545
51710,369239N1201240W002,564,593
54220,369239N1202553W001,140,160
54220,369239N1202553W001,180,200
54221,369239N1202553W002,240,260
54221,369239N1202553W002,290,300
54221,369239N1202553W002,355,365
54222,369239N1202553W003,420,440
54222,369239N1202553W003,470,480
54222,369239N1202553W003,570,585
50911,369243N1201288W001,290,300
50911,369243N1201288W001,325,350
50911,369243N1201288W001,375,380
50911,369243N1201288W001,400,415
50911,369243N1201288W001,450,460
50911,369243N1201288W001,490,520
50911,369243N1201288W001,550,635
51709,369243N1201288W002,290,300
51709,369243N1201288W002,325,350
51709,369243N1201288W002,375,380
51709,369243N1201288W002,400,415
51709,369243N1201288W002,450,460
51709,369243N1201288W002,490,520
51709,369243N1201288W002,550,635
14570,369247N1213896W001,100,126
51022,369277N1198168W001,330,346
51022,369277N1198168W001,375,391
51022,369277N1198168W001,415,445
13949,369277N1204941W001,90,225
13945,369277N1205121W001,100,230
47872,369292N1182040W001,30,40
54211,369303N1200440W001,310,600
13947,369316N1204979W001,80,220
50974,369318N1198906W001,250,270
50974,369318N1198906W001,295,325
50974,369318N1198906W001,395,400
50974,369318N1198906W001,401,510
50974,369318N1198906W001,540,600
13943,369321N1205418W001,80,180
50978,369322N1200514W001,240,456
46243,369328N1213648W001,155,175
50988,369334N1199078W001,447,547
50983,369334N1199079W001,449,469
50983,369334N1199079W001,499,519
50983,369334N1199079W001,534,554
50982,369337N1199080W001,450,550
33673,369341N1205146W001,80,200
46897,369341N1218169W001,157,197
50915,369349N1200916W001,200,460
50977,369356N1198605W001,454,474
50977,369356N1198605W001,510,540
46820,369356N1218642W001,290,310
46821,369356N1218642W002,230,250
46821,369356N1218642W002,260,270
46822,369356N1218642W003,125,145
46249,369363N1214637W001,312,504
33672,369374N1205407W001,110,190
48652,369375N1198168W001,260,270
48652,369375N1198168W001,350,358
48652,369375N1198168W001,384,389
48652,369375N1198168W001,410,420
48652,369375N1198168W001,435,440
50984,369379N1200161W001,216,480
46896,369381N1218267W001,191,431
35535,369382N1202918W001,190,418
46830,369394N1218575W001,601,604
46831,369394N1218575W002,481,484
46832,369394N1218575W003,321,324
46833,369394N1218575W004,201,204
13935,369405N1205474W001,84,180
46232,369405N1213868W001,65,225
46839,369406N1217428W001,100,210
46234,369410N1213978W001,95,115
46234,369410N1213978W001,125,132
46234,369410N1213978W001,140,145
46234,369410N1213978W001,180,200
46234,369410N1213978W001,208,217
46817,369454N1218708W001,460,480
46818,369454N1218708W002,420,440
46819,369454N1218708W003,140,160
49703,369454N1218708W004,460,480
49704,369454N1218708W005,420,440
49705,369454N1218708W006,140,160
13934,369474N1205579W001,80,180
32654,369477N1205196W001,90,150
32654,369477N1205196W001,160,185
32654,369477N1205196W001,190,220
52357,369483N1215360W001,85,95
14768,369485N1206907W001,98,101
47694,369486N1215359W001,295,315
54059,369502N1218663W001,650,670
54060,369502N1218663W002,580,600
54061,369502N1218663W003,310,330
54061,369502N1218663W003,370,390
54061,369502N1218663W003,410,430
54062,369502N1218663W004,210,230
54063,369502N1218663W005,318,343
54063,369502N1218663W005,374,394
54063,369502N1218663W005,418,449
50965,369524N1204461W001,320,680
46237,369524N1214261W001,125,151
46237,369524N1214261W001,162,196
54202,369529N1203456W001,110,120
54202,369529N1203456W001,150,170
54202,369529N1203456W001,190,220
54203,369529N1203456W002,330,345
54203,369529N1203456W002,400,415
54203,369529N1203456W002,445,455
54203,369529N1203456W002,475,485
54204,369529N1203456W003,630,655
54204,369529N1203456W003,685,700
46834,369542N1218789W001,470,490
46835,369542N1218789W002,400,420
46836,369542N1218789W003,150,170
33951,369549N1208371W001,105,126
46275,369555N1213574W001,193,243
50556,369555N1218509W001,670,710
50557,369555N1218510W001,530,570
46857,369558N1219720W001,110,130
46858,369558N1219720W002,250,270
46859,369558N1219720W003,310,330
13444,369563N1205229W001,90,150
13444,369563N1205229W001,160,205
46251,369566N1214962W001,149,257
46251,369566N1214962W001,305,354
46251,369566N1214962W001,476,642
54044,369572N1218646W001,270,350
54044,369572N1218646W001,396,456
54044,369572N1218646W001,514,614
46860,369573N1219750W001,130,170
46861,369573N1219750W002,205,225
46862,369573N1219750W003,255,295
39068,369574N1208393W001,470,542
51034,369581N1202067W001,270,570
51707,369581N1202067W002,270,570
46230,369588N1213828W001,43,49
46230,369588N1213828W001,65,68
46230,369588N1213828W001,88,100
51000,369600N1204283W001,190,260
46870,369604N1219650W001,110,130
46871,369604N1219650W002,210,230
46872,369604N1219650W003,325,345
46867,369610N1219729W001,78,88
46813,369613N1218877W001,460,470
46813,369613N1218877W001,500,520
46814,369613N1218877W002,260,280
46814,369613N1218877W002,375,395
46815,369613N1218877W003,170,190
46816,369613N1218877W004,100,120
54034,369616N1218787W001,254,302
54034,369616N1218787W001,326,350
54034,369616N1218787W001,374,398
54034,369616N1218787W001,422,495
33665,369618N1208460W001,120,210
46827,369632N1218695W001,700,710
46828,369632N1218695W002,460,463
46829,369632N1218695W003,350,353
54033,369633N1218694W001,335,369
54033,369633N1218694W001,385,415
54033,369633N1218694W001,448,491
54033,369633N1218694W001,524,548
54033,369633N1218694W001,566,586
54033,369633N1218694W001,606,640
54033,369633N1218694W001,672,728
46863,369636N1219768W001,30,40
46864,369636N1219768W002,80,100
46865,369636N1219768W003,175,195
50909,369637N1202230W001,400,600
52356,369654N1215318W001,70,80
54019,369659N1219718W001,100,140
54019,369659N1219718W001,200,271
54019,369659N1219718W001,301,327
54019,369659N1219718W001,337,357
46875,369660N1219719W001,760,820
46238,369662N1214321W001,100,110
46238,369662N1214321W001,135,140
46238,369662N1214321W001,160,165
46238,369662N1214321W001,200,215
46866,369664N1219921W001,90,130
18356,369668N1202204W001,245,485
18356,369668N1202204W001,488,496
54210,369670N1200898W001,370,590
51001,369675N1203748W001,265,696
51030,369676N1202116W001,220,800
33664,369680N1208463W001,120,216
