STN_ID,SITE_CODE,TOP_PRF,BOT_PRF
54301,355535N1206154W001,200,310
20331,355578N1192470W001,300,694
50532,355593N1206969W001,110,230
51242,355625N1210847W001,120,130
51243,355643N1210803W001,100,116
20322,355647N1192831W001,200,642
20326,355653N1192687W001,206,602
21026,355658N1191778W001,250,990
21025,355658N1191956W001,420,1000
51244,355681N1210710W001,80,130
47964,355687N1195623W001,370,410
46285,355696N1178629W001,615,635
46286,355696N1178629W002,1040,1060
46287,355696N1178629W003,1500,1520
46288,355696N1178629W004,1750,1770
46284,355699N1178959W001,905,1005
54497,355706N1190911W001,850,920
54497,355706N1190911W001,940,1780
46701,355716N1195808W001,260,300
47984,355725N1193941W001,550,600
47985,355725N1193941W002,400,450
54299,355732N1206404W001,195,295
34494,355764N1192145W001,340,832
54510,355764N1192818W001,341,800
50531,355808N1207086W001,190,300
54303,355867N1204288W001,180,630
55164,355874N1193523W001,500,912
21009,355878N1191948W001,400,1002
54507,355878N1192269W001,560,980
50530,355878N1206914W001,44,52
50530,355878N1206914W001,80,90
55165,355891N1193417W001,505,928
19673,355922N1192598W001,250,676
54493,355935N1190787W001,842,1920
47963,355944N1195814W001,285,315
34987,355947N1193717W001,200,702
34488,355953N1191156W001,500,1220
55037,355963N1178159W001,434,514
51239,356005N1211089W001,80,100
51240,356011N1211092W001,80,100
51241,356012N1211108W001,80,100
51323,356013N1192023W001,500,1400
46700,356014N1196176W001,280,300
54516,356019N1193652W001,457,818
20352,356022N1191690W001,500,1200
18976,356025N1194028W001,260,728
19668,356072N1192603W001,260,816
46292,356073N1177549W001,650,670
46293,356073N1177549W002,1320,1340
46294,356073N1177549W003,1850,1870
34983,356092N1194217W001,350,776
19669,356094N1192778W001,360,800
35429,356097N1191192W001,704,1697
51322,356101N1190978W001,700,1500
49456,356138N1192316W001,70,240
21708,356144N1176260W001,320,380
54518,356157N1193397W001,500,1000
20224,356172N1193677W001,414,682
49461,356181N1192294W001,437,1001
21215,356189N1191423W001,638,2000
19054,356197N1191334W001,396,1200
54494,356220N1190790W001,819,1950
46289,356228N1178576W001,620,640
46290,356228N1178576W002,1460,1480
46291,356228N1178576W003,1940,1960
54508,356232N1192245W001,500,1000
38919,356233N1191162W001,650,2340
35171,356236N1193848W001,355,700
38916,356236N1194206W001,400,700
20225,356241N1193502W001,395,860
47987,356305N1193711W001,370,410
47986,356305N1193712W001,620,670
47971,356305N1194021W001,637,687
47972,356305N1194021W002,392,432
19707,356308N1193678W001,360,680
19709,356308N1193845W001,400,700
19712,356308N1194203W001,401,827
54297,356310N1203764W001,180,600
34632,356314N1191659W001,640,1990
19704,356322N1193591W001,351,700
20391,356325N1192399W001,300,766
21044,356330N1192838W001,440,922
54298,356338N1203932W001,195,605
54511,356380N1193124W001,340,800
34162,356389N1193407W001,300,354
34162,356389N1193407W001,360,810
21074,356406N1191787W001,342,710
54495,356421N1190690W001,900,1020
54495,356421N1190690W001,1040,1350
54495,356421N1190690W001,1355,1950
54495,356421N1190690W001,1950,1970
19690,356453N1194201W001,410,820
19702,356461N1193327W001,300,354
19702,356461N1193327W001,360,811
19699,356461N1193490W001,300,742
19696,356461N1193667W001,354,702
54489,356469N1191175W001,725,1780
35445,356469N1193202W001,150,739
35447,356472N1192502W001,300,805
46309,356485N1177749W001,360,380
46310,356485N1177749W002,880,900
46311,356485N1177749W003,1240,1260
46312,356485N1177749W004,1900,1920
46295,356497N1177421W001,1190,1200
35144,356506N1182615W001,150,300
21067,356531N1191656W001,650,1970
54285,356532N1206905W001,10,50
20386,356538N1192602W001,282,912
54294,356552N1204043W001,223,512
54295,356568N1203791W001,297,461
50529,356568N1203804W001,300,320
50529,356568N1203804W001,340,380
50529,356568N1203804W001,400,440
35441,356597N1192599W001,300,805
19687,356600N1194198W001,410,820
35442,356605N1192777W001,279,896
54293,356610N1205862W001,200,400
47969,356625N1193483W001,550,600
47970,356625N1193483W002,330,380
48003,356625N1193958W001,780,800
48000,356625N1193959W001,30,50
48001,356625N1193959W002,70,90
48002,356625N1193959W003,280,300
34514,356628N1191342W001,450,650
47990,356651N1194080W001,280,300
47988,356651N1194081W001,30,50
47989,356651N1194081W002,70,90
47991,356652N1194081W001,780,800
46317,356654N1176414W001,19,54
51384,356665N1176968W001,360,420
47982,356668N1193841W001,670,710
47983,356668N1193841W002,430,480
21061,356672N1191340W001,494,1800
54554,356675N1192402W001,690,1230
54554,356675N1192402W001,1240,1265
55167,356675N1196724W001,160,600
35131,356681N1190962W001,500,1600
48004,356684N1193954W001,40,60
48005,356684N1193954W002,80,100
48006,356684N1193954W003,210,230
47992,356688N1194045W001,30,50
47993,356688N1194045W002,70,90
47994,356688N1194045W003,280,300
47995,356688N1194046W001,780,800
54289,356700N1206469W002,640,840
46314,356706N1176860W001,938,958
19062,356708N1191067W001,450,1400
36112,356742N1193581W001,450,800
19542,356742N1194198W001,410,820
35437,356744N1192777W001,298,802
36113,356747N1193330W001,300,354
36113,356747N1193330W001,360,811
36109,356747N1194112W001,400,800
20370,356752N1193043W001,279,914
47996,356756N1193953W001,30,50
47997,356756N1193953W002,70,90
47998,356756N1193953W003,280,300
47999,356757N1193954W001,780,800
55036,356764N1178045W001,681,881
19060,356764N1190901W001,603,1799
35130,356775N1191031W001,700,900
21059,356781N1191206W001,500,1850
50044,356813N1206042W001,260,400
46316,356885N1177556W001,135,191
47978,356956N1195623W001,550,700
35141,356958N1181898W001,130,170
19015,356961N1193484W001,204,584
19020,356967N1193840W001,350,704
34508,356986N1191162W001,500,1800
47968,357036N1193392W001,381,431
38912,357075N1184076W001,70,130
23274,357103N1191112W001,493,2185
39394,357106N1193909W001,178,328
47975,357169N1195665W001,490,700
47976,357169N1195665W002,1250,1260
47977,357169N1195665W003,1080,1090
46296,357181N1178709W001,850,870
46297,357181N1178709W002,1590,1610
46298,357181N1178709W003,1960,1980
46306,357187N1178427W001,330,350
46307,357187N1178427W002,1540,1560
46308,357187N1178427W003,1910,1930
47979,357228N1195538W001,510,740
23273,357231N1190881W001,504,1849
54286,357234N1206500W001,200,400
22785,357250N1190506W001,996,2000
52155,357306N1191167W002,504,1224
55035,357322N1178318W001,250,270
46313,357325N1177203W001,60,70
22779,357325N1191059W001,798,2064
54499,357360N1189560W001,300,714
36446,357403N1190256W001,500,1800
22783,357403N1190320W001,500,1520
55175,357436N1192587W001,470,705
36396,357464N1190898W001,500,700
36396,357464N1190898W001,701,2000
50527,357535N1206854W001,300,310
50527,357535N1206854W001,330,340
50526,357536N1206853W001,194,204
50526,357536N1206853W001,214,224
50526,357536N1206853W001,234,244
50526,357536N1206853W001,264,274
50528,357536N1206854W001,468,478
50528,357536N1206854W001,508,518
46315,357597N1176015W001,11,21
47980,357609N1194366W001,660,690
47981,357609N1194367W001,390,430
52035,357617N1190628W002,480,680
23284,357622N1184220W001,26,36
54579,357650N1191773W001,450,1002
54287,357672N1205993W001,110,270
37668,357719N1191074W001,659,1602
54618,357741N1192030W001,400,900
46299,357762N1178411W001,330,350
46300,357762N1178411W002,1190,1210
46301,357762N1178411W003,1640,1660
22716,357781N1190720W001,506,1954
51687,357839N1190452W001,495,1700
55162,357840N1190456W001,810,1570
23361,357850N1177618W001,60,160
37663,357875N1190415W001,500,1650
52156,357891N1190092W002,1040,1800
54557,357898N1192302W001,525,690
54556,357902N1193034W001,955,1370
55276,357906N1195913W001,450,640
55276,357906N1195913W001,660,780
55276,357906N1195913W001,800,960
51685,357958N1191612W001,400,820
34727,357978N1190798W001,1002,1800
54616,357984N1192428W001,160,320
54574,358014N1191834W002,23,461
55277,358036N1195732W001,640,1000
54576,358051N1191050W001,480,720
18886,358086N1190803W001,756,1752
19536,358103N1193251W001,159,210
34725,358125N1191017W001,591,1840
20206,358192N1193178W001,100,200
54590,358194N1194650W001,500,1200
18881,358231N1190820W001,648,1824
52056,358250N1191167W002,504,1224
54626,358316N1190289W001,1090,1500
54628,358350N1194644W001,600,1150
46302,358414N1178717W001,640,660
46303,358414N1178717W002,1180,1200
46304,358414N1178717W003,1560,1580
46305,358414N1178717W004,1930,1950
20188,358425N1192237W001,294,1200
34200,358456N1191215W001,402,1522
51379,358496N1161827W001,63,75
51380,358510N1161807W001,63,75
51381,358511N1161842W001,42,53
54578,358558N1191347W001,301,399
54619,358560N1191882W001,200,350
54619,358560N1191882W001,705,805
20903,358561N1190806W001,522,703
20903,358561N1190806W001,704,1747
35167,358650N1191262W001,402,1392
20212,358658N1191081W001,402,1200
20217,358667N1191703W001,216,393
54577,358667N1191703W002,216,393
20211,358731N1191167W001,402,1398
54575,358772N1193581W002,804,1602
18622,358811N1191084W001,402,1500
21170,358842N1191170W001,450,1398
18623,358842N1191176W001,600,1800
54617,358850N1192157W001,360,600
18620,358856N1191265W001,373,1402
19166,358883N1190948W001,500,1824
18621,358883N1191103W001,402,1398
54363,358951N1190507W001,1035,1385
54346,358984N1193758W001,200,500
54580,358995N1192507W001,300,800
54581,359030N1191929W001,300,804
54369,359066N1191302W001,600,1700
54681,359100N1194500W002,707,1459
22681,359122N1194368W001,720,1520
54348,359218N1192861W001,200,240
50258,359362N1208661W001,72,132
34152,359428N1190623W001,185,680
54621,359458N1193034W001,320,420
21157,359497N1191726W001,200,390
54367,359497N1191726W002,200,390
54625,359521N1189608W001,160,530
54364,359571N1190382W001,200,590
50626,359593N1208715W001,72,132
54347,359700N1192928W001,500,700
51377,359707N1162456W001,135,155
51376,359711N1162424W001,144,165
51378,359718N1162447W001,145,165
54592,359824N1191084W001,159,210
47587,359850N1178888W001,360,380
54630,359851N1194749W001,782,1604
34188,359853N1195188W001,240,450
54356,359853N1195188W002,240,450
54591,359926N1194425W001,240,480
54368,359969N1191077W001,670,1220
54620,359981N1192947W001,340,840
55278,360074N1199605W001,400,630
36773,360083N1191090W001,240,300
54362,360083N1191092W001,240,380
34418,360144N1199724W002,600,1360
54370,360208N1190017W001,120,380
23098,360219N1190040W001,120,390
54361,360220N1195184W001,660,1000
37181,360222N1189865W001,48,520
18718,360222N1199677W001,545,1195
47586,360255N1178832W001,180,320
34415,360269N1199849W001,360,940
49272,360326N1199932W001,440,1140
53275,360327N1200001W002,600,660
53275,360327N1200001W002,710,810
47783,360359N1199985W001,400,820
50832,360359N1200021W001,410,850
47785,360361N1200037W001,400,840
51657,360361N1201857W001,498,1280
47784,360362N1200145W001,396,890
54354,360369N1193264W001,480,700
51536,360412N1199973W001,420,580
51536,360412N1199973W001,780,840
51424,360434N1199995W001,440,520
51424,360434N1199995W001,540,560
51424,360434N1199995W001,600,720
51424,360434N1199995W001,800,880
51423,360434N1200032W001,440,520
51423,360434N1200032W001,600,720
51423,360434N1200032W001,760,880
18702,360436N1199854W001,637,2009
18708,360439N1200082W001,609,1360
18710,360439N1200218W001,648,1508
51422,360466N1200025W001,440,580
51422,360466N1200025W001,620,660
51422,360466N1200025W001,680,720
51422,360466N1200025W001,760,840
47786,360472N1200124W001,588,1281
47585,360497N1179516W001,180,735
51425,360506N1199855W001,580,640
51425,360506N1199855W001,700,780
51425,360506N1199855W001,810,870
51425,360506N1199855W001,890,1060
51425,360506N1199855W001,1080,1110
51425,360506N1199855W001,1170,1220
51425,360506N1199855W001,1240,1290
50085,360507N1200442W001,800,1660
50085,360507N1200442W001,1780,1800
50085,360507N1200442W001,1940.08,2040
47792,360510N1199942W001,600,1160
18709,360511N1200302W001,520,1680
47794,360526N1200034W001,440,1040
49473,360544N1200392W001,790,1730
37209,360547N1200441W001,426,1642
54355,360554N1191434W001,120,400
54352,360563N1195060W001,104,402
50546,360582N1200574W001,640,840
50546,360582N1200574W001,885,1400
50546,360582N1200574W001,1420,2040
54359,360604N1192302W001,320,640
37211,360611N1200171W001,600,1330
54353,360632N1193406W001,245,302
54622,360645N1191830W001,200,260
54357,360651N1191789W001,153,261
54623,360651N1195188W001,200,400
51589,360654N1199674W001,300,683
51589,360654N1199674W001,695,1363
51589,360654N1199674W001,1374,1460
22395,360656N1200488W001,650,1970
50839,360657N1200570W001,680,1580
50839,360657N1200570W001,1600,1920
22391,360658N1200288W001,500,1370
47795,360687N1200483W001,556,1937
35087,360692N1200038W001,400,1200
22393,360692N1200485W001,800,2000
21392,360700N1200127W001,200,1070
47580,360710N1179533W001,490,540
54371,360712N1190155W001,120,240
54366,360714N1191008W001,0,216
47584,360723N1179530W001,370,420
47583,360723N1179531W001,519,584
47582,360723N1179532W001,180,300
50829,360728N1200292W001,617,1039
50829,360728N1200292W001,1040,1449
50829,360728N1200292W001,1461,2045
47797,360730N1200211W001,480,660
47797,360730N1200211W001,690,970
21390,360797N1200124W001,298,1070
51549,360799N1200034W001,760,840
51549,360799N1200034W001,852,1072
51549,360799N1200034W001,1085,1522
51549,360799N1200034W001,1534,2100
47581,360800N1179533W001,340,405
47579,360800N1179535W001,170,260
54365,360801N1190500W001,240,548
51656,360866N1202272W001,480,975
36438,360869N1201202W001,555,1707
51586,360874N1200835W001,659,941
51586,360874N1200835W001,942,1486
51586,360874N1200835W001,1497,1750
35085,360875N1200038W001,450,1200
35079,360875N1200568W001,264,304
35079,360875N1200568W001,332,428
35079,360875N1200568W001,466,746
21921,360886N1200929W001,506,1734
47798,360895N1200214W001,720,1000
47798,360895N1200214W001,1005,1045
47798,360895N1200214W001,1065,1780
21381,360908N1200393W001,400,995
47799,360932N1200123W001,600,1000
51420,360934N1201112W001,795,896
51420,360934N1201112W001,916,1418
51420,360934N1201112W001,1438,1740
22549,360936N1199499W001,362,1120
21386,360939N1199991W001,450,1277
50095,360940N1199943W001,600,880
50095,360940N1199943W001,942,1524
50095,360940N1199943W001,1544,1670
50439,360940N1201024W001,619,1720
47788,360944N1199406W001,400,1200
50083,360945N1199676W001,560,640
50083,360945N1199676W001,660,840
50083,360945N1199676W001,960,1140
47800,360945N1200392W001,726,967
47800,360945N1200392W001,992,1532
47800,360945N1200392W001,1552,2138
21373,360953N1200313W001,520,900
22419,360967N1199588W001,565,685
22419,360967N1199588W001,725,925
47588,360972N1179576W001,405,505
35076,360981N1200574W001,480,850
51090,360988N1200214W001,706,988
51090,360988N1200214W001,990,1486
51090,360988N1200214W001,1498,2100
47578,361006N1179577W001,297,380
54624,361006N1190888W001,150,300
51655,361008N1202447W001,560,780
51655,361008N1202447W001,820,940
47826,361014N1200033W001,600,1040
47713,361014N1200841W001,736,1728
51421,361015N1199997W001,950,1850
51089,361016N1200888W001,850,1350
51089,361016N1200888W001,1390,1590
51089,361016N1200888W001,1630,1930
47760,361016N1200971W001,800,1100
47760,361016N1200971W001,1110,1360
47760,361016N1200971W001,1400,1720
47760,361016N1200971W001,1860,1900
21916,361017N1200935W001,680,1511
36419,361017N1202179W001,452,880
47789,361018N1199498W001,400,1200
47759,361025N1201104W001,563,1246
51429,361039N1199323W001,530,1050
39389,361044N1200654W001,492,1110
47539,361051N1202179W001,520,570
47539,361051N1202179W001,690,730
47539,361051N1202179W001,810,850
47539,361051N1202179W001,890,910
35073,361056N1200218W001,1156,1945
36534,361078N1202988W001,495,900
47790,361089N1199675W001,610,690
47790,361089N1199675W001,720,950
47790,361089N1199675W001,980,1000
47790,361089N1199675W001,1050,1070
47790,361089N1199675W001,1120,1140
47790,361089N1199675W001,1160,1190
47790,361089N1199675W001,1210,1230
47827,361089N1199944W001,590,650
47827,361089N1199944W001,680,710
47827,361089N1199944W001,730,860
47827,361089N1199944W001,890,940
47827,361089N1199944W001,1060,1120
47827,361089N1199944W001,1180,1200
47827,361089N1199944W001,1220,1260
21369,361089N1200166W001,744,1730
47709,361089N1201221W001,750,1110
47709,361089N1201221W001,1200,1340
47709,361089N1201221W001,1400,1500
21908,361089N1202360W001,470,520
21908,361089N1202360W001,530,570
21908,361089N1202360W001,580,610
21908,361089N1202360W001,630,650
21908,361089N1202360W001,680,690
21908,361089N1202360W001,700,720
21908,361089N1202360W001,780,890
21908,361089N1202360W001,960,1000
21908,361089N1202360W001,1090,1130
47828,361090N1200035W001,620,670
47828,361090N1200035W001,690,740
47828,361090N1200035W001,770,870
47828,361090N1200035W001,920,1130
47828,361090N1200035W001,1150,1190
47712,361090N1200838W001,800,1900
50081,361091N1200740W001,706,988
50081,361091N1200740W001,990,1292
50081,361091N1200740W001,1304,1600
21910,361092N1201102W001,628,1989
35066,361094N1200749W001,650,2172
51224,361108N1200682W001,720,1001
51224,361108N1200682W001,1003,1253
51224,361108N1200682W001,1265,1620
19678,361156N1195191W001,322,420
47911,361158N1196258W001,735,775
49471,361160N1201372W001,790,986
49471,361160N1201372W001,1011,1578
49471,361160N1201372W001,1598,1849
35067,361161N1200310W001,560,1040
21911,361161N1200932W001,568,1288
51583,361168N1199500W001,286,346
51583,361168N1199500W001,358,418
51583,361168N1199500W001,438,558
51583,361168N1199500W001,578,598
51583,361168N1199500W001,630,670
51583,361168N1199500W001,690,770
19840,361219N1193946W001,144,356
35069,361222N1200035W001,300,1200
22411,361228N1199677W001,504,954
47708,361229N1201289W001,535,999
47708,361229N1201289W001,1024,1685
51808,361229N1201910W002,653,935
51808,361229N1201910W002,987,1107
51808,361229N1201910W002,1148,1510
47830,361230N1200483W001,800,1550
51277,361232N1200929W001,854,1035
51277,361232N1200929W001,1036,1682
51277,361232N1200929W001,1693,2012
47707,361232N1201160W001,254,1104
21362,361233N1200127W001,550,1360
47711,361233N1200839W001,835,955
47711,361233N1200839W001,980,1700
47711,361233N1200839W001,1720,1980
50834,361234N1199856W001,600,770
50834,361234N1199856W001,800,820
50834,361234N1199856W001,850,880
50834,361234N1199856W001,900,1000
50834,361234N1199856W001,1090,1220
54358,361245N1192509W001,145,238
19836,361303N1193665W001,200,317
37238,361303N1200302W001,475,1227
21903,361303N1201282W001,686,2114
51563,361303N1201827W001,756,956
51563,361303N1201827W001,996,1076
51563,361303N1201827W001,1098,1580
37239,361306N1200571W001,580,980
47538,361321N1201915W001,644,1000
36433,361328N1201016W001,450,1910
47832,361338N1200125W001,400,1367
50801,361341N1201105W001,810,1420
51548,361341N1201368W001,280,1000
36436,361344N1201732W001,601,1802
36615,361358N1200035W001,700,1100
53215,361361N1200035W002,670,740
53215,361361N1200035W002,750,810
53215,361361N1200035W002,820,850
53215,361361N1200035W002,920,950
53215,361361N1200035W002,980,1080
49891,361373N1201732W001,1047,1680
51593,361375N1199408W001,296,336
51593,361375N1199408W001,348,668
51593,361375N1199408W001,680,760
51594,361375N1199501W001,226,346
51594,361375N1199501W001,358,618
51594,361375N1199501W001,650,750
22050,361375N1199768W001,500,1030
51522,361376N1201031W001,890,1440
47540,361377N1200839W001,960,2060
23346,361378N1200493W001,550,1840
47831,361378N1200748W001,740,840
47831,361378N1200748W001,980,1080
47831,361378N1200748W001,1100,1280
21900,361378N1200927W001,616,1824
50890,361379N1200927W001,795,1235
50890,361379N1200927W001,1247,2100
47466,361381N1201783W001,775,1025
47466,361381N1201783W001,1050,1300
47466,361381N1201783W001,1320,1680
16725,361383N1196218W001,665,1465
54360,361384N1191830W001,320,680
50077,361384N1200571W001,580,745
50077,361384N1200571W001,750,980
50077,361384N1200571W001,1000,1200
47479,361384N1201692W001,810,2375
50892,361390N1200127W001,502,643
50892,361390N1200127W001,683,708
50892,361390N1200127W001,720,1200
48401,361400N1198900W001,953,1213
48401,361400N1198900W001,1231,1631
48401,361400N1198900W001,1649,2050
50882,361416N1201633W001,200,860
18084,361433N1198843W001,987,2014
47465,361446N1201785W001,300,1170
34615,361450N1200716W001,638,1777
50390,361450N1200848W001,856,997
50390,361450N1200848W001,998,1265
50390,361450N1200848W001,1277,2100
34645,361450N1201782W001,350,740
34645,361450N1201782W001,758,1148
34610,361453N1201199W001,300,1100
19943,361453N1201502W001,820,2000
47464,361457N1201924W001,750,1050
47464,361457N1201924W001,1075,1460
36012,361478N1200335W001,250,960
36011,361481N1200474W001,600,1200
34643,361481N1202638W001,60,247
32453,361497N1195296W001,155,206
20650,361503N1199949W002,700,1700
51654,361516N1203098W001,660,800
51654,361516N1203098W001,845,905
51654,361516N1203098W001,925,1125
51654,361516N1203098W001,1145,1625
34640,361519N1202716W001,281,800
49801,361520N1199589W001,798,838
49801,361520N1199589W001,854,1015
49801,361520N1199589W001,1017,1625
49801,361520N1199589W001,1641,2250
36010,361522N1200577W001,560,620
36010,361522N1200577W001,645,1245
19951,361522N1200710W001,480,1780
19950,361522N1201021W001,560,600
19950,361522N1201021W001,625,1145
39362,361522N1201132W001,480,1720
50547,361522N1201294W001,600,720
50547,361522N1201294W001,790,810
50547,361522N1201294W001,830,850
50547,361522N1201294W001,930,980
50547,361522N1201294W001,1020,1040
50547,361522N1201294W001,1070,1090
50547,361522N1201294W001,1140,1180
50547,361522N1201294W001,1210,1240
50547,361522N1201294W001,1300,1370
35559,361525N1201743W001,750,2169
47478,361526N1201731W001,743,979
47478,361526N1201731W001,1004,1369
47478,361526N1201731W001,1389,1840
47475,361527N1200849W001,750,1230
47463,361540N1202831W001,380,510
47463,361540N1202831W001,550,830
21098,361544N1202829W001,240,702
50831,361559N1200306W001,781,1063
50831,361559N1200306W001,1064,1325
50831,361559N1200306W001,1337,1828
50831,361559N1200306W001,1839,2400
46992,361570N1201388W001,350,490
36004,361575N1199857W001,680,2074
34639,361575N1202743W001,350,480
34639,361575N1202743W001,825,1530
51609,361576N1199856W001,660,2170
51653,361579N1203362W001,400,1300
35557,361589N1201210W001,648,2023
36005,361592N1200127W001,690,2095
20639,361592N1200482W001,705,745
20639,361592N1200482W001,785,1055
20639,361592N1200482W001,1095,1135
47477,361594N1201116W001,520,1040
35552,361597N1200752W001,625,1245
47530,361598N1200572W001,820,920
47530,361598N1200572W001,960,1020
47530,361598N1200572W001,1080,1100
47530,361598N1200572W001,1120,1140
47530,361598N1200572W001,1160,1340
47530,361598N1200572W001,1380,1400
47476,361598N1201027W001,790,1490
48402,361600N1197700W001,500,520
48403,361600N1197800W001,295,315
20642,361614N1200668W001,754,2069
20634,361633N1199949W001,1000,1150
20633,361644N1199766W001,700,1700
49282,361656N1202350W001,470,710
49282,361656N1202350W001,750,1180
36006,361658N1200302W001,551,1263
51604,361659N1200125W001,594,2010
50063,361665N1201572W001,840,921
50063,361665N1201572W001,933,1054
50063,361665N1201572W001,1056,1317
50063,361665N1201572W001,1329,2080
20636,361667N1200210W001,597,2039
19288,361667N1200921W001,300,780
19288,361667N1200921W001,810,1070
19291,361667N1201110W001,558,2041
35556,361667N1201357W001,780,980
35556,361667N1201357W001,1003,1482
35556,361667N1201357W001,1500,2000
19294,361667N1201482W001,738,1038
47461,361667N1202018W001,735,861
47461,361667N1202018W001,879,1005
47461,361667N1202018W001,1030,1470
47461,361667N1202018W001,1490,1850
20635,361669N1200043W001,718,1888
16719,361672N1195299W001,196,204
16719,361672N1195299W001,207,264
35358,361672N1199588W001,622,2081
18079,361672N1199696W001,1062,1422
18079,361672N1199696W001,1440,1720
18079,361672N1199696W001,1738,2098
20101,361672N1200604W001,420,1590
50549,361673N1200670W001,852,1012
50549,361673N1200670W001,1014,1419
50549,361673N1200670W001,1431,1876
50549,361673N1200670W001,1888,2328
35892,361678N1199949W001,591,2005
34636,361683N1202288W001,806,1406
48405,361700N1196900W001,624,986
48405,361700N1196900W001,1004,1444
48400,361700N1198800W001,1062,1422
48400,361700N1198800W001,1440,1722
48400,361700N1198800W001,1740,2100
16718,361703N1195577W001,140,1600
47462,361716N1201922W001,609,2095
20105,361728N1200399W001,600,1295
18072,361731N1199557W001,725,1600
20106,361739N1200304W001,627,1983
47473,361739N1201477W001,570,1030
49270,361741N1201571W001,870,940
49270,361741N1201571W001,985,1945
47474,361742N1201213W001,440,1072
19283,361742N1201385W002,1000,2000
32339,361744N1196196W001,580,1150
20103,361744N1200482W001,778,1178
51564,361745N1200215W001,711,991
51564,361745N1200215W001,1005,1405
47909,361753N1196460W001,650,690
19023,361756N1193140W001,178,182
19023,361756N1193140W001,280,283
19023,361756N1193140W001,305,318
36002,361761N1199632W001,689,2130
35551,361772N1201004W001,398,1140
47460,361772N1201928W001,840,1000
47460,361772N1201928W001,1005,1030
47460,361772N1201928W001,1050,1487
47460,361772N1201928W001,1507,1725
19282,361811N1201374W001,270,1220
50078,361813N1199376W001,695,790
50078,361813N1199376W001,810,1200
50078,361813N1199376W001,1320,1400
49464,361813N1200761W001,860,1590
47459,361813N1202109W001,972,1649
18074,361814N1199382W001,525,925
19979,361814N1200671W001,280,1110
34634,361814N1201921W001,420,1100
18065,361817N1198810W001,1017,1353
18065,361817N1198810W001,1371,1659
18065,361817N1198810W001,1677,2109
19273,361817N1200857W001,644,1077
35542,361817N1201035W001,320,1100
50507,361818N1199858W001,662,701
50507,361818N1199858W001,714,793
50507,361818N1199858W001,833,1069
50507,361818N1199858W001,1070,1233
50507,361818N1199858W001,1393,1473
50507,361818N1199858W001,1553,1634
50507,361818N1199858W001,1646,2330
51303,361818N1200035W001,616,880
36063,361819N1193935W001,170,210
19864,361853N1191551W001,210,485
50404,361854N1201030W001,876,997
50404,361854N1201030W001,999,1442
50404,361854N1201030W001,1454,2160
35193,361875N1203282W001,396,934
49859,361884N1200941W001,782,942
49859,361884N1200941W001,944,1386
49859,361884N1200941W001,1402,1828
49859,361884N1200941W001,1844,2140
47472,361886N1201616W001,705,1195
19277,361886N1201777W001,720,1680
18062,361889N1198954W001,944,2100
18068,361889N1199404W001,700,1000
52795,361889N1200207W002,270,350
52795,361889N1200207W002,351,510
52795,361889N1200207W002,560,800
47498,361889N1200393W001,506,1018
36062,361892N1193667W001,157,357
19265,361892N1200754W001,718,1078
47471,361893N1201210W001,573,1220
47471,361893N1201210W001,1238,1645
48640,361894N1193666W001,157,357
18063,361894N1198779W001,1077,1088
18063,361894N1198779W001,1106,1394
18063,361894N1198779W001,1412,1748
18063,361894N1198779W001,1766,2006
35262,361894N1199052W001,967,1247
35262,361894N1199052W001,1263,1663
35262,361894N1199052W001,1679,2049
19973,361894N1199954W001,684,1993
19274,361894N1201218W001,310,1964
35261,361897N1198727W001,1063,2134
50623,361903N1210713W001,115,145
50623,361903N1210713W001,148,205
16577,361928N1195563W001,323,1600
20631,361931N1209771W001,620,1500
54613,361953N1195417W001,457,976
47458,361955N1201787W001,820,1020
47458,361955N1201787W001,1045,1565
47458,361955N1201787W001,1585,2105
34739,361956N1200629W001,350,1500
49199,361957N1200215W001,700,1060
49199,361957N1200215W001,1075,1195
35275,361958N1201657W001,320,1040
47536,361959N1199586W001,700,1000
47492,361963N1200518W001,940,1410
19258,361964N1201388W001,801,981
19258,361964N1201388W001,1002,2067
50835,361966N1198869W001,440,600
50835,361966N1198869W001,620,700
18061,361967N1198727W001,1008,2100
19260,361969N1201213W001,759,1998
24728,361970N1198870W001,4,20
36291,361972N1199049W001,940,1256
36291,361972N1199049W001,1276,1674
36291,361972N1199049W001,1690,2093
51417,361976N1199048W001,460,700
51302,361993N1199324W001,675,836
51302,361993N1199324W001,876,956
51302,361993N1199324W001,958,1269
51302,361993N1199324W001,1280,1680
48404,362000N1196700W001,558,798
35276,362008N1201393W001,800,1600
18053,362014N1198871W001,944,1264
18053,362014N1198871W001,1282,1682
18053,362014N1198871W001,1700,2100
47457,362024N1202283W001,960,1170
47457,362024N1202283W001,1190,1730
36289,362025N1199410W001,700,1700
47456,362027N1202122W001,355,1178
21087,362028N1202127W001,400,600
19966,362033N1200482W001,320,1000
21088,362033N1201852W001,750,1150
47493,362034N1200303W001,870,910
47493,362034N1200303W001,970,1010
47493,362034N1200303W001,1050,1100
47493,362034N1200303W001,1140,1180
47493,362034N1200303W001,1220,1270
47493,362034N1200303W001,1330,1370
47493,362034N1200303W001,1380,1390
54645,362036N1193316W001,348,756
49474,362036N1200681W001,812,2162
47532,362037N1199499W001,175,670
34623,362039N1200393W001,598,1998
17417,362042N1194082W001,216,456
20797,362042N1198871W001,1008,2100
