STN_ID,SITE_CODE,SWN,WELL_NAME,LATITUDE,LONGITUDE,COUNTY_NAME,tract,ZIP
52462,386280N1213493W002,NA,WCMSM,38.628,-121.349,Sacramento,6067005904,95821
52463,386280N1213493W003,NA,WCMSD,38.628,-121.349,Sacramento,6067005904,95821
52477,386280N1213493W004,NA,SSWD MW-5,38.628,-121.349,Sacramento,6067005904,95821
52229,386283N1214349W001,09N05E16Q001M,SAC-126,38.6283,-121.435,Sacramento,6067006600,95815
48040,386292N1214877W001,09N04E13R001M,Chuckwagon Park,38.6292,-121.488,Sacramento,6067007004,95834
52234,386296N1214198W001,09N05E15P001M,SAC-137,38.6296,-121.42,Sacramento,6067006300,95815
52408,386305N1213978W001,09N05E14K002M,SSWD 40A,38.6305,-121.398,Sacramento,6067006101,95821
39111,386307N1214663W001,09N05E18R001M,NA,38.6307,-121.466,Sacramento,6067006702,95838
48017,386310N1213864W001,09N05E13L002M,Well 10,38.631,-121.386,Sacramento,6067006101,95821
31534,386312N1212295W001,09N07E17K001M,DWR_SGA_006,38.6312,-121.23,Sacramento,6067008702,95670
9656,386314N1212179W001,09N07E16L001M,NA,38.6314,-121.218,Sacramento,6067008703,95670
9089,386325N1213966W001,09N05E14H003M,NA,38.6325,-121.397,Sacramento,6067007413,95821
9090,386326N1214023W001,09N05E14L001M,NA,38.6326,-121.402,Sacramento,6067007413,95821
9092,386333N1214348W001,09N05E16K001M,NA,38.6333,-121.435,Sacramento,6067006500,95838
54942,386337N1212623W001,09N06E13J006M,GSW-S. Bridge St 22A,38.6337,-121.262,Sacramento,6067008702,95670
54943,386338N1212620W001,09N06E13J007M,GSW-S. Bridge St 22B,38.6338,-121.262,Sacramento,6067008702,95670
52239,386343N1214115W001,09N05E15J001M,SAC-155,38.6343,-121.411,Sacramento,6067006400,95838
51644,386344N1214126W001,NA,Well 155,38.6344,-121.413,Sacramento,6067006400,95838
54941,386353N1212595W001,09N07E18M001M,GSW-Park #17,38.6353,-121.259,Sacramento,6067008702,95670
52414,386362N1213751W001,09N05E13H001M,SSWD 65,38.6362,-121.375,Sacramento,6067006003,95821
52231,386380N1214455W001,09N05E15D001M,SAC-131,38.638,-121.445,Sacramento,6067006500,95838
51640,386389N1213428W001,NA,N20,38.6389,-121.343,Sacramento,6067007602,95608
9091,386402N1214126W001,09N05E15A001M,NA,38.6402,-121.413,Sacramento,6067006400,95838
40050,386410N1213995W001,09N05E14B001M,DWR_SGA_002,38.641,-121.4,Sacramento,6067007413,95821
52235,386410N1214345W001,09N05E16B001M,SAC-138,38.641,-121.434,Sacramento,6067006500,95838
52406,386412N1213704W001,09N06E07N001M,SSWD 33A,38.6412,-121.37,Sacramento,6067006003,95821
51264,386421N1215583W001,NA,SAFCA-FISH 2,38.6421,-121.558,Sacramento,6067007016,95834
31416,386429N1212668W001,09N06E12Q001M,NA,38.6429,-121.267,Sacramento,6067008009,95628
52376,386433N1212697W001,09N06E12Q002M,FOWD TOWN,38.6433,-121.27,Sacramento,6067008009,95628
55095,386449N1215631W002,NA,NMWC Plant 3,38.6449,-121.563,Sacramento,6067007015,95834
52196,386451N1213066W001,09N06E10K001M,CAR-Winding Way,38.6451,-121.307,Sacramento,6067007905,95608
51639,386459N1213923W001,NA,N14,38.6459,-121.392,Sacramento,6067007301,95652
30229,386460N1213843W001,09N05E12L001M,NA,38.646,-121.384,Sacramento,6067007413,95821
52233,386469N1214576W001,09N05E08L001M,SAC-134,38.6469,-121.458,Sacramento,6067006701,95838
52232,386470N1214684W001,NA,SAC-133,38.647,-121.468,Sacramento,6067006701,95838
30228,386471N1214497W001,09N05E08J002M,DWR_SGA_001,38.6471,-121.45,Sacramento,6067006701,95838
55107,386481N1212531W001,10N05E36A958M,FO-1596,38.6481,-121.253,Sacramento,6067008009,95628
9088,386484N1213715W001,09N05E12J001M,NA,38.6484,-121.372,Sacramento,6067007504,95841
51263,386489N1215575W001,NA,SAFCA-FISH 1,38.6489,-121.557,Sacramento,6067007015,95834
29914,386489N1215679W001,09N04E08L001M,SCWA_SGA_002,38.6489,-121.568,Sacramento,6067007015,95834
51251,386494N1215650W001,NA,TNBC Fishermans Lake,38.6494,-121.565,Sacramento,6067007015,95834
52375,386504N1212910W001,09N06E11G001M,FOWD HEATHER,38.6504,-121.291,Sacramento,6067008010,95628
8932,386517N1215197W001,09N04E11E001M,NA,38.6517,-121.52,Sacramento,6067007018,95834
31422,386540N1212105W001,09N07E09A001M,NA,38.654,-121.211,Sacramento,6067008005,95628
52238,386543N1214468W001,NA,SAC-153A,38.6543,-121.447,Sacramento,6067006500,95838
29915,386547N1215320W001,09N04E10C001M,NA,38.6547,-121.532,Sacramento,6067007018,95834
54879,386562N1215624W002,NA,Souza,38.6562,-121.562,Sacramento,6067007015,95834
9645,386576N1212907W001,09N06E02P001M,NA,38.6576,-121.291,Sacramento,6067008007,95628
8921,386576N1214846W001,09N04E01R001M,SCWA_SGA_001,38.6576,-121.485,Sacramento,6067007106,95835
48863,386578N1211879W001,09N07E02N001M,SCGA #27,38.6578,-121.188,Sacramento,6067008504,95630
52242,386580N1214646W001,NA,SAC-164,38.658,-121.465,Sacramento,6067007204,95838
52377,386596N1212555W001,NA,FOWD NORTHRIDGE,38.6596,-121.256,Sacramento,6067008008,95628
33771,386600N1216157W001,09N03E02D001M,NA,38.66,-121.616,Sacramento,6113010102,95837
52215,386613N1212930W001,09N06E02L002M,CHWD 01A (Palm),38.6613,-121.293,Sacramento,6067007904,95628
48013,386635N1213486W001,NA,SGA_MW05,38.6635,-121.349,Sacramento,6067007501,95841
52378,386647N1212475W001,NA,FOWD MADISON,38.6647,-121.248,Sacramento,6067008122,95628
24654,386650N1211776W001,09N07E02G001M,SCGA #28,38.665,-121.178,Sacramento,6067008504,95630
13655,386688N1214535W001,10N05E32Q002M,NA,38.6688,-121.454,Sacramento,6067007204,95838
54880,386694N1216153W002,NA,Kubo,38.6694,-121.615,Sacramento,6067007107,95837
48029,386697N1213106W001,09N06E03C001M,Well N28,38.6697,-121.311,Sacramento,6067008134,95608
13656,386744N1214275W001,10N05E34M001M,NA,38.6744,-121.428,Sacramento,6067007202,95673
51641,386751N1213155W001,NA,N30,38.6751,-121.315,Sacramento,6067008134,95608
39756,386782N1215943W001,10N04E31M001M,AB-4 deep,38.6782,-121.594,Sacramento,6067007101,95836
24319,386782N1215943W002,10N04E31M002M,AB-4 middle-deep,38.6782,-121.594,Sacramento,6067007101,95836
37857,386782N1215943W003,10N04E31M003M,AB-4 middle-shallow,38.6782,-121.594,Sacramento,6067007101,95836
24318,386782N1215943W004,10N04E31M004M,AB-4 shallow,38.6782,-121.594,Sacramento,6067007101,95836
52218,386784N1212899W001,NA,CHWD 13 (Skycrest),38.6784,-121.29,Sacramento,6067008141,95610
33088,386790N1213213W001,10N06E33K001M,NA,38.679,-121.321,Sacramento,6067008131,95621
52216,386794N1212861W001,10N06E35G001M,CHWD 08 (Sylvan),38.6794,-121.286,Sacramento,6067008141,95610
48026,386814N1213809W001,09N06E06A001M,Well 15,38.6814,-121.381,Sacramento,6067007402,95660
15693,386820N1214893W001,10N04E36B001M,NA,38.682,-121.489,Sacramento,6067007106,95835
54878,386835N1215444W002,NA,NMWC Greenbriar Well,38.6835,-121.544,Sacramento,6067007101,95836
48010,386836N1214536W001,NA,SGA_MW02,38.6836,-121.454,Sacramento,6067007208,95673
48011,386836N1214536W002,NA,SGA_MW03,38.6836,-121.454,Sacramento,6067007208,95673
40055,386848N1216146W001,10N03E35A001M,SCWA_SGA_005,38.6848,-121.615,Sacramento,6067007101,95836
32583,386850N1215223W001,10N04E34A002M,NA,38.685,-121.522,Sacramento,6067007102,95835
51262,386853N1216082W001,NA,PAMMA,38.6853,-121.608,Sacramento,6067007101,95836
51254,386857N1216207W001,NA,Dhaliwal,38.6857,-121.621,Sacramento,6067007101,95836
51638,386859N1213728W001,NA,34,38.6859,-121.373,Sacramento,6067007402,95660
32581,386864N1215222W001,10N04E27R002M,AB-3 deep,38.6864,-121.522,Sacramento,6067007101,95836
15689,386864N1215222W002,10N04E27R003M,AB-3 middle,38.6864,-121.522,Sacramento,6067007101,95836
15690,386864N1215222W003,10N04E27R004M,AB-3 shallow,38.6864,-121.522,Sacramento,6067007101,95836
48016,386874N1212206W001,NA,SGA_MW09,38.6874,-121.221,Sacramento,6067008208,95662
24653,386895N1211169W001,10N08E29J001M,SCGA #29,38.6895,-121.117,Sacramento,6067008501,95630
33086,386904N1214757W001,10N05E30L001M,10N05E30L001M,38.6904,-121.476,Sacramento,6067007208,95673
54881,386921N1215249W002,NA,Ameral,38.6921,-121.525,Sacramento,6067007101,95836
52219,386956N1212761W001,NA,CHWD 15 (Bonita),38.6956,-121.276,Sacramento,6067008140,95610
50861,386956N1215298W001,NA,OSE-2,38.6956,-121.53,Sacramento,6067007101,95836
48042,386964N1213120W001,10N06E27F001M,Twin Creeks Park,38.6964,-121.312,Sacramento,6067008132,95621
52217,386974N1212776W001,NA,CHWD 11 (Mitchell),38.6974,-121.278,Sacramento,6067008140,95610
33380,386979N1212329W001,10N07E29G001M,SCWA_SGA_012,38.6979,-121.233,Sacramento,6067008203,95662
13652,386982N1213992W001,10N05E14Q002M,SCWA_SGA_008,38.6982,-121.399,Sacramento,6067007406,95660
13654,386982N1213992W002,10N05E26B002M,SCWA_SGA_009,38.6982,-121.399,Sacramento,6067007406,95660
48015,387000N1212180W001,NA,SGA_MW08,38.7,-121.218,Sacramento,6067008211,95662
48030,387000N1213529W001,NA,Monument (A),38.7,-121.353,Sacramento,6067007428,95842
48031,387000N1213529W002,NA,Monument (B),38.7,-121.353,Sacramento,6067007428,95842
48032,387000N1213529W003,NA,Monument (C),38.7,-121.353,Sacramento,6067007428,95842
48033,387000N1213529W004,NA,Monument (D),38.7,-121.353,Sacramento,6067007428,95842
40130,387016N1213149W001,10N06E22N001M,NA,38.7016,-121.315,Sacramento,6067008132,95621
51082,387023N1215581W001,NA,MAP,38.7023,-121.558,Sacramento,6067007101,95836
54877,387033N1216181W002,NA,NMWC Elkhorn Well,38.7033,-121.618,Sacramento,6067007101,95836
50862,387042N1215306W001,NA,OSE-1,38.7042,-121.531,Sacramento,6067007101,95836
13666,387058N1213600W001,10N06E19K002M,NA,38.7058,-121.36,Sacramento,6067007433,95843
13804,387081N1212108W001,10N07E21H001M,NA,38.7081,-121.211,Sacramento,6067008211,95662
33087,387092N1213300W001,10N06E21F002M,SCWA_SGA_010,38.7092,-121.33,Sacramento,6067007421,95843
51642,387099N1213570W001,NA,N34,38.7099,-121.357,Sacramento,6067007433,95843
48034,387117N1213327W001,NA,Poker (A),38.7117,-121.333,Sacramento,6067007421,95843
48035,387117N1213327W002,NA,Poker (B),38.7117,-121.333,Sacramento,6067007421,95843
48036,387117N1213327W003,NA,Poker (C),38.7117,-121.333,Sacramento,6067007421,95843
48037,387117N1213327W004,NA,Poker (D),38.7117,-121.333,Sacramento,6067007421,95843
15688,387137N1214906W001,10N04E24B001M,SCWA_SGA_007,38.7137,-121.491,Sacramento,6067007101,95836
32580,387138N1215047W001,10N04E23A001M,SCWA_SGA_006,38.7138,-121.505,Sacramento,6067007101,95836
15687,387139N1215459W001,10N04E21B002M,10N04E21B002M,38.7139,-121.546,Sacramento,6067007101,95836
13803,387141N1212431W001,10N07E20D001M,SCWA_SGA_011,38.7141,-121.243,Sacramento,6067008203,95662
33085,387146N1214218W001,10N05E15P001M,NA,38.7146,-121.422,Sacramento,6067007206,95626
48043,387216N1213842W001,10N05E13F001M,Lone Oak Park,38.7216,-121.384,Sacramento,6067007431,95843
48009,387218N1214677W001,NA,SGA_MW01,38.7218,-121.468,Sacramento,6067007206,95626
48038,387228N1213298W001,NA,Antelope North (A),38.7228,-121.33,Sacramento,6067007421,95843
48039,387228N1213298W002,NA,Antelope North (B),38.7228,-121.33,Sacramento,6067007421,95843
51255,387253N1215219W001,NA,Willey,38.7253,-121.522,Sacramento,6067007101,95836
55016,387291N1215103W002,NA,TNBC Pond R,38.7291,-121.51,Sacramento,6067007101,95836
51252,387310N1215056W001,NA,TNBC Silva Dairy,38.731,-121.506,Sacramento,6067007101,95836
51253,387312N1214937W001,NA,TNBC Betts,38.7311,-121.494,Sacramento,6067007101,95836
